stn,time,tre200dx,tre200dn,tre200j0
CGI,20120615,26.4,10.7,22.6
CGI,20120616,28.4,12.6,24.9
CGI,20120617,25.6,16.5,23.1
CGI,20120618,28.1,15.3,24.8
CGI,20120619,23.2,15.4,21.6
CGI,20120620,24.5,15.7,21.4
CGI,20120621,26.9,13.4,21.5
CGI,20120622,23.5,12.9,20.5
CGI,20120623,23.2,12.1,20.5
CGI,20120624,24.7,11.1,22.2
CGI,20120625,22.4,15.8,19.5
CGI,20120626,24.6,16.6,21.8
CGI,20120627,26.8,15.4,23.6
CGI,20120628,30.0,15.8,25.7
CGI,20120629,31.7,16.9,27.4
CGI,20120630,28.6,16.0,25.9
CGI,20120701,21.3,14.9,17.2
CGI,20120702,19.2,14.2,17.6
CGI,20120703,23.8,14.4,21.1
CGI,20120704,26.3,14.1,22.6
CGI,20120705,24.2,15.9,21.0
CGI,20120706,23.8,14.9,20.5
CGI,20120707,27.1,14.5,23.2
CGI,20120708,25.6,15.5,21.9
CGI,20120709,27.5,14.2,23.2
CGI,20120710,22.5,13.8,20.5
CGI,20120711,24.2,16.1,21.4
CGI,20120712,21.9,12.0,19.7
CGI,20120713,22.6,13.9,19.6
CGI,20120714,23.3,14.4,20.8
CGI,20120715,21.2,11.0,16.9
CGI,20120716,21.6,8.4,18.5
CGI,20120717,26.4,11.3,22.7
CGI,20120718,30.5,12.6,25.0
CGI,20120719,26.9,17.3,24.7
CGI,20120720,22.7,14.3,20.1
CGI,20120721,21.7,13.8,18.5
CGI,20120722,22.3,12.7,19.4
CGI,20120723,23.6,13.8,20.7
CGI,20120724,29.1,13.1,23.6
CGI,20120725,30.2,16.0,26.1
CGI,20120726,31.2,15.9,27.3
CGI,20120727,33.4,17.1,28.1
CGI,20120728,24.1,18.9,21.9
CGI,20120729,24.5,14.4,21.4
CGI,20120730,26.3,12.2,22.1
CGI,20120731,27.9,13.4,23.9
CGI,20120801,29.0,14.5,24.7
CGI,20120802,28.5,18.3,24.9
CGI,20120803,28.1,16.5,24.4
CGI,20120804,26.9,13.3,23.1
CGI,20120805,25.1,14.8,20.6
CGI,20120806,20.2,12.1,18.1
CGI,20120807,23.8,11.1,20.7
CGI,20120808,25.2,12.5,22.3
CGI,20120809,26.0,14.2,23.1
CGI,20120810,26.9,13.4,23.7
CGI,20120811,26.1,13.3,23.1
CGI,20120812,27.2,14.0,22.6
CGI,20120813,27.1,15.2,23.4
CGI,20120814,27.9,14.9,24.1
CGI,20120815,31.6,15.2,26.3
CGI,20120816,23.8,16.8,20.8
CGI,20120817,28.1,14.3,23.6
CGI,20120818,30.1,14.9,25.9
CGI,20120819,32.4,17.2,27.8
CGI,20120820,32.9,18.4,28.6
CGI,20120821,30.9,18.8,27.2
CGI,20120822,31.3,18.1,27.0
CGI,20120823,28.3,19.6,24.8
CGI,20120824,26.7,17.8,23.5
CGI,20120825,26.3,16.0,22.5
CGI,20120826,21.6,12.5,19.0
CGI,20120827,23.2,10.1,20.0
CGI,20120828,25.5,11.9,22.3
CGI,20120829,26.0,13.5,21.7
CGI,20120830,19.1,13.9,17.5
CGI,20120831,15.7,11.4,12.6
CGI,20120901,15.7,10.6,13.7
CGI,20120902,19.7,12.6,16.7
CGI,20120903,21.6,15.2,19.4
CGI,20120904,23.6,16.8,21.4
CGI,20120905,23.3,16.1,20.8
CGI,20120906,23.8,14.9,21.3
CGI,20120907,22.7,11.5,19.5
CGI,20120908,25.0,11.4,21.0
CGI,20120909,27.5,14.5,23.3
CGI,20120910,26.0,13.3,22.1
CGI,20120911,25.7,14.0,21.5
CGI,20120912,18.6,9.0,12.8
CGI,20120913,16.7,8.6,13.9
CGI,20120914,18.5,9.7,15.8
CGI,20120915,20.9,8.3,16.8
CGI,20120916,21.4,9.2,17.2
CGI,20120917,23.2,11.4,19.3
CGI,20120918,21.5,10.3,18.3
CGI,20120919,16.4,7.9,14.5
CGI,20120920,16.5,7.9,14.1
CGI,20120921,23.8,7.0,17.7
CGI,20120922,19.9,14.5,17.3
CGI,20120923,20.3,14.1,17.5
CGI,20120924,19.3,13.2,16.5
CGI,20120925,18.2,11.4,16.3
CGI,20120926,15.6,8.2,13.2
CGI,20120927,16.9,7.1,13.3
CGI,20120928,16.9,6.6,13.9
CGI,20120929,13.4,11.0,12.4
CGI,20120930,14.0,11.3,13.0
CGI,20121001,17.5,10.2,14.7
CGI,20121002,18.1,7.3,15.1
CGI,20121003,20.0,9.4,16.6
CGI,20121004,18.5,10.9,16.4
CGI,20121005,22.4,9.2,18.0
CGI,20121006,22.3,9.3,18.6
CGI,20121007,17.7,12.5,16.2
CGI,20121008,15.6,12.5,14.0
CGI,20121009,20.0,14.3,17.2
CGI,20121010,18.7,12.7,16.0
CGI,20121011,17.1,11.6,14.8
CGI,20121012,14.6,8.1,13.6
CGI,20121013,14.1,5.3,11.2
CGI,20121014,13.3,6.2,10.7
CGI,20121015,10.9,2.4,8.5
CGI,20121016,11.5,0.4,8.4
CGI,20121017,14.6,5.7,11.8
CGI,20121018,15.1,8.0,12.6
CGI,20121019,17.9,8.0,14.4
CGI,20121020,18.4,9.8,15.7
CGI,20121021,18.9,10.3,15.9
CGI,20121022,19.2,10.2,15.8
CGI,20121023,13.6,9.8,12.9
CGI,20121024,13.1,10.9,12.2
CGI,20121025,13.9,11.3,12.5
CGI,20121026,12.7,9.9,11.6
CGI,20121027,10.4,1.1,5.3
CGI,20121028,4.4,-0.6,2.5
CGI,20121029,6.3,-1.3,3.7
CGI,20121030,8.2,-2.0,4.5
CGI,20121031,6.1,-0.8,4.6
CGI,20121101,12.8,2.8,9.3
CGI,20121102,14.2,6.3,11.6
CGI,20121103,16.1,11.2,14.2
CGI,20121104,14.9,6.9,12.6
CGI,20121105,10.8,4.2,7.8
CGI,20121106,9.3,2.9,7.0
CGI,20121107,9.4,2.4,7.1
CGI,20121108,9.4,0.9,6.2
CGI,20121109,10.7,3.4,8.5
CGI,20121110,10.5,8.4,9.6
CGI,20121111,10.2,7.6,9.4
CGI,20121112,11.0,5.0,9.5
CGI,20121113,10.1,6.2,8.7
CGI,20121114,9.5,2.7,7.4
CGI,20121115,6.2,2.0,5.5
CGI,20121116,5.7,4.2,5.3
CGI,20121117,5.6,2.5,4.2
CGI,20121118,6.0,2.7,4.8
CGI,20121119,6.9,2.2,5.5
CGI,20121120,5.0,2.9,4.1
CGI,20121121,5.8,2.6,4.2
CGI,20121122,8.7,5.8,7.8
CGI,20121123,10.4,4.6,7.7
CGI,20121124,8.9,4.8,7.5
CGI,20121125,13.3,6.1,11.3
CGI,20121126,9.9,6.0,9.3
CGI,20121127,5.9,3.2,3.8
CGI,20121128,6.4,4.0,5.6
CGI,20121129,4.9,0.8,4.1
CGI,20121130,3.8,0.6,2.4
CGI,20121201,1.7,-3.8,0.2
CGI,20121202,1.0,-4.1,-0.5
CGI,20121203,3.7,-6.1,-0.8
CGI,20121204,6.4,0.2,4.2
CGI,20121205,2.2,0.0,1.2
CGI,20121206,2.5,-3.5,0.2
CGI,20121207,2.9,-3.8,-0.8
CGI,20121208,3.0,-6.0,1.1
CGI,20121209,0.6,-7.0,-1.9
CGI,20121210,3.1,-1.1,0.9
CGI,20121211,1.8,-5.2,-0.7
CGI,20121212,-2.6,-9.0,-4.6
CGI,20121213,-0.3,-7.2,-3.1
CGI,20121214,5.2,-0.4,1.4
CGI,20121215,7.5,2.7,6.3
CGI,20121216,8.0,4.9,7.0
CGI,20121217,6.1,3.6,5.2
CGI,20121218,5.5,1.9,4.2
CGI,20121219,4.4,0.1,2.9
CGI,20121220,4.3,-0.6,1.3
CGI,20121221,6.3,2.4,5.0
CGI,20121222,7.4,3.0,4.3
CGI,20121223,12.8,3.7,9.9
CGI,20121224,12.4,2.1,7.8
CGI,20121225,12.0,4.4,10.5
CGI,20121226,9.5,4.0,7.9
CGI,20121227,9.8,5.2,6.8
CGI,20121228,7.8,1.5,6.0
CGI,20121229,8.0,-0.1,3.4
CGI,20121230,9.8,1.4,7.4
CGI,20121231,6.7,-0.5,3.5
CGI,20130101,6.2,0.5,5.5
CGI,20130102,6.6,0.7,4.5
CGI,20130103,4.7,-1.9,2.7
CGI,20130104,7.6,0.2,4.1
CGI,20130105,8.6,3.3,6.2
CGI,20130106,6.2,0.9,4.8
CGI,20130107,4.2,1.2,3.5
CGI,20130108,2.8,-0.8,1.5
CGI,20130109,0.5,-1.3,-0.2
CGI,20130110,3.7,-1.5,1.0
CGI,20130111,4.8,1.9,3.8
CGI,20130112,4.7,-0.9,2.4
CGI,20130113,4.7,1.0,3.0
CGI,20130114,3.8,-1.1,2.5
CGI,20130115,0.2,-2.5,-0.8
CGI,20130116,0.0,-6.3,-2.5
CGI,20130117,-1.4,-8.1,-3.0
CGI,20130118,-2.7,-7.4,-3.8
CGI,20130119,0.8,-4.3,-1.8
CGI,20130120,1.5,-1.1,0.8
CGI,20130121,2.8,-4.8,0.1
CGI,20130122,5.3,-1.7,2.9
CGI,20130123,1.5,-3.2,0.2
CGI,20130124,-0.2,-3.9,-1.2
CGI,20130125,0.5,-5.2,-0.3
CGI,20130126,0.0,-6.3,-1.8
CGI,20130127,4.7,-4.8,0.5
CGI,20130128,6.5,-1.0,3.9
CGI,20130129,6.6,-1.2,4.3
CGI,20130130,11.9,4.0,8.7
CGI,20130131,10.2,1.3,7.2
CGI,20130201,8.9,5.4,7.1
CGI,20130202,9.0,0.9,4.2
CGI,20130203,4.3,0.0,2.1
CGI,20130204,5.5,-0.6,3.0
CGI,20130205,7.5,0.0,5.8
CGI,20130206,1.0,-0.8,0.4
CGI,20130207,1.5,-2.8,-0.3
CGI,20130208,1.8,-4.3,-0.6
CGI,20130209,0.9,-5.2,-1.3
CGI,20130210,-0.7,-5.8,-2.5
CGI,20130211,-0.2,-2.9,-1.0
CGI,20130212,1.6,-0.9,0.6
CGI,20130213,0.8,-3.7,-0.7
CGI,20130214,0.8,-8.9,-3.1
CGI,20130215,4.1,-1.5,2.2
CGI,20130216,4.2,-5.0,1.3
CGI,20130217,3.4,-1.9,2.1
CGI,20130218,3.2,-3.9,0.9
CGI,20130219,3.9,-6.0,0.6
CGI,20130220,5.4,-2.1,3.2
CGI,20130221,-0.3,-2.5,-1.0
CGI,20130222,-1.6,-4.8,-2.5
CGI,20130223,-1.5,-5.5,-3.1
CGI,20130224,-0.6,-3.8,-2.0
CGI,20130225,0.1,-4.4,-1.8
CGI,20130226,0.3,-4.7,-1.2
CGI,20130227,3.4,-1.3,0.8
CGI,20130228,4.6,-2.4,2.1
CGI,20130301,3.4,-3.3,1.1
CGI,20130302,2.3,0.2,1.3
CGI,20130303,4.5,-1.2,2.1
CGI,20130304,7.4,-2.5,3.7
CGI,20130305,6.2,-1.5,3.6
CGI,20130306,9.3,0.9,6.3
CGI,20130307,12.3,3.6,8.4
CGI,20130308,8.9,3.7,7.2
CGI,20130309,10.1,1.5,6.5
CGI,20130310,12.3,1.2,7.9
CGI,20130311,12.1,3.4,9.1
CGI,20130312,12.3,3.3,8.7
CGI,20130313,3.7,-0.3,1.8
CGI,20130314,2.7,-2.6,0.3
CGI,20130315,3.3,-3.1,0.8
CGI,20130316,5.3,-4.6,2.2
CGI,20130317,6.7,2.3,4.5
CGI,20130318,5.0,0.1,2.4
CGI,20130319,9.4,1.6,6.3
CGI,20130320,9.7,2.7,6.4
CGI,20130321,10.2,0.7,7.2
CGI,20130322,11.8,1.1,8.3
CGI,20130323,8.5,4.4,7.0
CGI,20130324,5.7,2.2,4.8
CGI,20130325,3.5,0.9,2.6
CGI,20130326,3.9,1.2,2.6
CGI,20130327,7.2,0.4,4.1
CGI,20130328,6.1,3.2,4.5
CGI,20130329,5.8,1.7,2.9
CGI,20130330,7.6,2.6,5.2
CGI,20130331,7.4,1.3,5.3
CGI,20130401,7.0,-0.9,4.5
CGI,20130402,11.0,0.3,7.0
CGI,20130403,9.8,0.3,6.6
CGI,20130404,8.9,1.4,6.5
CGI,20130405,11.2,3.5,7.9
CGI,20130406,12.3,4.8,9.5
CGI,20130407,10.0,3.8,7.5
CGI,20130408,7.6,1.8,5.7
CGI,20130409,11.9,4.1,7.8
CGI,20130410,14.4,5.7,11.3
CGI,20130411,14.0,8.8,11.4
CGI,20130412,14.4,7.2,10.8
CGI,20130413,16.9,6.2,13.4
CGI,20130414,18.5,5.7,15.2
CGI,20130415,22.3,7.7,17.7
CGI,20130416,21.8,11.0,18.8
CGI,20130417,22.4,9.2,18.4
CGI,20130418,24.8,11.6,20.3
CGI,20130419,11.6,5.0,8.5
CGI,20130420,8.7,3.4,7.0
CGI,20130421,10.7,6.8,9.3
CGI,20130422,13.3,7.7,11.4
CGI,20130423,16.8,3.8,13.5
CGI,20130424,19.6,5.8,15.7
CGI,20130425,22.6,8.0,18.4
CGI,20130426,18.3,12.5,16.1
CGI,20130427,12.5,2.9,7.7
CGI,20130428,9.0,2.7,7.1
CGI,20130429,11.2,7.6,9.9
CGI,20130430,14.8,8.3,12.6
CGI,20130501,17.6,11.1,15.1
CGI,20130502,19.9,9.7,15.8
CGI,20130503,12.0,9.3,10.9
CGI,20130504,15.1,9.3,12.4
CGI,20130505,18.8,6.8,16.4
CGI,20130506,14.6,8.2,13.9
CGI,20130507,19.6,6.5,15.7
CGI,20130508,20.7,7.2,17.3
CGI,20130509,19.7,12.2,16.6
CGI,20130510,15.2,10.1,12.8
CGI,20130511,14.6,7.9,12.9
CGI,20130512,14.0,6.2,11.2
CGI,20130513,17.9,4.1,14.2
CGI,20130514,22.5,6.7,18.1
CGI,20130515,14.3,9.9,12.4
CGI,20130516,14.2,8.0,11.7
CGI,20130517,13.5,7.5,10.7
CGI,20130518,17.0,4.6,13.7
CGI,20130519,14.1,7.2,10.9
CGI,20130520,15.3,7.9,12.3
CGI,20130521,12.3,7.9,10.7
CGI,20130522,13.8,7.0,11.8
CGI,20130523,13.9,5.3,10.7
CGI,20130524,10.8,4.3,8.2
CGI,20130525,11.2,4.0,7.5
CGI,20130526,12.8,6.0,9.5
CGI,20130527,17.6,2.2,13.8
CGI,20130528,17.4,6.7,13.6
CGI,20130529,12.4,6.2,9.3
CGI,20130530,14.0,5.4,11.3
CGI,20130531,10.5,5.4,9.6
CGI,20130601,14.6,8.9,12.3
CGI,20130602,18.7,8.1,15.7
CGI,20130603,18.1,8.7,15.5
CGI,20130604,18.1,7.2,14.2
CGI,20130605,22.2,9.0,18.8
CGI,20130606,24.5,10.7,20.9
CGI,20130607,24.6,10.8,21.0
CGI,20130608,23.0,11.1,19.9
CGI,20130609,19.5,11.6,15.5
CGI,20130610,15.4,11.4,13.5
CGI,20130611,20.9,9.9,17.9
CGI,20130612,23.6,10.7,20.0
CGI,20130613,28.3,12.8,23.1
CGI,20130614,20.9,13.1,18.0
CGI,20130615,27.2,13.8,23.7
CGI,20130616,27.5,16.3,23.7
CGI,20130617,29.7,16.6,26.2
CGI,20130618,31.6,18.2,27.7
CGI,20130619,30.3,18.8,26.9
CGI,20130620,24.3,13.1,19.5
CGI,20130621,24.0,10.5,20.6
CGI,20130622,24.2,13.6,21.3
CGI,20130623,19.1,12.6,17.5
CGI,20130624,15.9,10.6,13.3
CGI,20130625,16.6,10.6,15.3
CGI,20130626,19.8,10.6,17.4
CGI,20130627,17.3,9.1,14.6
CGI,20130628,16.8,7.5,14.8
CGI,20130629,14.8,10.6,13.0
CGI,20130630,20.8,9.4,17.5
CGI,20130701,24.6,10.6,20.2
CGI,20130702,27.5,15.2,23.8
CGI,20130703,19.5,14.6,17.5
CGI,20130704,22.1,14.4,19.5
CGI,20130705,24.5,13.6,21.9
CGI,20130706,26.3,16.3,23.1
CGI,20130707,27.0,18.1,24.3
CGI,20130708,26.7,18.3,24.2
CGI,20130709,26.4,16.4,23.3
CGI,20130710,26.7,15.4,23.7
CGI,20130711,27.7,17.7,24.4
CGI,20130712,26.0,14.5,22.5
CGI,20130713,25.9,14.4,22.9
CGI,20130714,27.1,15.7,24.5
CGI,20130715,27.3,14.7,24.1
CGI,20130716,27.8,14.6,24.4
CGI,20130717,28.2,16.3,23.9
CGI,20130718,23.9,17.1,21.4
CGI,20130719,26.4,15.6,22.5
CGI,20130720,26.5,14.3,22.5
CGI,20130721,28.9,16.3,25.2
CGI,20130722,29.1,18.6,26.4
CGI,20130723,29.0,17.1,25.2
CGI,20130724,27.9,16.5,24.1
CGI,20130725,29.9,17.9,26.7
CGI,20130726,31.9,18.2,27.7
CGI,20130727,32.1,17.5,28.1
CGI,20130728,28.7,18.3,24.9
CGI,20130729,18.8,14.1,17.4
CGI,20130730,24.8,15.0,21.6
CGI,20130731,27.1,14.1,23.3
CGI,20130801,29.1,15.3,25.2
CGI,20130802,31.0,17.3,27.0
CGI,20130803,29.7,19.2,27.2
CGI,20130804,28.0,18.5,25.7
CGI,20130805,31.1,17.9,26.6
CGI,20130806,28.7,18.4,25.9
CGI,20130807,22.9,15.9,19.9
CGI,20130808,21.7,15.7,19.7
CGI,20130809,22.5,16.4,20.5
CGI,20130810,24.0,13.2,21.1
CGI,20130811,24.8,13.5,21.8
CGI,20130812,27.4,13.6,23.1
CGI,20130813,24.9,15.1,22.9
CGI,20130814,22.4,13.5,20.2
CGI,20130815,23.6,13.2,20.7
CGI,20130816,27.0,12.5,23.0
CGI,20130817,27.4,14.4,24.1
CGI,20130818,28.2,14.7,24.7
CGI,20130819,24.2,16.3,22.5
CGI,20130820,24.3,14.6,22.0
CGI,20130821,23.9,11.7,20.6
CGI,20130822,25.1,11.9,21.3
CGI,20130823,28.2,13.8,23.8
CGI,20130824,19.9,15.8,18.0
CGI,20130825,19.6,12.9,17.5
CGI,20130826,20.4,10.3,17.6
CGI,20130827,20.4,12.2,16.9
CGI,20130828,21.8,10.8,18.7
CGI,20130829,21.6,11.2,19.2
CGI,20130830,23.8,11.4,20.2
CGI,20130831,24.0,12.7,20.9
CGI,20130901,23.5,13.2,20.4
CGI,20130902,23.1,11.9,20.2
CGI,20130903,24.9,10.1,20.7
CGI,20130904,26.6,12.4,22.1
CGI,20130905,27.5,14.3,23.7
CGI,20130906,28.4,16.5,25.0
CGI,20130907,22.6,15.7,20.4
CGI,20130908,20.4,13.8,17.9
CGI,20130909,20.1,11.5,17.2
CGI,20130910,19.6,9.7,16.5
CGI,20130911,15.5,8.8,13.2
CGI,20130912,14.6,10.5,13.2
CGI,20130913,19.3,7.9,15.8
CGI,20130914,20.3,11.1,17.6
CGI,20130915,17.7,12.2,15.9
CGI,20130916,13.2,9.5,12.1
CGI,20130917,14.5,8.3,12.0
CGI,20130918,18.5,9.9,15.2
CGI,20130919,17.1,11.5,15.1
CGI,20130920,20.1,7.5,15.7
CGI,20130921,19.5,8.3,16.6
CGI,20130922,20.4,8.8,16.6
CGI,20130923,19.6,8.6,16.8
CGI,20130924,19.9,9.1,16.4
CGI,20130925,24.0,10.1,19.8
CGI,20130926,23.1,13.1,19.7
CGI,20130927,21.1,12.9,18.8
CGI,20130928,20.3,13.4,18.1
CGI,20130929,18.9,13.4,16.2
CGI,20130930,18.1,13.3,16.3
CGI,20131001,18.7,14.3,17.2
CGI,20131002,18.5,13.8,16.8
CGI,20131003,17.0,13.4,15.3
CGI,20131004,18.6,13.0,16.8
CGI,20131005,17.4,12.4,15.9
CGI,20131006,18.4,11.9,16.1
CGI,20131007,16.5,12.7,14.7
CGI,20131008,16.2,12.5,15.0
CGI,20131009,15.5,11.7,14.5
CGI,20131010,12.4,4.9,8.6
CGI,20131011,10.1,4.8,7.7
CGI,20131012,10.6,4.4,7.3
CGI,20131013,13.7,5.7,10.7
CGI,20131014,14.2,10.0,12.1
CGI,20131015,13.7,10.8,12.5
CGI,20131016,15.4,11.3,14.1
CGI,20131017,16.8,8.2,14.2
CGI,20131018,14.4,6.0,11.8
CGI,20131019,18.0,6.6,13.2
CGI,20131020,16.4,9.9,13.8
CGI,20131021,15.9,10.1,13.9
CGI,20131022,14.2,9.0,12.1
CGI,20131023,14.9,9.9,13.8
CGI,20131024,14.1,8.1,12.1
CGI,20131025,16.3,9.1,13.8
CGI,20131026,19.2,9.7,15.6
CGI,20131027,18.9,13.8,16.7
CGI,20131028,21.9,11.6,18.6
CGI,20131029,13.6,6.3,11.6
CGI,20131030,13.4,6.0,11.0
CGI,20131031,11.3,3.5,9.0
CGI,20131101,13.4,5.7,10.4
CGI,20131102,16.6,12.0,14.4
CGI,20131103,13.0,5.4,9.5
CGI,20131104,9.5,7.1,8.1
CGI,20131105,8.7,3.7,6.1
CGI,20131106,14.6,8.2,12.3
CGI,20131107,16.7,8.7,13.8
CGI,20131108,16.6,8.4,13.7
CGI,20131109,11.5,6.3,9.9
CGI,20131110,10.5,3.6,7.5
CGI,20131111,8.5,3.4,6.6
CGI,20131112,6.5,0.6,4.6
CGI,20131113,9.4,3.9,7.0
CGI,20131114,7.0,3.4,5.5
CGI,20131115,6.1,3.2,4.8
CGI,20131116,4.7,0.3,4.4
CGI,20131117,5.8,4.0,5.0
CGI,20131118,6.0,4.3,5.4
CGI,20131119,6.6,3.1,5.6
CGI,20131120,4.5,0.3,2.8
CGI,20131121,2.4,0.2,1.5
CGI,20131122,4.0,-0.1,1.7
CGI,20131123,6.3,2.7,5.1
CGI,20131124,8.4,3.8,6.8
CGI,20131125,4.3,0.0,2.9
CGI,20131126,2.4,-0.8,1.4
CGI,20131127,1.2,-2.0,-0.2
CGI,20131128,2.4,-2.7,0.7
CGI,20131129,3.1,0.1,1.3
CGI,20131130,5.0,0.1,2.9
CGI,20131201,4.1,-0.1,2.4
CGI,20131202,3.9,-1.9,2.3
CGI,20131203,2.2,-3.5,-0.3
CGI,20131204,1.4,-2.7,0.4
CGI,20131205,4.0,-1.3,2.3
CGI,20131206,7.2,-1.1,4.1
CGI,20131207,5.5,-1.5,3.4
CGI,20131208,4.0,-3.0,1.2
CGI,20131209,3.7,-3.5,0.5
CGI,20131210,0.5,-3.9,-1.0
CGI,20131211,-1.1,-4.2,-2.4
CGI,20131212,-1.1,-4.0,-3.0
CGI,20131213,-1.0,-2.3,-1.4
CGI,20131214,4.3,-2.6,1.4
CGI,20131215,0.2,-2.0,-0.9
CGI,20131216,-0.7,-3.3,-2.1
CGI,20131217,-0.5,-3.4,-1.6
CGI,20131218,2.6,-2.6,1.2
CGI,20131219,7.7,-0.8,6.4
CGI,20131220,5.5,0.0,4.6
CGI,20131221,6.1,0.4,4.1
CGI,20131222,11.8,1.5,9.7
CGI,20131223,11.3,6.3,9.0
CGI,20131224,14.8,5.6,12.5
CGI,20131225,14.0,2.6,6.4
CGI,20131226,3.4,-0.1,2.6
CGI,20131227,5.8,-1.9,2.2
CGI,20131228,5.1,0.0,3.7
CGI,20131229,6.4,0.2,4.5
CGI,20131230,4.3,-0.9,2.0
CGI,20131231,3.4,-2.0,0.9
CGI,20140101,7.2,0.9,4.9
CGI,20140102,8.3,1.1,6.9
CGI,20140103,8.1,1.0,6.0
CGI,20140104,7.3,3.9,5.6
CGI,20140105,7.3,0.1,4.6
CGI,20140106,7.8,-0.7,3.2
CGI,20140107,11.6,3.4,8.8
CGI,20140108,11.3,4.7,8.8
CGI,20140109,11.6,5.5,9.8
CGI,20140110,10.4,2.5,7.9
CGI,20140111,10.4,2.1,6.9
CGI,20140112,6.2,1.0,4.5
CGI,20140113,4.5,0.7,2.6
CGI,20140114,5.4,2.4,4.6
CGI,20140115,4.2,-1.0,2.5
CGI,20140116,4.9,1.6,3.8
CGI,20140117,4.5,2.3,3.6
CGI,20140118,4.4,2.3,3.6
CGI,20140119,3.9,2.6,3.4
CGI,20140120,5.0,3.0,4.3
CGI,20140121,5.2,2.7,4.0
CGI,20140122,6.6,0.6,4.6
CGI,20140123,6.6,1.4,4.8
CGI,20140124,5.0,0.6,3.1
CGI,20140125,2.6,-2.2,1.0
CGI,20140126,6.4,2.0,4.8
CGI,20140127,7.6,-1.3,4.4
CGI,20140128,4.9,-1.5,2.0
CGI,20140129,2.4,-1.6,1.3
CGI,20140130,3.0,-0.4,1.8
CGI,20140131,5.6,-2.0,2.3
CGI,20140201,6.1,-1.6,3.2
CGI,20140202,5.9,1.6,4.0
CGI,20140203,5.9,0.8,4.1
CGI,20140204,5.6,2.2,4.1
CGI,20140205,6.0,1.8,3.6
CGI,20140206,9.1,1.2,6.2
CGI,20140207,8.6,1.3,4.6
CGI,20140208,6.3,0.0,4.5
CGI,20140209,7.9,0.7,5.9
CGI,20140210,5.4,1.9,3.8
CGI,20140211,7.8,1.2,5.1
CGI,20140212,9.1,1.7,6.4
CGI,20140213,9.3,3.9,6.2
CGI,20140214,6.6,2.6,5.1
CGI,20140215,14.3,2.8,8.3
CGI,20140216,5.7,1.6,4.6
CGI,20140217,6.2,0.6,4.1
CGI,20140218,7.3,-0.5,4.7
CGI,20140219,9.7,3.4,6.9
CGI,20140220,10.5,1.1,6.7
CGI,20140221,7.2,1.7,6.0
CGI,20140222,8.4,0.6,5.6
CGI,20140223,8.8,2.2,6.4
CGI,20140224,9.5,0.3,6.0
CGI,20140225,11.8,0.2,7.7
CGI,20140226,5.8,2.8,4.7
CGI,20140227,7.1,1.5,4.7
CGI,20140228,6.8,1.2,4.3
CGI,20140301,7.8,2.0,4.6
CGI,20140302,8.4,1.8,6.5
CGI,20140303,6.7,0.9,4.6
CGI,20140304,6.8,2.0,5.1
CGI,20140305,10.9,3.3,8.6
CGI,20140306,10.3,2.9,8.4
CGI,20140307,10.6,-0.1,7.1
CGI,20140308,14.7,3.8,11.0
CGI,20140309,14.0,2.0,9.7
CGI,20140310,15.4,2.2,9.8
CGI,20140311,13.6,3.8,10.5
CGI,20140312,12.9,1.7,9.6
CGI,20140313,14.8,2.6,10.4
CGI,20140314,15.3,3.8,11.2
CGI,20140315,15.7,4.5,10.4
CGI,20140316,15.9,6.3,11.6
CGI,20140317,18.8,4.0,13.3
CGI,20140318,20.4,4.3,14.3
CGI,20140319,14.8,7.2,12.1
CGI,20140320,17.1,3.8,12.0
CGI,20140321,18.8,6.5,14.8
CGI,20140322,11.6,3.9,8.0
CGI,20140323,7.5,3.0,5.3
CGI,20140324,6.8,0.8,4.6
CGI,20140325,7.4,0.4,5.1
CGI,20140326,8.5,3.9,6.8
CGI,20140327,11.2,0.2,7.7
CGI,20140328,14.6,1.2,10.3
CGI,20140329,15.7,2.2,11.6
CGI,20140330,17.4,6.9,14.3
CGI,20140331,17.3,6.2,13.9
CGI,20140401,18.1,5.8,14.2
CGI,20140402,17.1,6.0,13.5
CGI,20140403,14.3,9.8,12.3
CGI,20140404,18.2,8.6,15.3
CGI,20140405,18.1,10.0,14.7
CGI,20140406,18.1,9.6,15.4
CGI,20140407,20.1,6.9,16.1
CGI,20140408,16.4,9.3,12.8
CGI,20140409,15.6,5.3,12.9
CGI,20140410,18.2,4.2,14.1
CGI,20140411,20.4,5.8,15.6
CGI,20140412,19.6,6.0,16.5
CGI,20140413,18.6,9.6,16.0
CGI,20140414,19.5,4.9,15.3
CGI,20140415,14.6,5.7,12.0
CGI,20140416,13.9,4.3,10.8
CGI,20140417,15.4,1.1,11.4
CGI,20140418,12.0,4.3,10.0
CGI,20140419,9.9,2.1,7.7
CGI,20140420,15.7,0.7,11.1
CGI,20140421,13.8,8.0,11.8
CGI,20140422,18.3,8.7,15.0
CGI,20140423,18.7,8.8,16.0
CGI,20140424,20.7,6.8,16.9
CGI,20140425,18.3,10.3,15.3
CGI,20140426,18.2,8.6,15.6
CGI,20140427,12.1,7.2,10.9
CGI,20140428,10.4,6.6,8.8
CGI,20140429,13.9,6.5,11.3
CGI,20140430,14.1,7.0,10.5
CGI,20140501,12.9,7.8,10.9
CGI,20140502,13.7,7.3,10.9
CGI,20140503,14.4,6.2,11.2
CGI,20140504,14.0,5.5,11.4
CGI,20140505,18.7,3.3,14.0
