stn,time,tre200dx,tre200dn,tre200j0
CGI,19970101,-2.3,-5.1,-3.1
CGI,19970102,0.2,-3.5,-1.1
CGI,19970103,-0.5,-4.8,-2.4
CGI,19970104,1.3,-1.5,0.4
CGI,19970105,0.4,-2.0,-0.7
CGI,19970106,1.0,-2.1,0.3
CGI,19970107,0.7,-1.1,0.1
CGI,19970108,-0.8,-2.2,-1.3
CGI,19970109,1.6,-0.9,0.7
CGI,19970110,3.8,-1.7,2.6
CGI,19970111,2.5,-1.5,1.7
CGI,19970112,0.3,-7.3,-1.5
CGI,19970113,-2.3,-7.3,-3.1
CGI,19970114,-2.2,-4.9,-3.3
CGI,19970115,-1.9,-3.4,-2.6
CGI,19970116,-2.5,-4.6,-3.5
CGI,19970117,-1.7,-4.7,-3.3
CGI,19970118,0.8,-2.3,-0.5
CGI,19970119,2.7,-0.6,1.1
CGI,19970120,3.7,1.1,2.7
CGI,19970121,5.2,1.9,3.8
CGI,19970122,3.2,0.9,2.5
CGI,19970123,4.9,2.4,4.0
CGI,19970124,4.8,1.9,3.5
CGI,19970125,3.5,1.5,2.5
CGI,19970126,4.0,2.5,3.3
CGI,19970127,3.9,2.0,2.9
CGI,19970128,4.2,1.8,3.3
CGI,19970129,3.9,1.1,3.0
CGI,19970130,2.3,-0.8,1.2
CGI,19970131,1.6,-1.1,0.3
CGI,19970201,0.9,-1.4,-0.2
CGI,19970202,0.3,-2.5,-1.1
CGI,19970203,0.0,-2.1,-1.2
CGI,19970204,0.6,-1.8,-0.8
CGI,19970205,6.2,0.1,4.3
CGI,19970206,6.8,-1.4,4.5
CGI,19970207,7.2,-2.4,3.5
CGI,19970208,9.1,-2.3,4.6
CGI,19970209,8.3,-2.0,4.4
CGI,19970210,11.7,-2.6,6.0
CGI,19970211,13.1,7.2,10.1
CGI,19970212,12.2,7.9,10.5
CGI,19970213,9.8,4.7,7.6
CGI,19970214,9.6,0.9,5.6
CGI,19970215,8.1,1.6,6.1
CGI,19970216,5.4,-0.7,3.4
CGI,19970217,10.3,-0.3,6.0
CGI,19970218,8.0,2.6,6.6
CGI,19970219,8.3,2.4,5.7
CGI,19970220,12.4,3.0,9.7
CGI,19970221,12.2,0.4,8.5
CGI,19970222,11.4,0.4,7.3
CGI,19970223,13.1,0.2,8.6
CGI,19970224,12.6,7.0,10.1
CGI,19970225,13.9,8.6,11.9
CGI,19970226,12.4,4.8,10.1
CGI,19970227,9.3,1.3,7.1
CGI,19970228,10.0,-1.2,6.1
CGI,19970301,12.1,2.5,8.6
CGI,19970302,16.4,2.5,10.5
CGI,19970303,14.8,5.4,11.7
CGI,19970304,15.4,5.5,11.8
CGI,19970305,14.9,4.8,11.4
CGI,19970306,11.9,4.4,8.9
CGI,19970307,9.8,2.3,7.5
CGI,19970308,12.0,-0.3,7.8
CGI,19970309,7.8,1.6,6.2
CGI,19970310,11.1,0.0,6.0
CGI,19970311,15.4,0.5,10.2
CGI,19970312,17.5,4.2,13.0
CGI,19970313,16.2,3.0,12.1
CGI,19970314,13.2,2.3,9.8
CGI,19970315,12.9,2.4,9.6
CGI,19970316,15.1,4.8,11.6
CGI,19970317,17.2,3.3,12.3
CGI,19970318,20.8,3.3,14.1
CGI,19970319,9.6,4.5,5.9
CGI,19970320,8.0,2.4,6.5
CGI,19970321,12.4,-0.1,8.1
CGI,19970322,11.9,2.2,9.0
CGI,19970323,13.8,-1.0,8.5
CGI,19970324,11.3,3.1,9.1
CGI,19970325,9.6,1.4,7.4
CGI,19970326,13.7,0.9,10.1
CGI,19970327,17.4,5.3,13.1
CGI,19970328,13.1,4.1,10.9
CGI,19970329,7.4,1.8,5.7
CGI,19970330,11.7,0.4,9.0
CGI,19970331,13.6,4.4,10.1
CGI,19970401,16.7,1.3,11.9
CGI,19970402,18.1,4.4,13.8
CGI,19970403,19.2,5.0,15.7
CGI,19970404,12.4,4.5,10.3
CGI,19970405,13.9,1.3,10.0
CGI,19970406,15.4,6.6,12.2
CGI,19970407,13.6,3.7,10.6
CGI,19970408,12.8,-0.1,8.8
CGI,19970409,16.4,2.3,12.6
CGI,19970410,20.2,4.5,15.3
CGI,19970411,21.3,5.2,16.1
CGI,19970412,13.7,3.3,10.0
CGI,19970413,13.3,3.0,9.8
CGI,19970414,15.5,0.7,11.4
CGI,19970415,16.5,2.7,13.1
CGI,19970416,13.3,4.6,10.5
CGI,19970417,11.6,4.3,9.3
CGI,19970418,15.1,-1.0,10.3
CGI,19970419,17.3,1.6,13.0
CGI,19970420,8.7,2.2,6.4
CGI,19970421,9.7,0.7,6.7
CGI,19970422,11.9,1.3,8.6
CGI,19970423,14.1,2.0,11.3
CGI,19970424,18.6,1.5,13.4
CGI,19970425,20.4,4.4,16.9
CGI,19970426,16.0,10.5,13.6
CGI,19970427,13.0,8.3,10.5
CGI,19970428,14.9,8.0,12.9
CGI,19970429,13.9,7.3,10.6
CGI,19970430,14.1,6.8,11.6
CGI,19970501,16.7,8.5,14.7
CGI,19970502,21.0,4.9,15.8
CGI,19970503,23.9,7.5,19.5
CGI,19970504,23.1,12.6,18.4
CGI,19970505,16.6,10.6,13.0
CGI,19970506,12.3,4.4,8.9
CGI,19970507,12.9,3.9,9.8
CGI,19970508,11.1,4.6,8.6
CGI,19970509,10.2,6.5,8.4
CGI,19970510,17.5,5.6,13.9
CGI,19970511,19.8,5.9,16.3
CGI,19970512,13.2,9.5,10.9
CGI,19970513,16.2,9.6,13.5
CGI,19970514,22.9,8.3,18.6
CGI,19970515,25.5,12.2,21.1
CGI,19970516,25.8,12.2,21.4
CGI,19970517,23.9,12.6,20.1
CGI,19970518,17.1,10.4,15.0
CGI,19970519,22.8,10.1,18.0
CGI,19970520,16.8,9.7,14.2
CGI,19970521,18.1,7.0,15.2
CGI,19970522,17.4,9.3,14.3
CGI,19970523,20.9,7.5,17.0
CGI,19970524,19.6,11.1,16.7
CGI,19970525,17.9,11.5,15.7
CGI,19970526,23.5,10.3,19.9
CGI,19970527,24.6,10.4,20.8
CGI,19970528,19.1,11.4,17.6
CGI,19970529,20.5,9.1,16.3
CGI,19970530,24.7,8.0,21.1
CGI,19970531,20.4,11.1,17.1
CGI,19970601,12.4,6.5,8.2
CGI,19970602,16.8,9.3,13.8
CGI,19970603,18.9,10.5,16.4
CGI,19970604,21.7,9.5,17.7
CGI,19970605,20.7,13.9,18.9
CGI,19970606,24.4,12.2,21.2
CGI,19970607,27.1,12.6,22.5
CGI,19970608,25.8,14.5,22.9
CGI,19970609,25.2,11.5,21.4
CGI,19970610,26.0,13.5,23.0
CGI,19970611,27.5,18.2,24.3
CGI,19970612,26.0,15.1,23.4
CGI,19970613,20.8,13.5,19.0
CGI,19970614,20.7,13.7,18.1
CGI,19970615,22.4,11.4,20.0
CGI,19970616,18.8,12.0,17.7
CGI,19970617,22.4,11.3,19.8
CGI,19970618,21.4,10.5,19.1
CGI,19970619,19.5,11.0,16.6
CGI,19970620,21.1,12.4,18.0
CGI,19970621,17.6,11.5,15.2
CGI,19970622,19.4,9.0,14.3
CGI,19970623,17.1,10.6,15.1
CGI,19970624,16.2,8.0,14.0
CGI,19970625,17.4,6.5,14.6
CGI,19970626,20.2,11.8,17.2
CGI,19970627,20.2,11.0,16.9
CGI,19970628,19.7,9.1,17.4
CGI,19970629,19.4,12.1,15.9
CGI,19970630,17.6,11.1,13.6
CGI,19970701,21.4,11.3,17.9
CGI,19970702,19.2,10.7,16.3
CGI,19970703,17.5,12.5,15.1
CGI,19970704,18.3,11.5,14.9
CGI,19970705,13.8,11.2,13.0
CGI,19970706,18.4,11.5,16.0
CGI,19970707,21.2,11.6,18.8
CGI,19970708,23.6,15.3,21.0
CGI,19970709,24.1,14.8,20.8
CGI,19970710,23.4,13.4,20.7
CGI,19970711,24.0,14.7,19.6
CGI,19970712,25.7,12.7,21.6
CGI,19970713,26.6,13.0,22.5
CGI,19970714,21.0,14.7,18.4
CGI,19970715,24.4,12.1,21.5
CGI,19970716,26.9,12.4,22.8
CGI,19970717,25.4,16.7,22.3
CGI,19970718,19.6,12.7,15.0
CGI,19970719,18.9,12.2,16.2
CGI,19970720,22.0,9.7,19.0
CGI,19970721,22.7,9.8,19.9
CGI,19970722,24.6,11.5,21.0
CGI,19970723,19.6,15.2,17.6
CGI,19970724,24.5,14.0,20.9
CGI,19970725,20.8,14.6,17.9
CGI,19970726,24.0,14.0,21.0
CGI,19970727,25.2,11.9,22.0
CGI,19970728,27.1,14.4,23.8
CGI,19970729,27.1,15.9,23.7
CGI,19970730,28.1,13.7,24.1
CGI,19970731,25.7,14.7,22.4
CGI,19970801,18.1,14.6,16.5
CGI,19970802,24.4,14.7,21.3
CGI,19970803,27.5,14.5,23.4
CGI,19970804,26.3,16.2,23.2
CGI,19970805,29.2,15.9,24.7
CGI,19970806,27.1,16.9,23.0
CGI,19970807,25.6,16.1,22.5
CGI,19970808,26.8,14.6,23.1
CGI,19970809,28.2,15.9,24.6
CGI,19970810,28.1,14.5,24.3
CGI,19970811,29.8,16.8,25.2
CGI,19970812,29.0,16.7,24.8
CGI,19970813,28.5,17.5,25.1
CGI,19970814,28.7,16.2,24.8
CGI,19970815,29.0,16.5,25.4
CGI,19970816,27.7,15.8,24.0
CGI,19970817,24.7,16.7,21.8
CGI,19970818,26.7,14.0,23.1
CGI,19970819,26.1,13.5,22.7
CGI,19970820,26.8,14.7,23.4
CGI,19970821,26.2,14.7,23.3
CGI,19970822,28.3,14.1,23.9
CGI,19970823,28.2,16.3,24.6
CGI,19970824,30.0,15.9,25.6
CGI,19970825,29.8,16.9,25.2
CGI,19970826,25.3,17.2,22.5
CGI,19970827,26.6,14.3,22.8
CGI,19970828,19.1,12.2,14.6
CGI,19970829,18.7,10.9,15.4
CGI,19970830,17.7,9.6,15.0
CGI,19970831,24.0,11.1,19.9
CGI,19970901,25.7,13.8,22.0
CGI,19970902,22.6,16.1,19.3
CGI,19970903,23.3,16.2,20.3
CGI,19970904,24.1,15.6,21.1
CGI,19970905,26.9,13.8,22.4
CGI,19970906,26.3,17.0,22.8
CGI,19970907,22.1,14.2,19.9
CGI,19970908,21.7,11.4,18.9
CGI,19970909,24.5,11.5,20.3
CGI,19970910,21.7,10.4,18.9
CGI,19970911,25.8,9.7,19.7
CGI,19970912,26.6,14.7,23.3
CGI,19970913,17.3,10.7,14.7
CGI,19970914,17.0,9.0,15.0
CGI,19970915,17.9,6.7,14.6
CGI,19970916,21.3,8.7,17.0
CGI,19970917,22.4,9.7,18.7
CGI,19970918,23.4,9.8,19.1
CGI,19970919,23.2,11.0,19.2
CGI,19970920,19.5,12.5,18.0
CGI,19970921,19.5,13.0,17.1
CGI,19970922,20.2,11.8,17.5
CGI,19970923,20.0,9.9,17.3
CGI,19970924,18.9,9.3,16.9
CGI,19970925,19.6,9.4,16.8
CGI,19970926,17.0,9.3,14.4
CGI,19970927,18.3,10.4,14.9
CGI,19970928,17.5,9.6,14.9
CGI,19970929,20.1,10.3,16.2
CGI,19970930,21.3,9.2,17.3
CGI,19971001,23.8,9.6,18.4
CGI,19971002,23.6,10.3,19.5
CGI,19971003,20.3,8.3,17.3
CGI,19971004,19.2,6.7,15.2
CGI,19971005,21.2,7.0,16.1
CGI,19971006,20.8,9.6,16.8
CGI,19971007,22.2,14.5,18.7
CGI,19971008,22.4,12.7,18.8
CGI,19971009,24.9,13.5,20.8
CGI,19971010,17.9,13.4,16.3
CGI,19971011,17.1,11.2,14.8
CGI,19971012,14.4,7.0,11.4
CGI,19971013,11.6,5.5,9.1
CGI,19971014,10.9,5.4,8.8
CGI,19971015,7.9,5.9,6.8
CGI,19971016,12.5,6.8,10.9
CGI,19971017,14.0,4.9,11.3
CGI,19971018,14.8,5.7,11.5
CGI,19971019,11.2,9.3,10.5
CGI,19971020,11.9,9.1,11.0
CGI,19971021,13.7,9.4,11.6
CGI,19971022,12.1,8.9,10.7
CGI,19971023,13.1,10.0,11.5
CGI,19971024,10.4,4.6,7.8
CGI,19971025,10.0,2.5,7.7
CGI,19971026,11.6,1.3,7.9
CGI,19971027,11.0,2.5,8.4
CGI,19971028,4.0,0.8,2.0
CGI,19971029,5.0,-0.5,2.6
CGI,19971030,5.8,-2.4,2.8
CGI,19971031,5.0,-3.9,2.0
CGI,19971101,7.6,-2.5,4.1
CGI,19971102,9.1,-0.4,5.5
CGI,19971103,9.0,0.1,6.0
CGI,19971104,8.0,1.4,6.5
CGI,19971105,9.4,6.3,8.4
CGI,19971106,13.6,7.3,10.4
CGI,19971107,13.5,7.6,11.1
CGI,19971108,12.1,4.3,9.8
CGI,19971109,12.0,4.3,9.1
CGI,19971110,13.7,6.3,10.2
CGI,19971111,8.6,1.7,7.1
CGI,19971112,6.4,2.6,4.2
CGI,19971113,8.8,1.3,6.4
CGI,19971114,7.6,0.2,5.3
CGI,19971115,6.8,-0.7,4.0
CGI,19971116,8.1,2.7,6.5
CGI,19971117,9.0,6.0,7.9
CGI,19971118,8.9,1.8,7.1
CGI,19971119,4.9,1.1,4.1
CGI,19971120,10.0,4.7,7.6
CGI,19971121,10.3,3.3,7.6
CGI,19971122,7.0,1.9,5.1
CGI,19971123,5.9,3.8,5.0
CGI,19971124,4.9,0.8,3.5
CGI,19971125,6.5,0.7,4.8
CGI,19971126,4.9,0.1,3.8
CGI,19971127,5.0,2.2,4.0
CGI,19971128,9.5,3.4,4.9
CGI,19971129,12.6,5.8,9.6
CGI,19971130,7.7,4.1,6.4
CGI,19971201,8.7,1.1,6.6
CGI,19971202,4.2,0.0,1.9
CGI,19971203,1.3,-0.5,0.4
CGI,19971204,2.0,-1.1,0.7
CGI,19971205,1.6,-1.1,1.0
CGI,19971206,0.5,-3.1,-0.1
CGI,19971207,2.6,-3.7,0.3
CGI,19971208,3.9,-2.6,1.6
CGI,19971209,8.2,1.2,5.5
CGI,19971210,7.5,-0.7,4.3
CGI,19971211,11.4,7.2,9.5
CGI,19971212,11.7,4.5,6.8
CGI,19971213,7.0,2.7,5.2
CGI,19971214,4.7,-1.2,2.7
CGI,19971215,2.6,-1.2,1.2
CGI,19971216,1.3,-1.5,-0.3
CGI,19971217,3.0,-0.8,1.5
CGI,19971218,4.6,1.2,3.8
CGI,19971219,6.5,1.1,4.5
CGI,19971220,6.8,3.7,4.8
CGI,19971221,7.4,1.8,5.4
CGI,19971222,8.4,2.7,5.9
CGI,19971223,6.9,0.9,4.6
CGI,19971224,8.2,4.6,6.8
CGI,19971225,13.0,6.6,10.7
CGI,19971226,11.0,5.3,6.8
CGI,19971227,5.7,2.5,4.3
CGI,19971228,5.6,-1.2,4.2
CGI,19971229,3.6,-2.9,1.0
CGI,19971230,3.1,-3.4,1.3
CGI,19971231,6.8,1.3,4.2
CGI,19980101,6.6,1.9,4.8
CGI,19980102,9.9,4.9,8.3
CGI,19980103,10.3,3.7,6.1
CGI,19980104,11.0,1.2,6.3
CGI,19980105,10.0,4.0,7.6
CGI,19980106,8.8,4.7,6.0
CGI,19980107,10.9,3.7,8.1
CGI,19980108,11.7,2.4,8.1
CGI,19980109,8.6,0.5,5.5
CGI,19980110,7.4,-1.7,3.6
CGI,19980111,7.4,-1.4,3.4
CGI,19980112,5.5,-1.1,2.6
CGI,19980113,4.0,0.2,2.6
CGI,19980114,6.5,0.9,5.5
CGI,19980115,5.5,-1.6,2.5
CGI,19980116,6.3,3.9,5.5
CGI,19980117,7.2,-1.0,5.3
CGI,19980118,7.7,-1.7,2.4
CGI,19980119,7.2,3.5,5.1
CGI,19980120,3.7,-0.6,0.4
CGI,19980121,4.4,0.0,3.1
CGI,19980122,0.3,-1.4,-0.8
CGI,19980123,1.3,-1.2,0.1
CGI,19980124,0.2,-1.5,-0.7
CGI,19980125,0.5,-1.4,-0.3
CGI,19980126,1.2,-1.4,0.4
CGI,19980127,0.1,-1.8,-0.7
CGI,19980128,0.5,-2.5,-0.2
CGI,19980129,-0.4,-2.5,-1.6
CGI,19980130,2.1,-2.1,0.0
CGI,19980131,3.4,-2.6,1.1
CGI,19980201,2.6,-3.0,1.0
CGI,19980202,4.5,-4.4,1.3
CGI,19980203,5.4,-3.2,2.1
CGI,19980204,1.0,-4.9,-0.9
CGI,19980205,2.4,-4.4,0.2
CGI,19980206,3.3,-5.3,0.2
CGI,19980207,7.1,-5.1,1.9
CGI,19980208,8.1,-1.6,4.9
CGI,19980209,7.0,-3.0,3.3
CGI,19980210,9.0,-2.4,4.6
CGI,19980211,10.0,-2.0,5.4
CGI,19980212,11.4,-1.1,6.9
CGI,19980213,11.4,-1.4,7.0
CGI,19980214,11.8,0.2,7.4
CGI,19980215,11.9,0.1,7.2
CGI,19980216,15.5,-0.4,9.3
CGI,19980217,12.7,2.0,9.5
CGI,19980218,8.2,-0.2,5.0
CGI,19980219,11.5,-2.7,5.4
CGI,19980220,11.5,0.1,7.3
CGI,19980221,17.7,0.8,11.2
CGI,19980222,11.0,3.6,6.3
CGI,19980223,9.8,2.7,6.7
CGI,19980224,10.6,6.1,8.8
CGI,19980225,13.6,6.2,9.9
CGI,19980226,12.6,2.9,9.7
CGI,19980227,13.4,1.5,9.6
CGI,19980228,10.8,2.6,8.5
CGI,19980301,9.3,1.2,7.5
CGI,19980302,9.9,1.0,7.0
CGI,19980303,13.6,-0.2,9.4
CGI,19980304,16.0,8.7,13.5
CGI,19980305,11.8,1.3,9.2
CGI,19980306,14.3,-0.5,10.5
CGI,19980307,15.0,8.4,11.9
CGI,19980308,9.5,4.0,6.7
CGI,19980309,5.8,0.4,3.8
CGI,19980310,7.1,-0.3,4.5
CGI,19980311,3.6,-0.7,2.1
CGI,19980312,5.7,2.1,4.2
CGI,19980313,7.8,1.2,5.5
CGI,19980314,9.4,-1.6,5.8
CGI,19980315,12.7,1.5,9.2
CGI,19980316,13.7,3.0,10.4
CGI,19980317,13.5,2.8,9.9
CGI,19980318,13.6,4.1,10.7
CGI,19980319,13.3,1.8,9.8
CGI,19980320,11.6,2.8,8.8
CGI,19980321,11.3,3.3,9.4
CGI,19980322,10.5,1.2,7.5
CGI,19980323,8.8,-2.2,5.6
CGI,19980324,5.3,-0.2,3.3
CGI,19980325,8.6,-1.8,5.5
CGI,19980326,10.9,-4.2,6.1
CGI,19980327,13.7,4.2,10.4
CGI,19980328,16.7,2.1,12.1
CGI,19980329,18.7,4.2,14.3
CGI,19980330,19.2,6.0,15.3
CGI,19980331,19.0,6.2,15.3
CGI,19980401,16.2,8.1,13.8
CGI,19980402,15.5,5.5,11.6
CGI,19980403,19.6,10.6,16.8
CGI,19980404,18.0,2.8,5.6
CGI,19980405,13.6,2.3,9.0
CGI,19980406,14.8,6.1,11.7
CGI,19980407,11.2,5.2,7.9
CGI,19980408,13.9,5.1,11.1
CGI,19980409,14.9,6.1,11.2
CGI,19980410,7.8,3.9,5.2
CGI,19980411,8.6,0.8,6.4
CGI,19980412,8.6,1.2,5.9
CGI,19980413,5.5,-0.3,2.3
CGI,19980414,8.9,-1.9,5.4
CGI,19980415,9.1,1.8,7.0
CGI,19980416,10.6,2.6,7.6
CGI,19980417,10.9,4.0,8.0
CGI,19980418,6.4,1.0,4.7
CGI,19980419,10.3,1.1,7.1
CGI,19980420,14.2,0.3,9.9
CGI,19980421,18.8,8.4,14.6
CGI,19980422,19.5,5.3,15.5
CGI,19980423,21.5,8.1,16.4
CGI,19980424,16.6,8.0,14.8
CGI,19980425,18.6,5.2,14.8
CGI,19980426,19.1,10.3,16.2
CGI,19980427,13.7,4.8,7.5
CGI,19980428,11.5,4.4,8.5
CGI,19980429,13.3,1.9,10.7
CGI,19980430,16.4,6.5,13.7
CGI,19980501,14.8,8.7,11.9
CGI,19980502,16.3,7.7,12.7
CGI,19980503,18.2,6.5,15.2
CGI,19980504,15.9,9.3,13.9
CGI,19980505,16.7,6.0,13.1
CGI,19980506,17.3,7.0,14.0
CGI,19980507,21.3,4.2,16.0
CGI,19980508,22.8,9.2,19.2
CGI,19980509,23.3,9.3,19.5
CGI,19980510,25.2,8.9,20.9
CGI,19980511,26.3,10.8,22.2
CGI,19980512,27.1,12.6,23.3
CGI,19980513,26.3,13.7,23.3
CGI,19980514,25.5,13.7,22.3
CGI,19980515,24.7,12.3,21.5
CGI,19980516,21.4,12.5,19.1
CGI,19980517,20.5,12.6,18.5
CGI,19980518,20.5,11.6,17.9
CGI,19980519,21.8,10.3,18.6
CGI,19980520,23.1,8.9,19.4
CGI,19980521,22.3,9.5,19.4
CGI,19980522,20.8,10.0,18.5
CGI,19980523,19.3,6.9,15.8
CGI,19980524,19.1,6.6,16.3
CGI,19980525,21.0,6.9,17.6
CGI,19980526,20.7,8.1,17.2
CGI,19980527,21.7,10.7,18.0
CGI,19980528,17.1,10.7,15.1
CGI,19980529,19.1,10.9,15.9
CGI,19980530,22.6,9.5,18.6
CGI,19980531,19.2,9.0,16.1
CGI,19980601,20.1,6.7,16.6
CGI,19980602,26.6,11.7,22.7
CGI,19980603,20.7,13.2,17.4
CGI,19980604,25.2,13.1,21.3
CGI,19980605,27.0,14.8,23.9
CGI,19980606,25.0,15.7,22.4
CGI,19980607,20.6,11.7,18.0
CGI,19980608,20.9,9.6,18.4
CGI,19980609,22.4,10.2,19.0
CGI,19980610,18.9,12.2,15.8
CGI,19980611,15.0,7.9,12.2
CGI,19980612,12.6,6.7,11.2
CGI,19980613,16.9,5.5,14.1
CGI,19980614,16.7,10.8,14.2
CGI,19980615,18.3,10.0,14.8
CGI,19980616,17.8,9.3,15.2
CGI,19980617,19.4,5.8,16.5
CGI,19980618,21.5,7.8,18.0
CGI,19980619,26.3,9.7,21.6
CGI,19980620,28.3,12.0,24.0
CGI,19980621,31.5,15.3,27.0
CGI,19980622,27.3,19.3,24.7
CGI,19980623,25.3,14.5,23.0
CGI,19980624,26.2,12.7,23.2
CGI,19980625,27.3,14.4,24.0
CGI,19980626,23.9,15.9,20.9
CGI,19980627,27.9,15.8,24.6
CGI,19980628,25.4,15.7,23.0
CGI,19980629,26.6,13.2,22.8
CGI,19980630,27.5,13.7,22.6
CGI,19980701,27.2,13.8,23.4
CGI,19980702,23.5,16.8,20.5
CGI,19980703,20.5,12.6,17.6
CGI,19980704,24.3,11.0,20.6
CGI,19980705,25.4,10.9,21.6
CGI,19980706,28.2,12.8,24.0
CGI,19980707,22.5,13.7,19.3
CGI,19980708,19.9,10.9,16.8
CGI,19980709,21.4,9.5,18.4
CGI,19980710,25.5,15.7,21.7
CGI,19980711,24.4,15.1,21.3
CGI,19980712,29.6,15.8,25.3
CGI,19980713,29.9,14.2,24.3
CGI,19980714,22.2,10.4,19.4
CGI,19980715,22.7,10.1,19.6
CGI,19980716,24.3,10.8,19.6
CGI,19980717,27.4,14.6,24.1
CGI,19980718,29.5,17.5,26.0
CGI,19980719,33.4,16.1,28.3
CGI,19980720,34.5,17.6,29.6
CGI,19980721,31.4,17.9,27.6
CGI,19980722,28.2,19.2,25.4
CGI,19980723,32.4,16.4,27.5
CGI,19980724,28.4,19.3,26.1
CGI,19980725,29.2,16.2,25.9
CGI,19980726,31.6,15.5,26.1
CGI,19980727,21.5,17.0,19.0
CGI,19980728,22.1,15.0,19.8
CGI,19980729,26.4,16.2,22.8
CGI,19980730,30.0,15.6,25.5
CGI,19980731,25.2,17.4,21.9
CGI,19980801,19.1,15.4,17.6
CGI,19980802,17.0,12.9,15.4
CGI,19980803,22.7,13.3,19.1
CGI,19980804,23.8,13.8,21.5
CGI,19980805,26.2,17.6,23.8
CGI,19980806,27.3,16.7,23.5
CGI,19980807,29.8,13.4,25.2
CGI,19980808,30.3,14.4,26.0
CGI,19980809,33.3,16.3,28.7
CGI,19980810,33.6,18.5,29.4
CGI,19980811,34.9,18.4,30.2
CGI,19980812,34.6,18.3,29.5
CGI,19980813,28.1,16.5,23.6
CGI,19980814,27.8,14.3,24.0
CGI,19980815,30.1,13.9,25.6
CGI,19980816,29.9,16.0,25.5
CGI,19980817,31.2,16.3,26.1
CGI,19980818,24.1,15.9,20.7
CGI,19980819,26.8,14.6,23.4
CGI,19980820,27.6,14.9,23.9
CGI,19980821,20.8,14.9,19.5
CGI,19980822,19.8,15.2,18.5
CGI,19980823,24.5,13.3,21.9
CGI,19980824,18.5,11.1,16.9
CGI,19980825,21.8,10.7,19.0
CGI,19980826,25.8,9.9,21.1
CGI,19980827,21.3,11.3,18.6
CGI,19980828,19.2,10.9,16.5
CGI,19980829,19.2,7.3,16.5
CGI,19980830,21.0,7.1,16.6
CGI,19980831,25.9,8.6,19.8
CGI,19980901,25.2,14.1,21.1
CGI,19980902,26.8,15.2,22.3
CGI,19980903,24.5,12.8,20.8
CGI,19980904,18.4,12.5,17.1
CGI,19980905,19.7,13.1,16.9
CGI,19980906,22.0,11.6,18.6
CGI,19980907,20.4,12.6,17.5
CGI,19980908,23.1,14.8,20.2
CGI,19980909,27.3,12.0,21.7
CGI,19980910,25.3,13.9,22.2
CGI,19980911,17.0,12.0,15.1
CGI,19980912,13.9,9.0,12.0
CGI,19980913,11.2,7.0,9.4
CGI,19980914,13.1,7.0,10.5
CGI,19980915,14.0,8.5,11.9
CGI,19980916,19.0,9.9,15.8
CGI,19980917,16.5,9.5,14.0
CGI,19980918,18.3,5.5,15.0
CGI,19980919,17.7,7.3,15.1
CGI,19980920,16.4,9.7,14.4
CGI,19980921,16.0,7.6,13.9
CGI,19980922,15.1,8.7,13.6
CGI,19980923,16.2,10.3,14.1
CGI,19980924,16.8,8.2,14.2
CGI,19980925,19.1,10.1,15.9
CGI,19980926,17.0,12.2,15.4
CGI,19980927,18.1,10.5,14.5
CGI,19980928,14.4,11.6,13.3
CGI,19980929,17.3,12.4,15.5
CGI,19980930,14.1,8.1,13.3
CGI,19981001,16.6,9.1,13.5
CGI,19981002,13.8,10.4,12.0
CGI,19981003,15.0,8.8,12.2
CGI,19981004,11.2,8.5,10.3
CGI,19981005,14.6,6.3,12.3
CGI,19981006,13.6,8.7,11.8
CGI,19981007,11.8,9.1,11.2
CGI,19981008,12.7,8.2,11.2
CGI,19981009,15.0,6.9,12.4
CGI,19981010,15.5,9.8,13.1
CGI,19981011,14.7,9.7,13.0
CGI,19981012,15.3,7.0,12.3
CGI,19981013,13.8,2.8,10.6
CGI,19981014,16.8,8.3,12.9
CGI,19981015,17.9,9.8,15.0
CGI,19981016,18.0,7.8,14.4
CGI,19981017,20.0,9.3,17.2
CGI,19981018,13.3,8.9,11.9
CGI,19981019,14.5,4.0,11.0
CGI,19981020,12.8,2.9,9.8
CGI,19981021,13.7,1.8,9.8
CGI,19981022,15.8,4.7,11.9
CGI,19981023,16.4,4.9,13.1
CGI,19981024,16.4,9.9,13.6
CGI,19981025,14.5,6.9,12.2
CGI,19981026,10.8,5.9,8.3
CGI,19981027,13.3,5.9,10.4
CGI,19981028,16.3,8.8,12.4
CGI,19981029,15.0,5.9,10.5
CGI,19981030,8.8,5.0,7.2
CGI,19981031,10.9,5.9,9.1
CGI,19981101,12.2,7.2,10.6
CGI,19981102,11.7,2.8,9.0
CGI,19981103,13.5,8.3,11.8
CGI,19981104,10.9,4.8,7.6
CGI,19981105,10.3,0.8,7.4
CGI,19981106,9.0,-1.0,5.6
CGI,19981107,9.4,0.0,6.3
CGI,19981108,10.4,-1.1,5.8
CGI,19981109,12.6,1.6,9.0
CGI,19981110,12.8,7.6,11.0
CGI,19981111,8.9,2.7,7.1
CGI,19981112,6.8,0.6,4.0
CGI,19981113,6.2,3.0,5.1
CGI,19981114,8.4,2.3,6.6
CGI,19981115,5.5,2.2,3.7
CGI,19981116,6.1,0.9,3.6
CGI,19981117,4.8,-0.5,2.6
CGI,19981118,0.6,-2.0,-0.3
CGI,19981119,3.2,-4.4,0.4
CGI,19981120,2.5,-2.9,0.5
CGI,19981121,0.1,-4.0,-1.6
CGI,19981122,-0.9,-5.9,-2.5
