144,13/6/2020,01:32:29,27.1,99.9,43.9,6.94454E-08,1.85196E-05,,0,0,0,219.748,401.633,552.179,508.143,1406.539,1145.242,1286.218,2436.432,2154.802,3600.935,4474.636,4394.862,4039.186,5107.131,5331.846,5933.22,5579.496,6086.033,6169.895,6762.599,7336.801,7196.284,6272.025,6491.237,6583.287,6855.271,6024.862,5818.394,5707.832,6730.513,6416.068,6170.268,5893.32,6919.303,6300.552,6009.838,6013.621,5463.105,5199.046,5631.396,5589.44,5124.529,4932.641,5130.364,4831.853,4317.429,4306.584,4362.638,3521.005,3623.645,3335.194,3542.482,2914.448,3025.161,3147.648,3165.667,2912.891,2834.162,2535.673,3277.663,2807.959,2690.094,2471.618,2395.403,2313.464,2516.997,2309.409,2102.587,2206.435,1947.817,1858.446,1503.22,1513.809,1440.798,1174.21,1137.52,1106.268,1025.744,952.351,754.41,615.698,598.564,559.359,564.685,457.344,368.834,449.168,253.693,205.413,218.266,190.085,112.694,114.576,133.176,152.434,34.263,34.881,35.523,18.096,36.889,0,0,19.444,19.709,0,0,0,300,8,50,1,3,0.325,0,11.5,9663.58,14.3,749.9,1,3.93,7.46,779.8,ON,53.489,75.9,58.909,33.376,1.969,4851.192,Long Term,MASIN,,,,,Normal Scan,
145,13/6/2020,01:37:59,27,99.9,43.9,6.94161E-08,1.85148E-05,,441.649,132.758,120.553,219.655,200.735,453.543,1021.846,703.031,1157.35,2280.228,2248.298,1921.234,3131.751,2976.341,3688.876,3352.689,4736.628,6209.683,5138.537,6092.001,7270.387,6893.341,7664.202,6848.834,7121.039,7013.742,6332.238,7210.4,6610.092,6877.035,7010.673,7170.545,6704.79,5925.402,6247.598,7012.467,6819.012,6081.588,6344.153,6269.493,5762.184,5849.453,5768.816,4969.022,5662.511,5019.937,4795.772,4970.21,4389.988,4097.011,3937.215,3785.724,3570.974,3504.482,3312.204,3110.759,2896.167,3127.107,3428.851,3008.737,3476.6,2922.896,2785.947,2703.364,2691.788,2292.368,2585.33,2396.667,2471.814,2070.703,2126.399,1962.611,1885.596,1736.444,1641.646,1802.042,1190.004,1258.314,1430.378,1186.163,1035.972,710.638,960.104,653.202,789.886,449.685,302.596,392.599,339.304,194.625,303.968,185.203,155.896,126.714,177.081,163.671,66.584,50.807,51.391,52.319,0,36.191,0,0,0,0,0,20.127,0,0,300,8,50,1,3,0.325,0,11.5,9661.8,14.3,749.9,1,3.93,7.46,779.8,ON,52.926,74.865,58.556,32.197,1.949,4944.643,Long Term,MASIN,,,,,Normal Scan,
146,13/6/2020,01:43:29,27,99.9,43.8,6.94161E-08,1.85148E-05,,0,0,361.658,658.964,501.838,2115.87,4317.712,6151.265,7613.735,10613.846,10102.283,8908.015,11609.646,9770.786,8715.351,7516.984,7926.583,7542.556,7349.314,7319.549,6703.9,6815.607,7603.243,7900.425,8018.639,7395.906,7989.734,8485.998,7685.377,8090.871,7803.569,7620.307,7324.12,7770.929,7911.168,8102.333,8223.14,7906.422,7442.802,7352.587,7482.502,7545.674,7618.141,7274.58,7160.607,6849.825,6541.767,6504.293,5815.508,5489.598,5618.114,5411.756,5332.588,4750.391,4662.483,4796.079,4409.498,4526.087,4064.712,3586.376,4173.913,4346.049,3556.833,3872.135,3266.739,3254.338,3085.084,2764.526,2857.571,2937.432,2404.433,2418.874,2491.398,2194.696,1860.077,1810.828,1445.107,1517.572,1417.112,963.982,859.296,811.499,759.157,774.809,550.155,639.434,634.034,625.249,433.114,294.05,243.174,138.903,140.306,237.592,112.688,98.204,66.584,16.936,17.13,52.318,5.258,48.929,0,0,0,0,0,0,0,0,300,8,50,1,3,0.325,0,11.5,9661.8,14.3,749.9,1,3.93,7.46,779.8,ON,48.292,67.827,51.766,22.468,2.026,7013.768,Long Term,MASIN,,,,,Normal Scan,
147,13/6/2020,01:48:59,27,99.9,43.7,6.94161E-08,1.85148E-05,,0,265.516,361.658,1098.274,2509.201,4961.313,6585.8,8644.081,9006.902,11896.144,10039.921,9781.546,9568.478,10547.088,7683.134,8723.641,6719.562,8245.904,7191.986,7503.009,7614.428,7257.453,7278.82,7985.435,7876.592,7788.418,7225.1,7873.242,7921.049,7908.375,6961.612,7624.468,8494.665,8246.068,7837.673,8250.746,7418.834,7775.949,7873.12,7372.168,7365.122,7578.875,7707.171,7259.059,7351.694,7178.517,6079.532,6368.792,5960.69,5882.226,5555.472,5398.205,4836.615,5025.119,4619.804,4547.503,4039.69,3889.579,4042.945,4225.612,3639.616,3601.233,3246.749,3472.51,3520.902,2946.493,3058.847,2676.651,2442.637,2647.661,2218.208,2301.301,2004.456,1972.091,1763.496,1872.639,1355.244,1177.636,1313.223,1095.07,982.977,911.487,740.648,611.523,579.632,634.409,498.712,456.436,442.574,373.685,228.585,226.886,269.685,147.111,140.253,212.779,83.23,101.618,137.043,17.439,0,18.095,0,18.68,19.053,19.443,0,0,0,20.865,300,8,50,1,3,0.325,0,11.5,9661.8,14.3,749.9,1,3.93,7.46,779.8,ON,46.472,65.828,49.787,20.169,2.042,7141.392,Long Term,MASIN,,,,,Normal Scan,
148,13/6/2020,01:54:29,27,99.9,43.6,6.94161E-08,1.85148E-05,,294.433,531.031,361.658,329.482,2208.118,3035.901,5164.306,6092.929,6799.591,8182.27,7869.525,7394.231,7082.016,6976.073,7451.978,7669.231,6778.163,7273.843,6494.951,6997.316,7702.933,7306.455,7244.207,7183.501,7253.328,7340.195,7930.558,7260.298,7581.036,7240.639,7111.564,7715.47,7468.925,7501.501,7072.087,7452.142,7487.318,7079.634,6660.962,6883.285,7064.895,6911.8,6441.149,6819.597,6027.068,5620.212,5469.301,5804.577,5018.71,5342.593,4932.114,4831.494,4291.543,4345.097,3879.813,4280.453,4045.987,3900.18,3678.652,3652.934,3565.599,3357.139,3327.778,2965.822,2847.564,3244.594,2444.68,2576.293,2706.666,2118.574,2417.036,2279.091,2068.104,1595.438,1458.399,1611.372,1418.119,1161.706,1183.624,908.497,922.358,598.576,651.163,743.858,481.522,534.941,417.877,378.059,309.796,313.801,182.99,308.674,171.486,269.272,160.987,114.569,133.171,101.614,51.391,0,17.761,72.381,0,0,19.053,19.443,39.416,0,0,0,300,8,50,1,3,0.325,0,11.5,9661.8,14.3,749.9,1,3.93,7.46,779.8,ON,47.378,67.234,51.228,20.169,2.023,6345.18,Long Term,MASIN,,,,,Normal Scan,
149,13/6/2020,01:59:59,27,99.9,43.5,6.94161E-08,1.85148E-05,,0,534.104,242.464,110.431,1424.53,2393.593,3744.176,4396.365,4361.553,4875.951,4629.72,5665.983,5753.397,5127.297,6249.106,6228.2,6737.109,5729.07,6382.283,7115.722,6794.208,6964.317,7420.62,6969.258,8128.05,8134.443,7020.312,7528.609,7917.19,6991.026,6557.781,7132.313,6558.289,7108.161,7291.897,7019.981,7001.789,6904.017,6672.376,7322.957,6745.962,6604.97,6439.119,6663.726,5912.145,6283.703,5527.284,5697.164,4947.702,4826.005,4811.192,4684.195,4331.558,3899.858,4159.034,3990.494,3561.722,3862.313,3611.575,2938.464,3387.55,3325.849,3190.081,2951.732,2730.231,2460.268,2793.702,2577.638,2461.113,2514.706,2108.759,2180.866,1983.336,2005.768,1615.182,1462.467,1271.692,1392.258,1426.578,931.523,822.003,856.588,871.352,641.323,632.768,555.918,477.017,539.709,325.572,270.334,274.433,216.753,248.536,208.277,145.34,180.603,116.892,50.967,68.736,69.977,35.633,36.304,37.003,37.476,19.113,19.504,0,0,0,20.93,300,8,50,1,3,0.324,0,11.5,9661.8,14.3,749.9,1,3.93,7.47,781.1,ON,50.091,70.596,54.128,35.866,2.006,5893.55,Long Term,MASIN,,,,,Normal Scan,
150,13/6/2020,02:05:29,27,99.9,43.4,6.94161E-08,1.85148E-05,,147.216,398.274,120.553,329.482,1204.412,1563.904,2539.798,2968.344,2821.07,3621.566,3934.63,4222.44,4521.401,4754.642,5877.598,5538.929,5971.725,7138.514,6508.333,6652.54,7480.855,6946.746,7408.256,6937.989,6573.077,7591.337,6814.619,6798.059,8021.728,7207.212,7065.213,7021.808,7164.989,7427.876,6862.588,7151.193,6207.79,6577.759,6784.692,7156.426,6923.314,6195.185,6682.618,6345.788,6120.72,5966.096,5867.908,6240.221,5720.08,5083.379,4194.084,4592.417,4316.316,4184.525,3862.733,3736.817,3814.211,3841.476,3354.942,3363.646,3321.779,3547.225,2997.391,2917.426,2786.585,2853.296,2809.332,2851.221,2330.297,2358.75,2478.426,2473.86,1961.983,2172.227,1855.048,1759.576,1554.003,1358.125,1339.709,1148.373,1117.95,884.275,822.952,714.005,625.486,539.969,417.871,636.077,387.348,223.969,350.177,324.101,247.546,176.149,112.689,163.67,83.23,118.55,102.782,0,17.761,36.189,0,27.701,9.852,19.441,39.416,0,0,20.865,300,8,50,1,3,0.325,0,11.5,9662.04,14.3,749.9,1,3.93,7.46,779.8,ON,51.94,73.239,56.394,39.954,1.998,5742.761,Long Term,MASIN,,,,,Normal Scan,
151,13/6/2020,02:10:59,27,99.9,43.3,6.94161E-08,1.85148E-05,,444.274,133.526,0,220.863,706.346,924.771,2382.686,3177.618,3018.448,4919.586,5181.111,5150.532,5500.249,6697.561,7436.817,6344.285,7518.756,7653.005,7770.446,7301.814,7546.496,8380.887,8344.486,7193.908,7599.526,7842.82,7890.571,7246.98,7489.037,7246.981,7573.721,7041.719,7357.436,6729.392,6775.741,7033.444,6541.994,7162.948,6931.115,6877.731,6519.224,6787.635,6696.855,6262.838,6368.147,6240.619,5448.037,5202.896,5174.351,4911.774,4517.233,4562.906,3853.393,4579.742,3960.118,3696.513,3745.285,3319.439,3508.861,3500.975,3099.204,3560.027,3531.469,3090.491,2934.757,2723.777,2982.346,2818.505,2358.621,2476.744,2707.433,2335.279,1867.261,1791.386,2079.688,1256.694,1311.072,1644.668,1194.131,1259.319,931.607,1064.506,942.499,681.705,599.068,562.297,542.843,422.023,356.183,375.463,301.097,359.982,187.668,206.559,226.088,164.186,66.793,50.968,51.552,0,53.449,0,0,0,19.113,0,0,40.38,20.477,0,300,8,50,1,3,0.324,0,11.5,9661.8,14.3,749.9,1,3.93,7.47,781.1,ON,49.687,71.029,54.498,31.059,2,5990.56,Long Term,MASIN,,,,,Normal Scan,
152,13/6/2020,02:16:29,27,99.9,43.2,6.94161E-08,1.85148E-05,,0,133.526,242.464,773.02,1121.79,2948.492,4169.679,6280.67,7922.62,8694.614,10613.624,10755.308,12058.219,12357.434,13648.603,12673.135,12096.836,12032.687,13005.728,11336.125,11644.906,11540.052,10376.949,9883.594,9899.086,9175.191,9289.314,9076.042,8192.703,8073.609,7648.957,7774.049,7904.637,7235.51,8476.53,8409.457,7718.634,7101.666,8021.003,7474.341,7891.811,6951.179,7075.121,6768.07,6537.484,6631.329,6147.831,6086.69,5717.571,5383.944,4897.119,5027.538,4717.564,4781.2,4622.477,4492.81,4018.421,4174.832,4103.866,3880.018,3690.141,3363.066,3636.543,3558.104,3043.848,3344.909,3031.932,3007.472,2996.649,2657.901,2553.178,2444.598,2186.681,2228.319,2002.774,1757.22,1749.87,1335.926,1273.771,1138.969,1094.103,1023.588,990.673,864.394,745.237,548.034,685.707,512.254,547.562,375.476,426.9,278.679,312.772,143.002,193.794,197.022,183.681,67.956,68.736,34.988,35.633,18.152,18.502,37.476,19.113,0,19.77,0,0,0,300,8,50,1,3,0.324,0,11.5,9662.04,14.3,749.9,1,3.93,7.47,781.1,ON,42.001,64.251,48.371,24.144,2.024,7783.324,Long Term,MASIN,,,,,Normal Scan,
153,13/6/2020,02:21:59,27,99.9,43,6.94161E-08,1.85148E-05,,294.433,265.516,0,439.31,702.573,2115.898,1862.506,4061.911,3833.793,3755.671,6308.08,7568.962,7190.981,6518.939,8314.454,6990.123,8513.104,9261.45,8400.792,9214.366,8237.554,7110.137,8708.236,8728.146,7139.94,7788.165,7720.224,8323.239,7698.452,7843.364,7334.057,7508.977,6933.205,7150.761,7098.011,7194.856,7070.795,6914.05,7021.63,6931.791,6506.82,6816.145,6737.306,7066.23,6156.751,6623.924,6610.473,5433.836,5260.036,5345.967,4999.914,5166.485,4607.556,4723.391,4317.477,4175.165,3828.264,4193.723,3732.181,3724.761,3886.367,3653.357,3472.643,3130.381,3259.475,3261.822,2745.522,3026.994,2825.669,2400.721,2368.201,2054.589,2203.928,2185.106,2001.456,2000.286,1413.945,1684.974,1397.157,1392.88,998.708,925.093,726.929,931.187,733.818,526.815,555.805,523.476,374.103,353.943,212.775,257.756,222.918,158.396,144.885,180.041,83.23,50.807,68.521,52.318,71.043,36.191,18.444,0,0,19.443,0,20.127,0,0,300,8,50,1,3,0.325,0,11.5,9662.04,14.3,749.9,1,3.93,7.46,779.8,ON,49.086,70.489,53.895,26.896,2.012,6417.298,Long Term,MASIN,,,,,Normal Scan,
154,13/6/2020,02:27:29,26.9,99.9,42.9,6.93867E-08,1.85101E-05,,0,266.926,242.356,110.384,605.193,653.997,1184.554,1883.494,1961.974,3368.399,3512.872,3841.688,5198.373,5343.278,4650.972,6103.501,5943.082,7768.597,8997.998,7765.958,7964.569,7792.095,7336.391,8368.535,7400.816,8156.107,7776.239,7137.31,7723.647,7564.07,8205.997,7242.924,7483.922,7204.048,7282.779,7498.167,7705.902,7199.968,7052.133,6818.522,7117.939,6382.66,6569.029,6405.851,6069.843,5865.841,5571.245,5695.387,5637.68,4772.603,5092.412,4528.197,4264.413,4231.613,4039.76,3808.23,3848.664,3634.541,3420.236,3165.329,3200.151,3379.842,3661.505,3589.932,3235.241,3013.229,3061.129,2748.169,2926.114,2679.987,2366.231,2125.894,2359.179,1918.11,1897.412,1801.751,2080.823,1329.98,1369.689,1190.52,1052.055,1061.212,966.427,711.037,715.49,600.27,674.831,617.166,355.15,330.723,301.391,235.445,233.429,239.483,226.074,131.341,33.395,135.904,34.366,34.986,53.447,18.151,37.002,18.737,0,0,0,0,0,0,300,8,50,1,3,0.324,0,11.5,9660.02,14.3,749.9,1,3.93,7.47,781,ON,51.859,73.748,57.021,27.881,1.981,5924.869,Long Term,MASIN,,,,,Normal Scan,
155,13/6/2020,02:32:59,27,99.9,42.8,6.94161E-08,1.85148E-05,,444.274,133.526,242.464,110.431,807.252,924.79,2467.797,3061.751,3198.45,4380.366,4078.757,4598.779,6979.88,5562.823,7148.515,7752.316,7799.456,7894.966,8257.811,8243.29,8515.252,8050.894,9284.167,8546.12,8315.381,8432.435,8775.881,7775.897,7637.956,7334.42,6819.424,7416.882,7302.784,7195.656,8088.551,7301.147,7239.462,7531.852,7089.562,6750.001,7047.115,6623.395,6575.978,5923.288,6072.281,5882.677,5892.96,5088.155,4941.713,5125.01,4479.53,4123.935,4597.086,4415.535,3552.638,4281.139,3278.078,3660.96,3324.084,3687.502,3363.912,3106.504,3475.537,3088.577,2793.858,3014.461,2807,2750.315,2661.14,2441.727,2554.509,2159.217,2007.006,2076.322,2002.292,1909.517,1724.124,1682.517,1576.092,1369.796,1118.566,887.819,1008.941,959.111,865.934,821.448,433.661,537.7,431.181,450.558,289.681,356.091,217.251,224.165,209.946,197.029,116.888,118.922,17.184,52.482,35.633,0,0,18.738,0,0,19.77,0,0,0,300,8,50,1,3,0.324,0,11.5,9662.04,14.3,749.9,1,3.93,7.47,781.1,ON,49.26,71.575,54.587,32.197,2.009,6187.775,Long Term,MASIN,,,,,Normal Scan,
156,13/6/2020,02:38:29,26.9,99.9,42.8,6.93867E-08,1.85101E-05,,444.053,0,363.533,110.384,605.193,1756.404,1871.377,2354.388,4723.403,4581.042,5332.203,5344.405,6923.784,7509.428,7741.089,8621.101,8580.578,8660.871,9539.19,9476.293,8091.275,9009.857,10083.56,8995.998,8203.385,8340.425,7999.378,7305.637,6514.092,7337.898,7986.816,7403.304,6275.768,7811.001,7878.38,7881.351,7471.899,7782.107,6663.633,7116.38,6472.359,6159.226,6584.517,5889.887,5942.518,5910.837,5899.718,5313.547,5223.14,4588.821,4368.43,3979.831,3979.724,3775.825,3799.762,3593.831,3780.244,3588.651,3692.945,3598.552,3237.252,3243.515,3264.959,2882.353,3173.835,3449.199,2969.269,2732.215,2493.728,2468.663,2078.427,2593.978,2262.408,2169.884,1785.091,1720.206,1850.576,1272.155,1547.232,1105.188,916.712,1064.464,1238.276,1031.691,899.868,712.726,823.899,437.562,399.544,570.684,304.912,259.366,300.979,238.324,226.073,213.429,250.466,67.952,51.55,69.973,53.447,18.151,37.001,37.474,19.112,19.503,0,0,0,0,300,8,50,1,3,0.324,0,11.5,9660.26,14.3,749.9,1,3.93,7.47,781,ON,48,70.731,53.461,32.197,2.024,6334.32,Long Term,MASIN,,,,,Normal Scan,
157,13/6/2020,02:43:59,27,99.9,42.7,6.94161E-08,1.85148E-05,,592.373,133.526,121.232,441.725,504.533,739.817,2537.782,3075.659,3343.771,4110.783,5432.073,6167.162,6000.729,6977.656,7041.097,8037.299,9099.388,9854.228,9100.144,9381.481,9049.923,8252.263,8782.931,8618.373,8659.137,8294.713,7151.963,7261.719,7633.696,7395.417,7326.585,7444.56,7755.245,6872.361,7669.848,7328.638,8045.933,6965.457,7395.812,7234.144,6092.601,6440.486,6038.117,6445.123,5928.589,5265.713,5226.537,5029.932,4915.15,4821.504,4736.131,4041.572,4198.514,4015.173,3302.77,3537.65,3292.408,3944.229,3534.087,3011.357,2970.431,3330.482,3234.693,2852.185,2668.546,2798.845,3146.403,2582.917,2445.014,2620.354,2390.18,2264.742,2171.037,1988.319,2055.989,1996.784,1902.91,1647.285,1418.488,1476.766,1232.033,1200.991,1114.503,920.178,773.357,769.762,818.568,705.623,538.321,384.846,346.84,309.116,301.599,317.79,80.071,148.452,183.681,135.915,189.027,17.494,71.267,18.152,18.502,0,19.113,0,0,0,0,0,300,8,50,1,3,0.324,0,11.5,9662.04,14.3,749.9,1,3.93,7.47,781.1,ON,47.934,71.257,53.71,26.896,2.03,6253.537,Long Term,MASIN,,,,,Normal Scan,
158,13/6/2020,02:49:29,26.9,99.9,42.7,6.93867E-08,1.85101E-05,,0,400.395,0,110.384,504.328,647.089,1446.064,2589.841,3415.312,3570.566,5081.212,4736.574,6003.65,5700.463,6893.519,7349.105,8078.233,7403.657,8265.271,8400.492,8816.554,8422.927,8577.84,7599.063,7764.427,8132.752,7945.716,6898.478,8195.409,6854.961,6780.565,7489.472,7550.502,7752.618,7256.721,6550.738,6995.901,7234.74,7000.62,7089.098,6480.437,7123.171,5808.924,6311.765,6191.452,5676.285,5705.057,5095.143,5078.47,4300.55,4638.224,3974.888,4425.746,3890.084,3798.872,3548.085,3577.829,3505.505,3287.621,3467.542,2913.511,3123.879,3156.131,2882.362,2757.353,2787.235,2841.26,2898.519,2645.017,2550.954,2113.581,2261.924,1896.212,1974.068,1904.059,1865.232,1796.014,1904.038,1303.664,1347.168,1191.342,1197.623,1139.487,1051.473,815.51,669.938,718.224,660.904,456.588,317.57,259.175,232.218,218.931,254.217,80.74,213.429,83.487,67.952,85.916,52.479,35.631,18.151,36.999,18.737,0,19.503,0,0,0,20.929,300,8,50,1,3,0.324,0,11.5,9660.26,14.3,749.9,1,3.93,7.47,781,ON,49.378,72.197,55.005,29.961,2.009,6003.598,Long Term,MASIN,,,,,Normal Scan,
159,13/6/2020,02:54:59,26.9,99.9,42.7,6.93867E-08,1.85101E-05,,0,0,0,772.69,504.328,184.883,1349.871,2286.218,2982.614,4039.015,3575.692,5829.788,5549.303,6257.493,7413.451,7899.608,8170.902,7838.576,8774.12,7853.276,8805.252,7854.465,8120.36,8445.779,9151.654,8452.047,8418.2,8604.724,8137.101,8634.307,8692.295,8929.602,8617.843,8434.896,9178.25,8960.84,8640.582,8470.555,8858.421,8752.462,8492.899,8121.062,8204.143,8455.835,8220.562,7117.205,6567.07,6583.231,5999.618,5616.988,5387.495,4887.51,5020.476,4337.877,4493.122,3791.458,4158.408,3934.938,3868.056,3429.257,3569.364,3786.907,3323.648,3167.709,3071.25,3079.524,2575.761,2961.515,2430.627,2426.342,2534.932,2135.261,2254.917,1979.453,1968.465,1839.276,1843.177,1632.746,1419.78,1390.439,1380.931,1126.077,1054.527,910.543,885.431,549.572,635.988,466.734,583.446,384.052,271.24,370.967,175.871,254.216,242.225,180.605,100.188,101.928,77.632,95.902,17.816,36.302,0,0,38.224,0,0,0,0,0,300,8,50,1,3,0.324,0,11.5,9660.26,14.3,749.9,1,3.93,7.47,781,ON,51.515,71.709,55.795,49.581,1.956,6710.315,Long Term,MASIN,,,,,Normal Scan,
160,13/6/2020,03:00:29,26.9,99.9,42.7,6.93867E-08,1.85101E-05,,444.053,0,121.178,220.768,201.731,739.535,1361.018,2354.372,2543.318,2857.628,3800.413,4660.333,6097.188,6241.102,6569.097,7246.44,6967.801,8975.297,8668.253,8568.554,8024.187,9463.017,9467.559,8890.818,9407.653,9105.427,9064.936,9219.146,9094.706,8750.923,10317.032,8700.203,9578.227,9457.682,9741.768,10450.511,9083.813,9660.963,8869.483,8566.543,8463.042,8099.11,7848.505,7899.873,8376.411,6567.855,7188.133,6538.001,5880.108,5659.67,6120.746,5011.148,4997.331,4555.272,4463.805,4438.659,4197.746,3710.094,4282.89,3313.727,3342.528,3487.362,2934.577,3337.338,3197.386,2787.724,2855.423,2875.934,2662.452,2577.641,2370.83,2048.027,2061.695,1935.601,1988.404,1856.068,1723.93,1643.792,1427.804,1185.425,984.406,1129.374,911.397,906.194,723.313,756.424,614.135,481.342,577.122,390.468,243.925,216.737,375.306,285.996,226.076,164.177,166.974,101.928,85.916,34.986,17.816,54.453,37.001,74.949,38.225,0,0,0,0,0,300,8,50,1,3,0.324,0,11.5,9660.26,14.3,749.9,1,3.93,7.47,781,ON,50.951,71.005,55.567,51.397,1.935,6860.365,Long Term,MASIN,,,,,Normal Scan,
161,13/6/2020,03:05:59,26.9,99.9,42.6,6.93867E-08,1.85101E-05,,592.07,133.463,121.178,331.158,403.462,1016.873,1520.03,2129.208,2546.68,3567.422,4014.798,4134.005,7006.277,7298.749,7377.822,7796.742,8068.199,8123.634,7798.923,8884.194,7366.912,7951.708,9120.838,8787.128,8342.305,9157.724,8876.978,8611.73,7946.091,7860.016,9075.51,8742.87,8256.129,9399.155,9011.725,9775.752,8878.116,9598.942,8941.986,8094.256,7948.211,7953.284,8029.212,7363.735,7008.27,6985.517,6525.355,6537.998,5644.881,5356.388,5204.473,4983.992,4650.637,4423.604,4426.552,4503.468,4263,3766.445,3937.685,3765.225,3714.475,2922.872,3394.094,3250.257,3686.728,3290.923,3392.84,3246.155,2966.55,2616.81,2556.24,2442.463,2224.464,2117.166,1778.823,1833.276,1798.337,1746.118,1605.514,1562.332,1382.758,1238.687,1056.94,926.01,843.622,826.729,607.082,685.349,429.327,405.478,198.19,402.515,422.248,333.661,193.78,98.505,116.882,169.882,85.916,52.479,35.629,72.61,37.001,0,0,39.005,79.074,40.378,0,0,300,8,50,1,3,0.324,0,11.5,9660.26,14.3,749.9,1,3.93,7.47,781,ON,51.446,72.875,56.162,51.397,1.98,6763.514,Long Term,MASIN,,,,,Normal Scan,
162,13/6/2020,03:11:29,26.9,99.9,42.6,6.93867E-08,1.85101E-05,,148.018,133.463,121.178,110.384,201.731,831.972,1275.973,2040.453,3124.694,3705.276,5183.999,4231.402,5674.947,4884.138,6280.427,6791.535,7078.633,7912.128,7035.635,6952.446,8090.734,8145.508,7563.285,8115.423,7697.87,8697.27,7693.943,9262.159,7857.16,7597.233,8599.839,9337.387,8574.473,9033.708,9296.397,8818.013,8490.165,8709.345,7975.059,8584.343,7282.268,7233.759,7115.936,7196.144,6729.385,6733.469,6764.682,6192.233,5677.734,6018.548,5109.827,4844.651,4350.455,4355.833,4107.828,3871.663,3772.743,3574.261,3942.163,3786.02,3693.073,3345.512,3493.093,3315.045,3170.546,3060.788,2580.139,3181.289,2700.399,2425.983,2360.181,2298.881,2496.009,2024.709,2330.078,1991.361,1652.172,1522.272,1529.057,1240.184,1231.919,1078.17,921.813,766.767,956.099,620.216,556.32,612.606,488.338,390.465,316.978,479.332,300.969,333.659,177.628,114.923,150.276,101.928,120.282,52.479,142.524,18.151,92.502,18.737,0,0,0,0,20.476,0,300,8,50,1,3,0.324,0,11.5,9660.26,14.3,749.9,1,3.93,7.47,781,ON,51.792,73.398,56.763,44.508,1.972,6421.745,Long Term,MASIN,,,,,Normal Scan,
163,13/6/2020,03:16:59,26.9,99.9,42.6,6.93867E-08,1.85101E-05,,296.02,0,484.711,441.537,302.597,369.765,1446.081,1255.64,2034.643,2896.812,3051.001,2944.939,3724.983,4098.071,5510.76,4780.206,5081.481,5747.58,6667.505,6637.799,7075.955,7098.762,7154.894,7938.552,7046.489,7417.548,6846.045,7958.136,7818.44,7656.411,8207.089,7626.275,6936.036,7739.678,8035.628,7818.703,7976.809,8323.948,7861.243,7880.884,7754.87,7405.914,7293.338,7013.253,6805.601,6238.151,5865.065,5486.962,5447.31,5223.005,4709.146,4630.408,4819.003,4268.038,4357.54,4258.749,3579.521,3379.381,3441.582,3770.443,3580.077,3361.635,3125.603,3104.573,2605.372,2992.722,3055.194,2983.57,2371.026,2963.881,2396.157,2441.108,2078.205,2303.878,1897.332,1674.445,1835.244,1416.854,1512.648,1363.674,1340.273,1214.578,1073.165,1045.642,759.256,705.738,710.808,573.401,562.331,510.611,411.622,294.141,312.765,317.766,290.668,147.758,116.882,67.952,189.015,52.479,89.078,72.604,55.501,37.473,0,19.503,19.769,0,20.476,0,300,8,50,1,3,0.324,0,11.5,9660.26,14.3,749.9,1,3.93,7.47,781,ON,54.705,76.994,59.505,55.232,1.979,5875.178,Long Term,MASIN,,,,,Normal Scan,
164,13/6/2020,03:22:29,26.9,99.9,42.5,6.93867E-08,1.85101E-05,,296.043,133.463,121.178,0,0,92.441,839.478,1030.499,1816.639,1616.843,1881.9,2730.653,3358.101,2822.539,2726.594,4067.94,4053.949,4402.965,5056.202,4519.303,5532.893,5656.754,6433.704,6588.69,6313.42,7364.375,5974.334,6698.303,6635.545,7503.802,7272.706,7557.94,7487.771,8242.073,8296.437,7278.238,7852.872,7863.345,6871.477,7408.966,6943.296,6300.489,6590.277,6329.751,6386.255,5892.014,5725.824,5808.557,5416.855,4821.206,4842.095,4486.909,4172.674,4115.195,3800.057,4137.79,3874.553,3636.809,3392.698,3641.548,3075.432,3310.972,3019.574,2798.714,3168.104,3000.036,2855.255,2790.973,2334.523,2250.919,2401.651,2444.397,2195.216,2252.406,1913.982,2005.726,1929.108,1627.428,1658.756,1243.356,1150.768,1514.855,963.099,1017.737,857.698,769.721,635.995,466.753,458.736,390.461,411.632,247.701,234.566,254.213,209.924,197.011,150.276,186.867,85.916,17.493,35.631,0,92.503,0,38.224,0,0,0,0,0,300,8,50,1,3,0.324,0,11.5,9660.26,14.3,749.9,1,3.93,7.47,781,ON,57.014,80.198,62.649,49.581,1.957,5334.055,Long Term,MASIN,,,,,Normal Scan,
