448,14/6/2020,05:24:29,27.3,100.5,37.8,6.90892E-08,1.85291E-05,,437.066,131.431,119.39,108.804,696.247,1732.662,2098.637,2312.934,4746.71,4450.48,4418.666,4341.97,4601.309,4832.997,4423.897,4498.446,5083.104,4603.277,5460.142,5110.738,5624.695,4679.07,5059.089,5157.651,4772.32,6815.018,6035.639,5852.154,6935.4,7700.476,7167.102,7258.092,8198.327,8626.638,8632.281,8239.071,8455.156,9246.202,8877.122,9568.534,9572.348,9474.081,9296.166,10288.381,9367.245,9603.652,9219.509,9913.896,10008.108,9418.839,9304.487,9077.271,8456.636,8158.471,8254.319,7981.072,6861.804,6941.555,5893.971,5176.304,5325.365,4859.641,4503.065,3937.917,3542.143,3151.256,3251.038,2916.963,2756.538,2320.327,2061.979,1799.05,1952.731,1657.724,1215.549,1185.237,1077.911,1033.082,1080.418,772.894,669.341,509.323,593.235,598.03,360.345,424.678,229.681,231.769,117.572,223.725,45.424,76.879,50.557,90.655,80.194,48.918,16.584,33.745,34.133,69.498,17.695,0,0,18.61,0,0,19.635,0,20.338,20.788,300,8,50,1,3,0.326,0,11.57,9676.72,14.3,749.9,1,3.93,7.46,779.1,ON,62.777,74.498,61.311,68.539,1.866,6787.176,Long Term,MASIN,,,,,Normal Scan,
449,14/6/2020,05:29:59,27.3,100.5,37.8,6.90892E-08,1.85291E-05,,291.378,262.868,119.39,870.447,1121.446,2254.768,2938.114,3231.334,4461.22,4791.476,5130,4760.493,5158.232,5539.465,4835.106,4967.468,4205.406,5674.926,4783.803,4182.648,4862.77,5377.133,5974.179,6432.984,6582.679,6112.34,6779.621,6580.962,7118.891,6896.244,7261.601,7220.557,7748.852,8607.951,8132.267,8623.502,8483.968,9465.492,9102.908,9447.338,9080.309,8845.473,8986.041,9663.9,9392.883,9497.801,9256.82,9537.206,9563.71,9517.388,9147.584,8783.014,8325.772,8070.673,8255.59,7441.179,7196.021,6482.438,6393.785,5550.799,5494.156,4940.455,4188.486,4480.156,3630.857,3401.661,3062.669,2865.318,2560.152,2428.573,2210.53,1889.94,1749.754,1708.614,1241.361,1314.155,1123.09,1000.682,869.585,743.504,604.998,718.282,519.209,429.209,488.722,297.278,348.344,242.41,146.966,178.991,136.271,138.383,62.125,63.12,32.076,65.224,49.752,33.745,0,0,35.39,18.028,36.751,0,18.983,38.742,19.636,0,0,0,300,8,50,1,3,0.326,0,11.57,9676.72,14.3,749.9,1,3.93,7.46,779.1,ON,61.442,73.613,60.12,68.539,1.89,6890.733,Long Term,MASIN,,,,,Normal Scan,
450,14/6/2020,05:35:29,27.3,100.5,37.8,6.90892E-08,1.85291E-05,,291.378,0,109.455,226.663,723.57,1707.621,1846.794,3253.982,3013.991,4924.759,4463.116,5564.783,4263.096,5652.619,4709.416,5359.014,5246.773,4789.728,5370.79,4714.985,5038.413,4908.357,5549.02,5812.651,5837.962,5711.093,6285.448,6202.048,6487.318,7028.947,7055.923,7461.019,7765.393,8219.1,7912.825,8360.885,8269.876,8670.455,9300.564,8895.073,9840.166,9795.484,9188.675,9713.646,10297.181,10016.751,9346.685,9265.189,9374.673,9348.501,9120.93,8972.099,8553.009,7974.778,7482.331,7271.009,7148.046,6905.981,6211.348,5467.464,4696.141,4425.147,4180.449,3293.081,3134.33,3268.261,2841.601,2599.077,2715.68,2360.597,2235.709,1879.606,1656.532,1736.306,1318.16,1121.24,1304.336,922.819,1037.618,884.612,653.022,761.169,557.962,443.05,446.842,311.443,344.523,318.688,249.847,74.575,151.42,107.63,77.656,31.56,64.153,16.306,33.168,33.745,0,34.749,0,0,18.375,0,18.983,0,0,20.053,0,0,300,8,50,1,3,0.326,0,11.57,9676.72,14.3,749.9,1,3.93,7.46,779.1,ON,62.315,73.917,60.702,71.05,1.871,6729.36,Long Term,MASIN,,,,,Normal Scan,
451,14/6/2020,05:40:59,27.3,100.5,37.8,6.90892E-08,1.85291E-05,,0,262.861,0,108.81,397.856,753.902,1992.277,1859.4,2009.268,2528.817,3843.089,3063.146,2896.73,3609.806,4121.261,4199.823,4322.389,3760.433,3939.357,5259.328,4597.257,6110.751,5239.479,5487.772,5780.648,6524.457,6814.087,6366.576,7032.375,6936.569,7152.285,6751.823,8221.417,8176.556,7572.149,8680.218,8402.297,9044.062,9141.041,9345.079,9115.175,9705.864,9567.321,9112.926,10050.566,9896.041,9670.964,10437.216,9259.594,8826.847,9118.797,9520.14,7866.841,8686.371,7953.689,7831.882,7279.1,6578.371,6713.545,6061.64,5404.386,4559.598,3979.899,4260.372,3552.531,3292.208,2879.047,2279.635,2337.492,2363.004,2105.626,2036.091,1925.01,1568.363,1682.412,1166.662,1044.717,1039.896,890.657,828.467,699.111,664.075,546.536,501.112,403.877,380.553,315.813,268.269,359.791,208.81,75.707,153.757,155.312,78.901,32.076,97.836,49.752,33.745,0,17.375,17.695,0,0,18.61,0,0,19.635,40.105,20.338,0,300,8,50,1,3,0.326,0,11.57,9676.72,14.3,749.9,1,3.93,7.46,779.1,ON,64.672,76.623,63.679,79.148,1.831,6561.144,Long Term,MASIN,,,,,Normal Scan,
452,14/6/2020,05:46:29,27.3,100.5,37.9,6.90892E-08,1.85291E-05,,437.066,262.861,0,0,795.711,1185.506,1259.172,1549.486,3013.93,2661.904,3409.257,3830.875,4425.668,3432.431,3805.295,4183.491,3887.41,3892.622,4469.765,4614.188,5110.978,4628.667,4802.73,5748.344,5105.565,6303.426,6580.635,6764.495,6535.197,7455.986,7400.447,7254.431,7965.837,8419.525,9128.567,9456.298,8728.852,8735.634,8891.622,9383.325,8928.777,9415.531,9313.976,9681.799,9612.477,10047.356,9109.704,9285.159,9909.868,9338.775,9242.423,8470.716,8303.302,8125.433,7709.537,7658.368,6911.421,6567.378,5382.898,5646.505,5131.028,4477.034,4156.03,3937.976,3482.968,3366.542,3419.996,2629.749,2632.824,2192.582,2093.014,1917.501,1534.363,1583.078,1446.105,1353.293,1246.2,1072.331,1154.186,738.377,721.403,673.701,557.064,590.467,335.123,355.832,303.31,155.49,293.932,223.725,154.382,89.238,124.25,94.681,64.156,146.754,49.752,16.873,17.067,0,17.695,18.028,0,0,18.983,19.371,0,20.053,0,0,300,8,50,1,3,0.326,0,11.57,9676.72,14.3,749.9,1,3.93,7.46,779.1,ON,63.862,76.12,63.092,73.653,1.839,6543.83,Long Term,MASIN,,,,,Normal Scan,
453,14/6/2020,05:51:59,27.3,100.5,38,6.90892E-08,1.85291E-05,,291.378,0,358.17,326.413,298.392,547.157,1930.772,1317.085,1506.947,2121.182,2177.288,2485.171,3830.53,3898.679,3188.137,4723.395,4436.76,5176.838,4323.678,5039.144,5188.451,5409.971,5903.666,5851.15,6089.24,5911.982,6463.302,6676.611,7711.94,7242.316,8207.264,8537.793,7977.798,8030.438,8790.912,8834.462,8490.188,9060.499,9107.465,9525.886,9769.237,9941.858,9706.939,11466.5,10408.695,10143.057,10064.404,10154.271,9403.625,9871.905,9047.819,9579.192,8674.659,8525.822,8326.852,8184.384,7715.108,6811.573,6453.973,6497.144,5505.928,5085.263,4462.105,4609.617,4039.085,3591.868,3282.625,3105.084,3033.486,2582.109,2733.759,2301.823,2113.097,2004.45,1804.544,1662.154,1272.071,1255.977,1351.852,977.371,1044.095,687.241,912.336,579.304,669.2,467.434,399.988,275.23,293.943,313.218,257.411,199.886,170.843,104.532,134.333,114.142,66.336,50.618,34.133,17.375,35.39,54.084,0,0,0,0,0,0,61.013,0,300,8,50,1,3,0.326,0,11.57,9676.72,14.3,749.9,1,3.93,7.46,779.1,ON,65.936,79.13,65.352,68.539,1.844,6897.685,Long Term,MASIN,,,,,Normal Scan,
454,14/6/2020,05:57:29,27.2,100.5,38.1,6.906E-08,1.85243E-05,,145.617,0,119.337,108.758,198.848,638.104,1258.712,1309.331,2122.689,2495.005,3236.525,3453.513,3248.503,3744.744,2890.553,4002.583,4942.803,4934.929,4829.426,5172.301,5996.313,5868.205,5921.007,6476.465,6057.419,7349.356,6845.522,7391.149,7178.189,7658.761,8187.876,8130.661,8361.47,9223.934,9941.357,9672.474,9384.305,9140.809,9611.177,9912.389,10166.415,10226.693,10274.613,10951.287,10489.74,10683.529,9977.809,10190.772,9840.701,8635.786,9350.468,8852.086,8963.954,8034.291,8327.949,7622.633,7848.288,7143.362,6435.359,6370.052,5249.502,4992.907,4541.114,4619.073,3836.483,3539.8,3323.714,3038.098,2767.601,2630.161,2593.16,2383.329,1891.229,1654.014,1765.997,1238.222,1232.091,1361.629,1162.967,1083.313,1101.918,637.44,798.356,367.813,421.486,478.635,330.15,283.542,300.166,283.374,124.733,150.081,217.428,110.455,36.462,191.202,82.915,84.359,17.066,34.747,17.694,18.027,0,18.609,0,38.74,0,0,0,0,300,8,50,1,3,0.326,0,11.57,9674.93,14.3,749.9,1,3.93,7.46,779,ON,64.218,77.351,64.146,68.539,1.829,7009.324,Long Term,MASIN,,,,,Normal Scan,
455,14/6/2020,06:02:59,27.3,100.5,38.2,6.90892E-08,1.85291E-05,,291.378,0,119.39,217.609,497.319,911.928,923.393,1704.457,1722.231,2395.782,2479.395,2369.587,2125.274,4074.526,3487.084,3631.099,4563.565,4895.952,4745.92,4352.833,5796.065,6311.618,5610.977,6196.565,5860.304,6506.405,7246.69,7874.172,7061.938,8494.406,7639.171,8129.055,8967.728,9427.454,9748.057,9276.26,9020.24,9778.946,9267.576,10167.204,10147.412,9726.344,9659.805,9660.948,10375.266,9772.838,9853.384,9726.332,9761.335,9251.484,8944.386,9118.005,9189.204,7625.833,8226.22,7696.423,6939.382,7102.741,6097.196,6092.238,5758.316,5593.374,4751.065,4293.557,4050.423,3505.205,3247.693,3492.709,3321.605,2324.699,2279.569,1940.565,2084.744,1920.34,1663.718,1597.719,1376.494,1216.169,1198.999,1048.894,914.241,935.131,710.5,833.412,583.777,580.409,520.605,416.233,338.03,245.619,114.054,199.884,155.312,173.581,100.175,126.436,49.752,84.363,34.133,52.124,53.084,36.056,36.751,0,37.965,0,0,20.053,0,0,300,8,50,1,3,0.326,0,11.57,9676.72,14.3,749.9,1,3.93,7.46,779.1,ON,64.4,78.653,64.941,71.05,1.839,6919.904,Long Term,MASIN,,,,,Normal Scan,
456,14/6/2020,06:08:29,27.2,100.5,38.4,6.906E-08,1.85243E-05,,291.234,525.502,238.673,0,198.848,638.104,1594.377,1928.922,1800.112,1995.806,2726.51,2794.158,2958.293,3643.794,4127.507,4414.781,5316.174,5153.027,5787.833,5969.858,6792.444,7193.62,6974.083,7360.458,8041.567,7458.808,8193.203,8798.925,8993.871,8695.495,9146.924,8950.686,9137.743,9215.814,9413.066,9916.38,9424.817,10205.467,10087.697,10042.916,10106.505,9916.99,9842.357,10485.225,10483.003,9480.446,10312.668,9152.128,9273.206,9329.556,9094.936,8325.016,8165.377,7601.756,8217.966,7093.133,6632.044,6482.173,6369.823,5530.76,5506.302,4834.61,4751.681,4290.565,3722.734,3581.183,3545.471,3433.53,2885.792,2613.079,2258.206,2307.81,2291.082,1876.653,1666.192,1261.438,1154.199,1165.475,1039.098,1026.373,829.357,740.836,742.336,609.163,561.136,464.484,502.404,289.697,205.236,239.145,348.239,169.122,232.958,199.692,53.642,16.305,99.498,84.359,68.264,34.747,0,36.055,0,0,0,19.37,0,0,0,0,300,8,50,1,3,0.326,0,11.57,9674.93,14.3,749.9,1,3.93,7.46,779,ON,61.262,75.604,62.321,68.539,1.839,7184.376,Long Term,MASIN,,,,,Normal Scan,
457,14/6/2020,06:13:59,27.2,100.5,38.5,6.906E-08,1.85243E-05,,145.617,262.738,119.337,108.758,298.271,820.42,1090.883,2091.095,1470.34,2495.058,2602.577,3235.547,4169.023,4438.809,4091.285,5307.027,6514.313,5546.395,7340.714,5719.085,6938.285,6938.202,7580.89,7540.612,7282.377,7684.48,7894.156,7840.534,8609.323,7787.61,8761.705,7699.205,8787.158,7856.984,7806.178,8428.515,9112.189,8982.885,8859.599,9370.89,9956.598,9575.827,9347.973,9399.442,9048.04,9341.035,8800.322,9236.163,9346.284,9306.194,8638.798,8583.106,9090.564,8290.059,7279.16,7245.841,6870.977,6507.948,6168.359,5776.155,4986.882,4481.924,4096.579,4428.44,3937.882,3377.03,3172.312,2976.011,2776.712,2152.274,2145.632,1902.388,1720.412,1690.628,1614.576,1579.535,1244.038,1060.869,1012.738,929.326,658.729,867.33,601.15,664.54,505.274,436.169,248.707,357.4,264.524,134.228,272.531,153.75,139.773,94.678,176.414,48.915,49.749,67.488,68.263,17.374,0,36.054,18.374,18.609,0,0,19.634,0,20.337,20.787,300,8,50,1,3,0.326,0,11.57,9674.93,14.3,749.9,1,3.93,7.46,779,ON,61.043,74.758,61.375,61.527,1.853,6948.201,Long Term,MASIN,,,,,Normal Scan,
458,14/6/2020,06:19:29,27.2,100.5,38.7,6.906E-08,1.85243E-05,,145.617,131.376,0,0,497.119,820.438,1510.454,1696.579,2374.033,2790.119,3426.117,4939.713,4725.582,4993.775,5886.457,5865.889,6287.814,6677.781,6620.987,7116.662,7889.138,7355.663,8222.478,6936.878,7919.548,7913.331,7522.89,7528.727,7595.324,7633.956,7886.249,7447.758,7375.755,8321.282,8483.413,9110.631,9778.881,8908.338,8460.463,9585.528,9664.188,9552.68,9720.41,8824.757,8736.58,9991.836,8944.605,9445.388,9183.99,9250.3,9191.523,8526.007,8549.638,8012.736,7225.201,7642.886,7561.419,6929.427,6398.46,5684.196,5156.341,5036.358,4643.47,3846.689,3812.691,3389.636,2947.416,3142.304,2806.195,2500.169,2053.093,2037.55,2228.182,1945.921,1631.025,1538.79,1188.887,1064.534,1133.038,1106.048,990.682,691.13,573.828,567.629,519.23,467.331,284.189,217.273,279.228,238.63,181.685,261.372,124.246,126.234,64.149,65.22,99.498,50.616,51.197,34.748,35.388,72.109,18.374,18.609,18.982,19.37,19.634,0,0,0,300,8,50,1,3,0.326,0,11.57,9674.93,14.3,749.9,1,3.93,7.46,779,ON,60.434,74.391,60.621,73.653,1.875,7136.217,Long Term,MASIN,,,,,Normal Scan,
459,14/6/2020,06:24:59,27.2,100.6,38.8,6.89914E-08,1.85243E-05,,290.944,393.734,238.459,0,137.672,511.377,419.259,1393.051,1648.84,1867.633,2161.815,2514.236,3163.283,4184.297,4231.805,4360.378,4376.471,4946.84,4959.003,5849.453,6819.108,7052.052,7482.872,6358.631,6153.057,7065.564,8046.748,7019.044,7204.219,8306.953,7511.596,8544.175,8051.669,8316.34,8920.982,9241.269,8015.475,9413.597,8470.345,8597.83,9291.823,9399.099,9639.481,8480.952,8840.223,9436.248,9563.7,9068.463,9027.734,8976.465,9386.466,9201.047,7771.578,8478.026,8144.792,7170.52,7209.125,6641.051,5924.351,5760.716,5409.524,4904.258,4605.14,4203.505,3339.422,3191.044,3358.918,2678.603,2675.708,2374.197,2374.326,1987.547,1787.994,1460.393,1731.607,1519.722,1444.387,1247.056,969.8,803.537,1014.402,826.558,737.705,512.178,442.588,287.288,301.399,318.632,205.716,268.432,227.081,122.985,170.821,0,128.282,48.909,66.324,16.87,0,52.114,0,54.075,18.372,18.607,0,19.367,19.632,0,0,0,300,8,50,1,3,0.326,0,11.58,9676.56,14.3,749.9,1,3.93,7.46,779.1,ON,62.963,76.457,63.248,66.117,1.834,6712.452,Long Term,MASIN,,,,,Normal Scan,
460,14/6/2020,06:30:29,27.2,100.6,39,6.89914E-08,1.85243E-05,,290.944,131.245,119.229,108.665,99.343,455.435,670.815,1550.11,1216.573,2127.503,2724.835,3522.407,2651.469,3394.298,4404.29,5171.352,4391.426,4439.244,5482.795,5937.746,6355.041,6168.624,6075.632,6531.857,7690.636,7080.003,6945.634,6717.046,6995.119,7516.677,7773.552,7538.392,8866.909,7843.11,8417.714,8251.464,8136.96,8756.829,8584.677,9429.694,8902.121,8841.69,8806.089,9769.855,9625.892,8741.663,9763.424,9209.114,9266.945,9094.852,8575.533,8530.103,8386.345,7873.496,7416.092,7638.516,7449.4,6689.101,5998.312,6033.873,5320.704,4851.811,4707.529,4464.518,3741.807,3422.021,3307.981,3186.354,2688.569,2662.585,2144.515,2041.134,2017.026,1761.077,1609.303,1579.565,1345.167,1139.306,1117.074,910.577,909.23,783.542,546.43,678.287,586.361,339.678,379.856,365.528,254.127,149.122,257.357,153.729,155.283,157.772,96.212,48.909,49.743,33.739,46.389,4.888,25.756,27.833,18.372,55.821,0,19.367,0,20.049,20.334,20.784,300,8,50,1,3,0.326,0,11.58,9676.56,14.3,749.9,1,3.93,7.46,779.1,ON,63.752,77.481,63.82,68.539,1.847,6678.138,Long Term,MASIN,,,,,Normal Scan,
461,14/6/2020,06:35:59,27.2,100.6,39.1,6.89914E-08,1.85243E-05,,290.944,131.245,238.459,108.665,298.028,455.435,1425.507,1859.685,1861.76,3596.235,3040.458,4120.334,4137.405,4251.315,4644.146,5448.047,5677.346,5748.94,6455.589,6039.504,5831.746,6596.793,7246.418,7047.289,7195.268,7661.361,7506.993,7719.953,7246.352,7660.715,7467.179,8164.23,7916.345,7727.471,8209.901,8744.078,8753.876,8815.617,8568.491,9101.428,8942.866,9624.771,9030.13,8489.029,8695.892,9473.866,9844.497,9317.283,9491.47,8989.708,8735.377,8490.963,8702.226,8211.451,7529.432,6874.502,6904.88,6638.454,6191.992,5775.533,5790.277,5219.275,4443.696,3938.577,3685.666,3391.492,3292.306,3430.594,2694.442,2700.031,2270.406,2125.946,2198.257,2093,1688.997,1370.453,1410.075,1176.704,1027.515,1101.754,1131.506,648.017,560.098,553.711,642.201,636.907,315.755,318.63,220.407,268.421,227.076,107.612,67.873,120.369,64.141,97.818,49.743,16.87,17.064,17.371,0,0,0,0,37.958,19.367,0,0,0,0,300,8,50,1,3,0.326,0,11.58,9676.56,14.3,749.9,1,3.93,7.46,779.1,ON,61.941,75.811,61.987,76.351,1.872,6908.645,Long Term,MASIN,,,,,Normal Scan,
462,14/6/2020,06:41:29,27.2,100.6,39.2,6.89914E-08,1.85243E-05,,290.944,131.245,119.229,217.331,993.427,637.608,1257.778,2244.399,2795.845,2731.952,2099.897,3753.479,3815.987,3468.799,4974.896,3930.603,4260.394,4776.117,5741.781,5871.356,6111.009,5913.928,5937.851,6630.162,6274.053,6645.751,6499.66,6800.459,7154.323,7248.636,7276.53,6703.272,7468.446,7216.926,7522.364,7475.868,8325.836,8206.172,9154.084,8099.887,8352.765,8157.178,8575.566,8722.36,9291.074,9992.206,9091.097,9150.579,8190.799,8538.203,8464.976,7925.466,8013,7829.628,6580.849,6661.465,6229.395,5761.005,6142.571,5414.199,5202.005,4803.371,4400.848,4106.323,4005.71,3241.03,2931.008,3047.284,2653.624,2440.243,2266.495,2121.563,1826.053,1531.311,1789.914,1381.129,1411.875,1262.034,1022.506,995.56,808.883,713.96,698.53,567.57,521.455,617.796,401.877,260.692,293.876,193.862,181.662,122.985,108.698,47.332,64.142,81.515,49.743,50.609,51.191,17.371,0,0,36.745,0,0,19.367,0,0,40.668,0,300,8,50,1,3,0.326,0,11.58,9676.56,14.3,749.9,1,3.93,7.46,779.1,ON,62.934,76.598,62.582,73.653,1.876,6441.454,Long Term,MASIN,,,,,Normal Scan,
463,14/6/2020,06:46:59,27.2,100.6,39.3,6.89914E-08,1.85243E-05,,145.472,131.245,0,325.996,596.056,728.691,1844.741,2012.239,3030.122,3638.837,3653.817,3811.158,4411.203,5182.985,5499.979,5259.388,5024.788,6765.385,6863.381,6601.484,6989.983,6931.18,7043.635,7034.533,7006.251,6828.554,7238.996,8123.429,8246.445,8070.289,8705.475,7613.432,8412.465,8412.626,8246.061,9130.24,9333.933,8605.658,9843.346,8547.171,9291.879,10001.056,9015.31,8957.525,8902.311,9014.297,8944.467,9505.889,9076.592,9114.221,8696.716,8497.877,7991.187,8259.353,7430.129,7219.773,6892.434,6362.053,6214.098,5761.619,5084.757,5163.782,4611.592,4234.769,4126.961,3387.766,2921.132,3007.945,2860.475,2528.223,2298.909,2299.334,1969.574,1830.985,1464.312,1418.921,1427.681,1294.394,1304.125,1122.142,857.822,860.657,725.841,539.869,572.396,509.531,430.573,391.053,279.185,257.194,389.883,122.982,77.642,189.329,96.212,48.909,49.743,33.739,34.127,34.743,17.692,36.05,0,0,0,0,19.632,0,0,0,300,8,50,1,3,0.326,0,11.58,9676.56,14.3,749.9,1,3.93,7.46,779.1,ON,60.462,74.931,60.912,63.78,1.884,7062.063,Long Term,MASIN,,,,,Normal Scan,
464,14/6/2020,06:52:29,27.3,100.6,39.4,6.90205E-08,1.85291E-05,,291.087,131.306,119.282,0,198.765,637.853,1509.885,2477.448,2592.468,3980.32,3159.324,4274.373,5358.601,4387.156,4701.906,5356.785,6588.884,5960.07,6553.817,6925.682,5477.16,7290.444,6852.122,6957.083,6983.584,7211.435,7717.636,7690.711,7847.408,7821.012,7725.724,8931.219,8701.861,8606.712,9771.202,8777.834,8706.643,9468.188,8779.44,8665.488,9101.65,9405.117,9305.797,9513.425,9677.689,9244.709,9462.274,8753.087,9207.3,8279.245,8541.585,8904.617,8324.934,7540.416,7937.362,7062.964,7343.637,6861.128,5836.1,5904.872,5492.992,5000.93,5007.549,4420.572,4188.16,4003.438,3480.128,2993.968,2937.316,2727.3,2492.964,2353.365,1962.426,2138.474,1515.674,1549.404,1606.153,1157.557,1267.848,1061.019,1111.016,917.374,945.652,789.086,488.658,471.19,397.74,362.102,323.794,357.404,302.789,215.23,201.882,220.896,112.253,97.823,132.655,16.87,85.323,34.745,0,36.052,18.373,18.608,0,0,0,0,0,0,300,8,50,1,3,0.326,0,11.58,9678.34,14.3,749.9,1,3.93,7.46,779.2,ON,61.173,76.237,61.746,49.581,1.893,7131.415,Long Term,MASIN,,,,,Normal Scan,
465,14/6/2020,06:57:59,27.2,100.6,39.5,6.89914E-08,1.85243E-05,,145.472,131.245,119.229,434.661,298.028,819.782,1090.083,2324.051,2793.748,2997.851,3090.713,3380.425,3840.886,4678.953,4644.172,5250.16,5356.249,4734.173,5124.582,5160.623,5869.725,6551.402,6298.523,6542.782,6845.727,6837.695,7048.639,6681.706,7209.388,7388.929,7218.215,7677.43,7208.877,8753.408,8519.936,8665.823,8553.035,9642.867,9646.437,9084.443,9270.096,9043.895,9463.978,9581.461,9078.217,10099.876,9091.032,9668.557,9086.564,8927.473,8520.536,8583.691,8332.479,8374.397,7565.294,7531.991,7099.092,6874.316,6279.995,6498.777,5790.345,5067.078,4737.04,4619.943,4207.059,4029.771,3686.959,3300.252,3004.886,2935.248,2463.685,2504.843,2244.101,2201.153,1733.075,1832.139,1437.843,1235.889,1047.206,1329.082,1088.824,1095.761,917.121,761.35,628.254,467.061,416.225,434.498,308.575,441.755,187.367,92.236,155.285,110.44,160.356,48.909,49.743,67.478,51.191,52.114,53.075,54.075,0,18.607,0,0,0,20.049,0,20.784,300,8,50,1,3,0.326,0,11.58,9676.56,14.3,749.9,1,3.93,7.46,779.1,ON,63.78,78.501,63.841,73.653,1.888,6949.071,Long Term,MASIN,,,,,Normal Scan,
466,14/6/2020,07:03:29,27.3,100.6,39.7,6.90205E-08,1.85291E-05,,0,0,119.282,326.134,596.306,1275.706,2033.07,2071.971,3513.952,4590.677,3921.152,4717.65,4539.956,4417.6,4543.04,5274.112,4913.164,5757.983,5332.204,5373.583,6538.308,5905.44,6127.107,6464.404,6592.755,6849.475,6524.504,7639.701,7823.077,8105.16,7938.665,7835.419,7734.725,8156.506,8696.572,8320.631,8812.139,7894.71,8898.017,9235.633,9805.164,9143.704,8883.898,9040.719,9345.791,8900.048,8704.405,8988.889,8549.874,8830.022,8341.533,8242.511,8411.724,7412.212,7448.936,7298.253,6746.383,6677.768,6877.554,6259.226,5422.09,5009.848,5017.335,4332.778,4272.351,3828.313,3865.221,3057.765,2751.341,2770.777,2627.148,2214.167,1963.743,2069.332,1686.082,1513.813,1291.489,1222.966,1623.563,1148.124,873.794,999.812,877.321,802.946,558.475,636.943,416.245,391.064,426.16,343.013,257.373,199.86,232.938,142.006,144.325,101.051,112.791,67.485,51.193,69.489,35.385,36.052,36.746,18.608,0,0,19.633,0,0,0,300,8,50,1,3,0.326,0,11.58,9678.34,14.3,749.9,1,3.93,7.46,779.2,ON,62.024,77.324,62.305,61.527,1.912,6950.907,Long Term,MASIN,,,,,Normal Scan,
467,14/6/2020,07:08:59,27.3,100.6,39.8,6.90205E-08,1.85291E-05,,582.175,0,119.282,217.423,134.44,696.836,1174.372,1470.978,1362.507,1928.645,2539.836,2194.91,2652.208,3402.705,2824.246,3616.612,3535.098,4452.368,4710.817,4716.238,5317.961,5083.838,4945.206,5338.032,5389.185,6729.07,5701.778,6549.263,7057.898,7584.827,7365.511,6921.538,7218.86,7694.671,7750.82,8394.572,7607.327,8371.425,7862.989,8247.296,8954.374,8887.847,9504.165,8971.615,8791.853,9220.477,8295.314,7752.583,8205.154,8603.739,8369.998,7604.061,7628.006,7613.262,7276.316,6822.288,6411.172,6732.149,5813.347,5610.196,5712,4853.223,5137.475,4321.553,4025.5,3776.503,3778.77,3484.201,2928.427,2801.01,2970.603,2515.717,2266.989,1959.792,1953.792,1871.657,1758.825,1589.139,1272.15,1255.842,935.088,1016.321,737.739,951.602,855.33,655.182,598.689,449.007,426.152,432.486,363.348,199.857,201.881,205.118,128.289,198.876,145.956,50.611,68.258,52.117,17.693,18.026,36.747,18.606,56.941,0,0,0,0,0,300,8,50,1,3,0.326,0,11.58,9678.34,14.3,749.9,1,3.93,7.46,779.2,ON,66.322,82.589,67.07,66.117,1.888,6337.262,Long Term,MASIN,,,,,Normal Scan,
468,14/6/2020,07:14:29,27.2,100.6,40,6.89914E-08,1.85243E-05,,581.888,393.734,0,0,99.343,637.608,838.519,773.917,1505.449,1329.667,1672.043,2482.992,2489.112,2638,2789.698,3766.804,2668.662,4038.187,4253.818,3984.238,3924.894,4315.156,4311.046,4899.519,5491.047,5906.54,5198.539,5939.177,6604.131,6461.62,7258.229,7362.062,7286.114,7537.672,8102.953,7565.916,8680.572,8597.818,9080.18,9120.743,8999.242,8954.617,8640.405,8313.852,8520.046,9175.418,9270.781,8970.447,8741.806,8545.224,8413.319,8059.884,7673.869,7760.551,7667.034,6944.948,6607.721,6946.475,6691.827,6136.391,5445.155,5480.606,5166.181,5111.855,4704.372,4292.73,4078.489,3727.231,3254.467,3519.253,2911.29,2551.699,2190.403,2391.961,1772.896,1898.853,1652.877,1799.996,1467.947,1450.3,1101.307,1163.541,1097.987,924.153,684.087,566.129,595.16,413.247,367.364,268.423,393.609,215.218,300.803,230.809,176.392,211.946,99.486,151.826,34.127,34.743,17.692,36.051,0,18.607,0,58.102,0,20.049,0,0,300,8,50,1,3,0.326,0,11.58,9676.56,14.3,749.9,1,3.93,7.46,779.1,ON,69.005,85.3,69.75,76.351,1.872,6338.608,Long Term,MASIN,,,,,Normal Scan,
