Sample File,C:\Users\fvanden\Documents\AIMdata\LongTerm.4.S82,
AIM Version,10.3.0.3
Classifier Model,3082       ,Classifier S/N,3082001651003   ,Classifier Firmware Version,2.10
Neutralizer Model,3088,Neutralizer S/N,3088011703001
Impactor (cm),0.0508,Impactor S/N,5080134
DMA Model,3081,DMA S/N,3081A1651001
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3775 Low Flow,Detector S/N,3775141101, 
Detector Sample Flow (L/min),0.30,Detector Inlet Flow (L/min),0.30
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),57.00
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,Raw Counts
Weight,Number
537,14/6/2020,13:33:59,28.3,100.6,36.8,6.93120e-008,1.85764e-005,,0.000,1.000,2.000,0.000,3.000,4.000,15.002,20.002,33.895,37.114,77.011,100.617,104.930,135.029,178.340,180.837,239.222,268.655,274.853,290.373,327.707,358.395,323.777,312.368,304.769,313.362,277.573,244.473,246.659,218.733,215.565,195.042,184.040,180.650,158.417,177.483,152.581,155.965,145.094,176.124,186.400,175.234,185.942,191.487,227.726,231.977,235.462,261.069,260.309,275.938,303.220,301.296,305.572,331.962,292.000,322.919,316.309,326.772,299.165,289.488,314.582,268.564,225.191,229.974,201.921,172.539,154.747,145.029,151.030,108.020,100.017,97.016,74.552,60.469,70.012,49.006,59.008,57.008,30.004,31.004,29.004,23.912,23.093,12.603,8.399,5.001,6.001,6.001,4.000,1.000,3.000,2.000,3.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9695.92, 14.3,749.9,1.000,3.93,7.46,778.7,ON,47.449,69.521,55.006,31.059,1.953,3.541123e+003,Long Term,MASIN,,,,,Normal Scan,
538,14/6/2020,13:39:29,28.3,100.6,36.8,6.93120e-008,1.85764e-005,,2.000,0.000,3.000,1.000,2.000,16.002,9.001,34.004,35.004,68.291,96.253,116.497,151.093,188.233,212.621,270.236,258.460,337.471,319.824,382.352,382.621,361.244,375.743,361.109,362.135,297.264,302.891,294.481,243.855,258.833,202.237,224.656,200.390,158.137,153.530,139.744,148.338,147.273,149.124,151.110,145.074,158.803,167.032,165.033,171.710,219.970,228.349,243.871,246.209,279.339,294.228,278.191,311.711,285.706,286.384,283.977,297.284,296.500,296.421,311.357,326.601,283.513,260.768,256.806,223.079,192.650,201.599,146.976,134.540,107.335,101.383,85.518,91.819,81.036,61.985,57.008,48.006,39.006,42.006,25.003,32.163,24.844,17.002,12.001,10.001,5.001,8.001,5.001,5.001,5.097,1.904,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9695.92, 14.3,749.9,1.000,3.93,7.46,778.7,ON,41.800,66.506,52.009,28.903,1.973,3.787527e+003,Long Term,MASIN,,,,,Normal Scan,
539,14/6/2020,13:44:59,28.3,100.6,36.9,6.93120e-008,1.85764e-005,,0.000,1.000,0.000,2.000,9.001,14.001,20.003,20.002,44.005,75.293,93.732,104.015,135.027,165.031,231.884,248.233,305.675,303.041,331.728,349.390,382.112,353.638,405.187,390.405,344.827,341.045,323.987,295.588,309.887,275.352,221.568,211.817,206.395,195.926,170.487,180.026,163.342,152.207,149.093,157.028,145.026,168.033,164.031,151.029,190.714,212.161,200.147,235.271,261.815,257.173,273.368,287.557,288.300,274.544,331.409,277.438,344.915,304.925,296.124,340.311,333.284,356.934,311.424,298.194,284.108,215.663,170.589,190.242,167.300,150.001,108.114,117.945,69.011,82.035,77.988,64.009,63.009,54.007,46.006,40.005,34.004,21.003,24.003,14.001,10.001,8.001,9.001,8.001,2.510,1.491,3.000,1.000,4.000,3.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9695.92, 14.3,749.9,1.000,3.93,7.46,778.7,ON,42.913,68.540,53.319,29.961,1.991,3.941101e+003,Long Term,MASIN,,,,,Normal Scan,
540,14/6/2020,13:50:29,28.3,100.6,36.8,6.93120e-008,1.85764e-005,,0.000,0.000,1.000,3.000,2.000,6.001,19.002,24.003,53.008,63.009,96.535,122.099,130.454,214.534,258.678,249.340,323.474,378.876,387.748,450.942,449.286,456.834,492.549,463.733,461.542,426.208,406.729,386.642,357.510,360.451,296.220,256.491,246.547,200.272,219.283,173.029,179.589,174.325,148.733,168.119,180.561,174.427,151.213,179.247,205.326,207.966,220.230,215.274,236.453,248.775,251.685,262.336,288.039,272.924,310.299,303.624,338.067,329.719,320.962,337.131,319.221,290.691,320.003,256.807,258.097,236.526,207.294,165.683,154.304,126.003,123.408,109.637,87.552,87.475,96.017,72.012,65.010,50.007,33.004,35.923,23.085,32.004,22.003,15.603,13.400,10.001,8.001,8.001,5.001,2.000,4.000,2.000,3.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9695.92, 14.3,749.9,1.000,3.93,7.46,778.7,ON,40.153,65.031,50.851,32.197,1.953,4.354922e+003,Long Term,MASIN,,,,,Normal Scan,
541,14/6/2020,13:55:59,28.3,100.6,36.8,6.93120e-008,1.85764e-005,,0.000,1.000,2.000,3.000,4.000,4.000,16.002,24.003,42.005,69.573,71.967,98.496,121.020,160.292,240.103,241.959,242.849,288.245,364.113,392.372,406.710,392.687,381.772,388.917,361.165,385.353,289.260,326.018,263.667,274.011,292.218,234.228,234.040,181.415,202.160,201.766,171.344,137.852,150.450,168.033,133.634,152.066,142.378,155.623,189.800,193.288,212.340,199.860,241.906,256.892,292.201,284.492,312.144,279.723,270.379,270.783,311.350,283.326,280.705,295.234,290.571,289.580,287.482,233.717,239.333,208.873,178.593,177.234,158.283,119.023,136.028,107.019,97.016,90.026,93.003,71.011,65.010,42.005,40.808,36.202,29.003,22.003,18.002,13.002,18.002,4.000,9.001,6.001,4.000,3.000,2.000,5.001,1.000,1.000,1.000,0.000,0.000,0.679,0.321,1.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9695.92, 14.3,749.9,1.000,3.93,7.46,778.7,ON,42.376,67.509,52.623,29.961,1.973,3.875380e+003,Long Term,MASIN,,,,,Normal Scan,
542,14/6/2020,14:01:29,28.3,100.6,36.8,6.93120e-008,1.85764e-005,,2.000,0.000,0.000,2.000,11.001,11.001,19.002,31.004,41.005,58.289,73.728,89.617,136.937,147.032,193.342,208.217,247.863,255.202,321.662,313.789,341.963,340.397,374.803,366.064,324.110,348.478,294.481,280.488,301.286,267.150,235.613,234.017,205.161,181.536,175.150,172.309,170.790,129.263,137.116,148.021,133.935,140.974,168.270,138.843,192.389,179.882,235.641,231.083,225.248,285.813,240.568,273.736,261.123,292.536,294.590,270.245,279.875,282.737,310.560,304.064,282.099,285.813,280.612,242.630,220.016,200.979,180.424,179.430,147.543,143.346,132.699,111.117,82.455,88.477,86.015,61.049,68.969,70.378,49.639,36.005,41.005,27.823,24.184,14.002,11.001,9.001,7.001,9.001,4.000,3.000,1.000,4.000,1.000,2.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9695.92, 14.3,749.9,1.000,3.93,7.46,778.7,ON,43.771,69.478,53.971,32.197,1.993,3.681412e+003,Long Term,MASIN,,,,,Normal Scan,
543,14/6/2020,14:06:59,28.3,100.6,36.8,6.93120e-008,1.85764e-005,,1.000,0.349,0.651,2.000,4.000,9.001,17.002,18.002,40.005,39.004,77.531,91.695,124.820,123.280,178.086,218.944,284.660,270.269,341.118,320.072,377.199,387.796,383.482,363.670,371.466,375.293,356.811,342.404,313.299,255.632,260.139,236.012,208.283,189.863,169.425,170.028,135.338,168.276,150.122,150.022,155.168,159.805,169.585,179.882,212.324,198.965,230.405,228.210,246.655,248.469,293.216,288.646,294.249,304.911,266.175,309.992,282.023,293.453,297.204,292.766,289.914,275.122,281.915,254.350,210.922,213.124,191.736,150.726,141.804,142.007,97.709,115.427,126.926,93.014,89.528,77.541,60.967,51.375,54.639,39.005,37.005,28.003,14.001,13.002,12.002,10.001,6.001,3.000,5.001,3.000,3.000,3.000,3.001,3.000,2.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9695.92, 14.3,749.9,1.000,3.93,7.46,778.7,ON,43.331,68.860,53.821,29.961,1.971,3.810450e+003,Long Term,MASIN,,,,,Normal Scan,
544,14/6/2020,14:12:29,28.4,100.6,36.7,6.93412e-008,1.85812e-005,,1.000,0.000,0.000,2.000,1.000,15.002,19.002,22.201,35.806,60.009,76.362,112.095,104.926,147.922,193.804,202.043,258.464,314.867,365.856,361.232,364.917,409.089,402.814,377.629,374.865,375.974,361.156,335.939,305.673,280.960,254.889,252.276,242.047,200.763,160.782,173.753,152.335,145.911,122.303,131.182,138.548,188.688,141.869,172.061,178.404,182.802,201.773,240.327,259.249,243.216,256.671,228.515,290.864,252.647,302.331,290.087,271.342,284.283,299.154,291.040,286.037,263.336,264.611,238.551,197.505,187.535,178.423,162.198,170.641,146.647,144.588,106.875,108.665,117.521,89.739,75.288,54.467,63.602,67.958,52.009,35.005,29.004,31.624,19.383,13.002,6.001,8.001,8.001,8.001,4.000,1.000,2.000,1.000,1.000,3.000,1.000,0.000,0.000,0.000,2.000,1.000,0.000,1.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.328,0.00,11.56,9697.70, 14.3,749.9,1.000,3.93,7.46,777.4,ON,42.142,68.691,53.147,31.059,1.989,3.832709e+003,Long Term,MASIN,,,,,Normal Scan,
545,14/6/2020,14:17:59,28.4,100.6,36.7,6.93412e-008,1.85812e-005,,0.000,0.000,0.000,6.001,10.001,11.001,28.633,38.377,41.005,52.006,81.011,114.017,147.897,154.331,184.865,227.052,288.664,294.320,320.371,419.264,382.889,415.367,439.780,415.837,392.101,394.494,337.476,334.843,311.992,268.191,222.795,223.807,198.487,174.093,178.121,151.200,129.329,142.914,111.464,143.912,143.242,164.029,181.988,186.087,173.455,192.627,220.793,235.811,255.503,263.629,263.653,250.731,263.653,257.939,289.998,282.100,295.628,307.405,291.752,309.572,299.512,261.003,220.457,230.434,196.434,174.631,175.779,145.621,142.296,125.165,126.121,100.920,85.012,94.017,97.018,81.014,61.009,57.008,47.709,42.305,32.005,26.003,17.002,21.003,8.001,10.001,10.001,9.001,3.000,5.001,1.000,1.773,1.227,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9697.46, 14.3,749.9,1.000,3.93,7.46,778.8,ON,40.584,66.465,51.687,28.903,1.975,3.867396e+003,Long Term,MASIN,,,,,Normal Scan,
546,14/6/2020,14:23:29,28.4,100.6,36.7,6.93412e-008,1.85812e-005,,2.000,0.000,1.000,4.000,4.000,9.001,21.002,21.003,47.244,64.770,77.010,106.017,123.021,164.140,203.157,269.331,308.925,348.067,344.816,375.019,410.136,439.046,431.874,450.206,417.370,393.142,334.343,306.257,300.849,278.699,241.435,233.434,212.132,203.578,143.850,142.200,143.026,131.747,131.297,128.022,164.029,135.729,155.786,185.058,218.281,199.210,230.114,250.568,238.482,283.352,271.685,263.224,279.141,290.902,299.182,280.699,305.040,340.123,286.338,283.263,283.952,275.116,234.682,238.041,202.363,180.112,184.221,157.031,153.025,133.342,110.708,107.018,95.017,88.015,82.518,74.508,70.010,70.191,44.826,47.465,35.545,21.002,22.002,17.610,6.965,15.429,8.001,4.000,3.000,6.001,3.000,1.000,2.000,2.000,4.000,1.000,2.000,2.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.323,0.00,11.56,9697.70, 14.3,749.9,1.000,3.93,7.47,784.0,ON,40.649,66.716,51.785,31.059,1.976,4.013094e+003,Long Term,MASIN,,,,,Normal Scan,
547,14/6/2020,14:28:59,28.4,100.6,36.7,6.93412e-008,1.85812e-005,,2.000,2.000,1.000,0.000,8.001,12.001,20.002,16.002,34.004,62.227,81.794,96.015,109.885,166.510,219.905,268.196,303.221,348.021,391.892,445.221,466.840,509.459,457.749,476.588,450.120,411.930,380.458,375.629,303.355,248.014,247.461,253.960,194.731,179.097,201.130,130.196,132.762,139.023,128.022,118.020,135.023,156.480,157.544,173.065,158.503,163.560,197.006,233.092,239.059,246.225,251.975,247.484,269.125,239.315,242.371,266.167,276.219,245.214,281.675,237.306,261.289,245.750,235.711,246.730,192.924,167.588,151.811,166.262,130.738,142.671,112.211,86.423,103.057,89.902,84.129,93.015,56.008,63.010,49.006,42.368,27.640,21.002,23.003,13.001,16.002,9.558,6.443,4.000,5.001,3.000,4.000,2.000,1.000,2.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9698.68, 14.3,749.9,1.000,3.93,7.46,778.8,ON,38.512,64.098,49.883,31.059,1.954,3.965472e+003,Long Term,MASIN,,,,,Normal Scan,
548,14/6/2020,14:34:29,28.4,100.6,36.6,6.93412e-008,1.85812e-005,,1.000,0.000,0.000,4.000,6.884,14.118,18.002,28.304,59.707,65.009,99.015,132.022,152.335,218.916,240.620,309.570,348.472,427.784,468.953,472.023,519.263,564.566,589.466,529.378,479.715,428.932,408.722,413.138,342.056,320.654,272.072,256.065,209.929,194.591,168.691,133.937,126.593,126.453,108.918,127.907,120.235,147.381,165.616,172.090,152.041,220.443,221.658,209.539,248.221,230.409,244.139,271.995,248.838,272.896,249.878,271.731,228.987,241.576,250.553,231.063,259.259,243.880,228.054,232.625,200.706,171.347,174.291,147.252,123.023,124.203,111.839,111.019,95.828,98.973,93.250,66.858,56.159,53.008,49.007,35.094,36.916,21.002,13.001,18.002,16.002,6.001,14.001,6.001,3.000,4.000,2.000,1.000,1.000,2.000,4.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9697.70, 14.3,749.9,1.000,3.93,7.46,778.8,ON,36.866,61.080,47.561,32.197,1.937,4.295808e+003,Long Term,MASIN,,,,,Normal Scan,
549,14/6/2020,14:39:59,28.4,100.6,36.4,6.93412e-008,1.85812e-005,,0.000,0.000,1.000,2.000,4.000,10.001,20.002,37.005,42.838,65.177,85.012,118.542,163.506,204.563,233.265,306.346,363.989,421.816,485.726,477.681,515.345,521.519,536.568,523.909,464.817,448.315,389.714,335.615,313.965,303.206,279.077,222.136,238.803,192.086,169.712,168.493,163.029,145.026,138.927,146.805,139.349,149.477,164.568,173.054,186.509,203.359,250.759,231.563,260.011,247.960,253.397,246.899,230.383,240.334,264.885,242.721,253.721,258.374,233.584,268.090,247.063,215.480,220.050,207.333,167.977,175.079,170.945,158.863,113.019,112.740,99.849,108.472,87.015,85.896,77.909,74.231,55.008,52.008,42.707,38.666,31.711,30.935,21.002,14.001,7.001,10.001,9.001,3.000,6.001,2.000,5.001,3.000,2.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9697.70, 14.3,749.9,1.000,3.93,7.46,778.8,ON,37.046,60.914,47.686,29.961,1.925,4.231667e+003,Long Term,MASIN,,,,,Normal Scan,
550,14/6/2020,14:45:29,28.4,100.6,36.2,6.93412e-008,1.85812e-005,,0.000,0.000,0.000,2.000,7.001,9.001,30.003,34.005,65.008,78.011,124.023,120.544,173.941,265.981,283.728,338.317,388.783,397.362,466.109,516.463,522.763,546.641,470.740,502.987,476.297,392.393,385.838,327.868,303.472,256.139,214.959,170.164,162.793,164.272,157.573,126.478,131.160,137.889,134.026,138.916,120.127,169.036,184.021,160.039,178.514,199.359,244.756,231.072,215.195,225.745,217.758,236.517,264.459,242.380,245.274,240.788,264.288,264.768,246.679,260.973,219.673,227.619,204.203,187.137,163.255,157.597,167.636,136.227,117.289,110.161,91.014,97.975,93.054,78.780,51.630,73.621,62.981,56.036,49.006,50.007,28.004,18.003,16.002,17.002,13.001,11.001,9.001,5.001,5.001,3.000,2.000,5.001,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9697.70, 14.3,749.9,1.000,3.93,7.46,778.8,ON,35.786,60.012,46.569,31.059,1.943,4.173434e+003,Long Term,MASIN,,,,,Normal Scan,
551,14/6/2020,14:50:59,28.5,100.6,36.0,6.93703e-008,1.85859e-005,,2.000,0.000,1.000,3.000,7.001,14.002,32.004,41.005,54.006,64.316,115.712,145.475,186.294,219.514,291.827,374.237,359.442,452.133,471.782,510.257,536.347,537.706,581.977,521.638,475.868,427.090,397.679,288.299,315.195,251.936,263.619,202.071,151.302,168.031,141.468,139.582,130.785,144.265,127.731,154.020,151.547,184.323,157.879,196.080,185.193,212.697,189.850,217.345,243.211,255.552,256.142,197.090,238.465,242.410,271.275,276.828,276.295,279.070,236.458,246.294,229.479,219.603,217.589,175.475,187.660,153.162,153.195,168.019,132.004,119.614,111.019,129.846,78.463,91.497,72.523,76.744,61.757,67.263,54.608,46.406,30.004,21.002,23.003,16.002,10.001,11.001,5.001,1.000,4.000,5.001,2.000,0.000,4.001,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9699.48, 14.3,749.9,1.000,3.93,7.46,778.8,ON,35.814,60.261,46.754,32.197,1.945,4.304460e+003,Long Term,MASIN,,,,,Normal Scan,
552,14/6/2020,14:56:29,28.5,100.6,35.8,6.93703e-008,1.85859e-005,,1.000,1.000,0.000,2.000,10.001,10.001,19.002,30.004,60.009,84.165,86.619,149.164,165.840,219.432,246.252,324.828,376.291,427.800,505.123,494.431,529.526,517.664,522.216,472.160,468.587,426.765,398.871,343.652,291.654,269.556,216.894,188.945,171.889,162.021,133.266,145.026,121.401,106.638,107.727,137.316,157.248,137.808,171.816,198.853,199.721,193.769,196.114,230.867,253.624,223.536,244.652,236.546,257.637,238.290,257.277,294.824,272.785,294.271,274.891,239.399,252.283,239.191,223.468,193.596,186.933,147.032,143.028,112.454,106.585,127.025,96.016,88.015,78.287,76.739,79.012,65.817,61.576,53.604,34.033,30.003,30.004,21.003,15.002,18.002,12.002,6.001,13.001,7.001,5.001,5.001,1.000,5.001,1.000,0.000,1.000,1.000,0.000,0.000,5.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9699.48, 14.3,749.9,1.000,3.93,7.46,778.8,ON,36.165,60.397,47.021,27.881,1.938,4.173267e+003,Long Term,MASIN,,,,,Normal Scan,
553,14/6/2020,15:01:59,28.5,100.6,35.8,6.93703e-008,1.85859e-005,,0.000,0.000,1.000,3.000,6.851,14.151,21.002,29.253,51.757,74.164,96.861,137.919,185.493,208.775,268.623,331.478,359.655,423.913,423.630,470.339,453.011,442.957,454.092,424.348,407.549,362.929,321.628,261.707,228.990,228.946,193.147,170.840,163.417,167.993,156.139,128.661,148.029,142.025,160.445,143.311,162.771,198.361,199.071,183.049,218.530,198.531,238.371,247.574,207.346,243.027,222.879,266.453,249.015,249.873,251.768,260.312,280.822,250.866,232.231,246.201,231.476,217.607,225.768,216.097,182.715,170.131,134.157,123.229,122.292,102.312,70.010,92.015,85.013,85.014,82.548,77.284,67.577,53.633,39.605,39.672,28.737,30.004,16.002,7.001,7.001,11.493,8.509,5.001,6.001,9.001,2.000,2.000,2.000,2.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9699.48, 14.3,749.9,1.000,3.93,7.46,778.8,ON,36.871,61.821,47.994,28.903,1.957,3.973943e+003,Long Term,MASIN,,,,,Normal Scan,
554,14/6/2020,15:07:29,28.5,100.6,35.7,6.93703e-008,1.85859e-005,,4.000,1.000,0.000,2.000,9.001,22.002,25.003,39.004,53.008,58.315,102.709,112.466,160.931,199.777,246.251,296.811,321.023,350.319,370.700,369.845,344.733,389.834,366.263,348.875,304.766,278.411,261.441,243.970,220.519,164.479,182.740,147.147,131.732,132.750,135.771,128.097,146.330,131.168,146.208,156.321,174.469,183.605,172.818,207.060,213.793,237.086,219.629,238.911,230.818,239.257,224.765,242.481,235.265,236.754,216.557,240.550,230.511,225.564,241.099,210.848,227.276,195.598,192.305,181.214,154.030,140.221,121.828,121.021,95.426,107.608,83.013,86.015,90.288,69.735,67.010,59.009,61.382,46.633,33.605,36.404,21.958,22.786,25.264,19.002,8.001,8.001,3.000,5.969,5.033,2.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9699.48, 14.3,749.9,1.000,3.93,7.46,778.8,ON,38.174,62.732,48.726,27.881,1.968,3.531607e+003,Long Term,MASIN,,,,,Normal Scan,
555,14/6/2020,15:12:59,28.5,100.6,35.7,6.93703e-008,1.85859e-005,,1.000,1.000,4.000,4.000,11.001,14.001,25.586,33.421,54.782,69.235,63.389,102.635,169.034,160.118,201.596,222.422,244.234,268.210,335.397,342.963,375.098,349.475,360.944,329.798,287.329,295.635,285.235,231.121,186.616,197.195,172.883,169.943,134.406,139.734,136.383,119.660,135.404,155.649,144.439,147.005,142.630,176.541,179.319,206.062,222.532,226.166,248.828,224.203,284.552,245.143,245.724,252.650,246.695,296.752,256.176,263.312,258.322,269.719,255.790,215.080,236.673,203.042,179.038,166.359,152.760,143.073,102.150,109.660,103.148,97.047,85.389,92.609,112.839,92.952,77.255,53.621,60.770,46.632,40.605,38.404,36.005,29.003,19.002,13.001,9.001,8.493,9.509,7.001,6.001,6.001,1.000,1.734,2.266,1.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.56,9699.48, 14.3,749.9,1.000,3.93,7.46,778.8,ON,41.131,65.943,51.177,29.961,1.981,3.436035e+003,Long Term,MASIN,,,,,Normal Scan,
556,14/6/2020,15:18:29,28.6,100.6,35.6,6.93995e-008,1.85906e-005,,3.000,0.000,3.000,1.767,15.235,17.002,35.542,39.467,56.007,55.007,76.011,105.131,137.177,172.762,211.595,224.422,247.317,300.961,311.679,334.824,357.429,345.195,345.885,309.753,301.587,318.287,278.431,222.601,206.421,155.774,171.591,150.234,159.467,153.925,141.133,139.846,136.023,140.169,136.396,157.520,155.128,209.944,202.796,191.480,222.000,257.916,228.068,252.157,242.973,243.824,247.941,290.140,259.254,242.591,262.214,276.886,262.291,269.617,245.933,249.709,244.415,191.433,221.864,196.717,171.170,121.955,126.225,131.170,128.301,97.465,85.014,91.014,89.155,57.868,71.011,59.387,61.630,57.873,42.141,25.003,27.004,14.001,24.003,12.002,16.002,11.001,10.001,6.001,5.001,2.000,5.001,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,2.000,300,8,50,1,3.000,0.327,0.00,11.55,9701.26, 14.3,749.9,1.000,3.93,7.46,778.9,ON,41.666,66.021,51.335,29.961,1.980,3.466403e+003,Long Term,MASIN,,,,,Normal Scan,
557,14/6/2020,15:23:59,28.6,100.6,35.5,6.93995e-008,1.85906e-005,,3.000,2.000,2.000,3.000,4.000,8.001,32.004,41.006,42.006,66.187,84.835,115.020,127.021,180.035,184.581,237.240,274.668,317.922,326.572,352.462,384.125,389.506,384.027,412.340,328.768,307.869,286.560,249.554,241.242,211.916,196.588,180.244,185.305,155.101,137.950,131.913,160.333,153.054,164.845,182.513,192.558,161.012,207.042,192.637,233.461,220.036,224.067,243.154,272.455,284.366,270.952,267.286,264.477,267.428,281.782,271.128,263.712,253.457,273.859,229.529,233.238,219.009,185.261,188.909,179.051,159.081,124.092,120.580,105.464,111.025,99.544,76.484,94.157,82.501,68.527,54.862,61.272,41.743,47.506,30.504,23.890,19.115,10.001,21.003,8.001,6.001,5.001,4.000,5.001,8.001,2.000,3.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.55,9701.26, 14.3,749.9,1.000,3.93,7.46,778.9,ON,40.822,64.705,50.712,29.961,1.954,3.634534e+003,Long Term,MASIN,,,,,Normal Scan,
558,14/6/2020,15:29:29,28.7,100.6,35.4,6.94287e-008,1.85954e-005,,3.000,0.000,0.000,4.000,5.001,14.001,16.494,43.513,47.006,57.007,80.252,100.776,150.029,156.031,184.400,223.691,241.014,297.011,356.213,335.607,377.615,380.113,333.139,318.368,315.094,291.766,256.624,260.511,221.053,204.507,168.292,191.877,149.286,141.205,142.022,135.029,133.026,167.794,153.907,174.705,176.377,169.097,179.244,198.913,219.731,222.595,235.316,201.670,245.177,266.292,230.833,246.003,265.485,271.728,313.204,275.411,265.722,273.916,267.093,215.317,234.748,210.555,185.471,207.206,165.460,139.363,124.257,103.019,96.016,93.018,118.260,92.320,93.477,103.010,83.058,81.969,65.159,55.858,51.406,44.608,33.004,31.003,9.401,23.905,8.699,8.001,9.001,8.001,2.000,6.001,1.000,2.000,0.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,300,8,50,1,3.000,0.327,0.00,11.55,9703.03, 14.3,749.9,1.000,3.93,7.46,779.0,ON,41.824,66.747,51.827,29.961,1.982,3.498195e+003,Long Term,MASIN,,,,,Normal Scan,
