Sample File,C:\Users\fvanden\Documents\AIMdata\SMPS - Copy\170320b.1.S82,
AIM Version,10.3.0.3
Classifier Model,3082       ,Classifier S/N,3082001651003   ,Classifier Firmware Version,2.10
Neutralizer Model,3088,Neutralizer S/N,3088011703001
Impactor (cm),0.0508,Impactor S/N,5080134
DMA Model,3081,DMA S/N,3081A1651001
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3776 Low Flow,Detector S/N,3776165002, 
Detector Sample Flow (L/min),0.05,Detector Inlet Flow (L/min),0.30
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),30.00
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,Raw Counts
Weight,Number
54,17/3/2020,19:49:13,21.0,101.6,44.7,6.65253e-008,1.82289e-005,,0.000,2.000,1.000,0.000,4.000,4.000,3.000,6.000,6.000,5.000,10.000,7.000,7.000,6.000,11.000,10.000,8.000,16.000,9.000,13.000,5.000,10.000,18.000,9.000,15.000,18.000,17.000,22.785,16.215,19.000,27.000,24.000,29.000,25.000,36.000,21.000,35.000,33.000,21.000,47.000,29.000,29.000,24.000,26.000,27.000,26.000,50.000,31.000,33.000,37.000,34.000,37.000,35.000,28.000,27.000,31.000,38.000,36.000,34.000,29.000,34.000,28.000,32.000,22.000,18.927,29.073,24.000,23.000,35.000,30.000,46.000,36.527,28.473,23.000,24.000,19.734,19.266,11.000,11.000,15.000,4.000,6.000,8.000,6.000,5.000,1.000,3.495,3.505,3.000,2.000,0.342,1.658,1.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.316,0.00,10.23,9598.93, 13.3,749.9,1.000,1.81,7.48,788.2,ON,67.024,86.536,66.708,55.232,2.083,2.547054e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
55,17/3/2020,19:55:13,20.9,101.6,44.9,6.64965e-008,1.82241e-005,,2.000,1.000,3.000,1.000,1.000,1.000,4.966,7.035,3.000,6.000,4.000,7.000,13.000,8.000,6.000,7.689,10.311,13.000,15.000,8.749,9.251,11.528,11.472,15.000,17.000,14.000,21.000,22.000,20.000,18.000,13.000,32.000,28.000,25.000,29.000,25.000,29.816,30.184,31.000,34.000,27.000,27.000,38.041,31.959,37.640,37.011,36.349,30.010,33.990,29.000,40.000,24.000,38.000,30.000,21.000,29.000,26.000,37.000,33.000,28.000,27.000,29.000,28.000,20.611,20.390,27.000,18.571,39.429,25.000,27.000,29.000,18.000,23.000,29.000,18.000,18.000,21.000,13.000,7.000,10.000,11.000,8.056,7.944,11.000,2.000,5.000,1.000,5.810,0.190,2.000,2.000,0.000,1.000,0.000,3.000,0.000,1.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,300,4,50,1,3.000,0.315,0.00,10.23,9597.33, 13.3,749.9,1.000,1.81,7.49,789.5,ON,64.778,86.955,65.926,41.418,2.102,2.473425e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
56,17/3/2020,20:01:13,20.9,101.6,45.0,6.64965e-008,1.82241e-005,,2.000,1.000,0.000,1.000,0.000,2.000,8.000,5.000,9.000,6.000,10.000,9.000,10.000,3.000,10.000,6.000,11.000,4.000,12.000,16.000,14.000,18.000,21.000,17.000,18.000,19.000,20.000,18.000,23.000,18.000,32.000,20.000,21.000,32.000,28.000,24.000,21.000,31.000,31.000,25.000,18.000,26.000,32.104,25.896,32.701,29.299,19.172,40.828,30.000,25.000,28.351,32.649,33.000,36.000,32.000,29.000,18.000,24.000,32.000,42.055,28.945,21.000,20.000,24.651,26.349,23.000,28.000,28.000,26.000,33.000,32.000,27.000,24.961,31.039,21.000,22.000,17.000,12.000,12.000,11.000,11.000,11.000,5.000,9.000,2.000,6.000,1.000,3.000,1.000,1.000,3.000,1.000,0.000,0.000,1.000,1.000,3.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,300,4,50,1,3.000,0.314,0.00,10.23,9597.57, 13.3,749.9,1.000,1.81,7.49,790.9,ON,63.512,85.961,64.813,39.954,2.131,2.481719e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
57,17/3/2020,20:07:13,20.8,101.6,45.1,6.64677e-008,1.82193e-005,,0.000,1.000,2.000,0.000,2.000,3.123,8.877,13.000,8.831,8.169,18.000,11.000,9.000,17.000,19.000,24.000,14.000,17.000,16.000,17.000,22.000,20.000,22.786,15.214,15.000,12.000,20.000,22.000,18.000,14.000,22.786,22.214,18.513,20.487,25.000,26.000,32.000,21.000,29.000,27.000,17.000,25.000,29.000,26.996,27.004,25.000,27.031,25.969,28.000,31.000,24.000,23.000,21.000,39.000,27.870,30.130,23.000,13.816,28.475,29.709,25.000,29.000,33.000,20.000,20.000,22.000,25.000,29.000,37.000,29.000,35.000,28.000,29.000,36.000,19.000,24.000,16.000,19.000,10.000,7.000,8.000,13.000,8.000,5.000,7.000,9.000,5.000,0.000,4.000,1.000,2.000,1.000,0.000,2.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.320,0.00,10.23,9595.97, 13.3,749.9,1.000,1.81,7.48,782.7,ON,56.313,81.792,59.427,23.291,2.233,2.578416e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
58,17/3/2020,20:13:13,20.8,101.6,45.3,6.64677e-008,1.82193e-005,,0.000,0.000,0.000,3.000,1.000,2.000,2.000,10.000,8.000,3.000,5.000,6.773,2.227,5.000,6.000,3.000,4.000,8.000,11.000,10.000,13.000,14.661,11.339,15.000,8.000,20.000,22.000,8.000,17.000,16.000,25.168,17.832,21.000,26.000,19.000,30.000,31.000,16.000,28.000,28.000,36.000,21.000,39.000,31.000,25.000,23.000,25.000,25.000,33.000,28.000,31.000,36.000,34.000,28.000,18.000,27.000,30.000,32.000,37.036,26.964,38.000,27.324,37.676,36.000,22.000,17.000,47.000,32.605,23.953,30.443,23.689,24.163,22.148,30.000,41.000,17.000,18.416,16.584,14.000,11.000,15.000,12.000,9.873,8.127,2.000,6.000,3.000,6.000,2.000,0.000,1.000,1.000,2.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.315,0.00,10.23,9594.50, 13.3,749.9,1.000,1.81,7.49,789.4,ON,72.531,93.678,72.055,145.902,2.098,2.349571e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
59,17/3/2020,20:19:13,20.8,101.6,45.4,6.64677e-008,1.82193e-005,,1.000,0.000,1.000,1.000,0.000,3.000,2.000,3.000,6.000,8.000,5.000,7.000,6.000,11.000,12.000,10.000,10.000,11.000,12.000,13.000,13.966,11.034,13.000,24.000,12.000,10.477,15.523,12.000,26.000,20.000,13.244,17.756,20.000,28.295,25.705,31.000,22.000,36.000,20.000,29.000,36.000,31.000,31.000,40.000,25.000,46.000,32.381,29.619,33.000,24.000,31.000,37.000,24.627,32.373,32.168,33.832,39.000,30.096,28.905,32.000,29.000,33.000,25.442,32.558,24.000,29.000,29.000,31.000,19.000,31.000,31.000,31.000,30.000,22.000,25.000,24.000,20.000,17.000,16.000,16.000,10.000,7.000,5.000,6.000,7.000,4.000,4.000,7.000,2.000,3.000,0.000,1.000,2.000,1.000,2.000,3.000,0.000,0.000,1.000,0.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9595.73, 13.3,749.9,1.000,1.81,7.49,790.8,ON,68.415,90.712,69.158,68.539,2.108,2.516034e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
60,17/3/2020,20:25:13,20.7,101.6,45.5,6.64389e-008,1.82145e-005,,2.000,0.000,3.000,2.000,4.000,2.000,4.000,3.000,10.000,9.000,6.000,9.000,11.000,10.000,13.000,11.000,12.000,8.000,13.000,11.000,13.000,17.881,12.119,20.000,15.000,14.000,11.000,21.427,22.969,22.604,21.000,13.000,37.000,18.000,24.457,24.602,40.941,25.000,28.000,28.000,32.920,32.080,36.000,29.000,31.000,38.000,31.000,29.000,29.000,32.000,30.000,28.000,36.834,51.166,20.373,35.710,32.917,31.000,31.000,30.000,26.000,27.000,23.000,37.000,38.000,31.000,29.000,27.000,39.000,28.000,24.000,39.000,26.000,31.505,26.495,26.000,20.000,17.000,15.980,15.020,5.000,11.000,8.000,8.000,10.000,4.000,6.000,3.000,2.000,0.000,1.000,2.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9594.13, 13.3,749.9,1.000,1.81,7.49,790.7,ON,66.293,88.146,66.504,49.581,2.150,2.666526e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
61,17/3/2020,20:31:13,20.7,101.6,45.7,6.64389e-008,1.82145e-005,,0.000,0.000,0.000,1.000,4.000,2.000,3.000,1.000,4.000,1.000,5.000,2.000,8.000,8.000,12.157,8.843,8.000,11.000,8.950,12.050,13.000,16.000,16.047,10.953,13.000,19.000,20.000,16.000,21.000,26.000,23.000,30.000,20.000,20.000,43.000,25.130,28.870,43.000,39.000,35.000,27.000,38.000,32.000,36.634,23.366,31.000,45.000,32.086,29.914,28.000,24.000,30.000,32.886,27.114,26.000,22.000,28.000,30.000,32.000,29.976,25.024,31.000,24.669,32.331,31.000,26.226,31.774,29.000,35.000,29.814,27.187,33.000,43.000,28.000,30.844,23.157,14.000,16.000,17.000,13.051,9.949,15.000,13.000,8.000,9.000,6.000,4.000,6.000,2.000,7.000,1.000,0.000,1.000,0.000,3.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.313,0.00,10.23,9594.13, 13.3,749.9,1.000,1.81,7.49,792.1,ON,67.762,93.072,71.197,46.138,2.087,2.587919e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
62,17/3/2020,20:37:13,20.7,101.6,45.8,6.64389e-008,1.82145e-005,,0.000,1.000,1.000,3.000,3.000,4.000,4.000,2.000,1.000,4.000,6.000,9.000,8.000,7.999,16.001,11.000,15.000,9.000,16.041,18.959,8.000,12.000,12.000,12.000,14.000,16.000,17.000,13.000,15.000,16.000,19.000,21.000,25.000,25.625,35.375,34.000,28.000,39.000,25.000,37.000,37.000,25.000,31.000,35.000,29.000,34.000,31.000,34.000,40.000,31.616,29.086,32.298,37.000,17.000,26.000,36.000,32.000,22.388,31.612,20.533,28.467,19.000,34.710,26.574,33.716,29.000,28.000,30.000,26.000,39.000,23.000,26.096,28.822,28.083,29.000,20.225,27.775,29.000,15.000,17.076,10.924,8.000,9.000,9.000,6.701,2.299,3.000,3.000,3.000,3.000,2.000,0.000,1.000,0.000,2.000,2.000,0.000,2.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.312,0.00,10.23,9594.37, 13.3,749.9,1.000,1.81,7.49,793.5,ON,66.887,91.456,68.748,51.397,2.143,2.595693e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
63,17/3/2020,20:43:13,20.7,101.6,45.9,6.64389e-008,1.82145e-005,,0.000,0.000,1.000,1.000,3.000,5.000,9.000,6.000,14.000,13.000,9.282,18.718,16.000,18.000,22.000,29.000,34.000,37.000,39.000,54.000,51.000,75.001,65.000,52.000,80.000,87.630,88.371,97.428,87.970,93.604,89.001,102.446,81.555,82.479,63.522,64.000,80.000,87.000,62.928,70.072,61.920,74.080,60.000,44.000,54.000,43.000,48.000,41.486,36.514,47.506,35.495,35.000,39.000,31.000,44.000,36.083,42.917,31.295,41.706,27.000,37.000,38.786,42.841,27.373,42.000,34.000,24.000,30.000,29.000,34.779,39.221,20.000,30.000,27.000,26.000,28.000,16.000,15.000,14.000,16.000,14.000,9.000,9.000,6.000,2.000,8.000,4.000,3.000,3.000,6.000,3.000,1.000,0.000,0.000,1.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9594.62, 13.3,749.9,1.000,1.81,7.49,790.7,ON,42.608,64.123,49.950,35.866,1.929,5.458878e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
64,17/3/2020,20:49:13,20.6,101.6,46.0,6.64102e-008,1.82097e-005,,1.000,0.000,0.000,1.000,3.000,1.000,4.000,5.000,7.000,9.000,3.000,4.000,14.000,9.000,13.000,16.000,7.000,11.000,12.000,15.000,24.000,14.000,13.000,17.000,20.000,14.782,27.218,20.000,11.000,29.000,32.000,32.000,31.000,38.000,41.000,48.000,33.000,28.272,19.728,29.000,36.000,22.000,35.719,40.281,27.000,31.000,25.000,34.000,35.000,23.000,33.000,33.251,27.791,23.958,29.000,38.000,29.265,36.736,36.000,39.000,36.000,32.000,34.000,41.195,41.521,26.284,38.000,27.000,24.914,32.021,33.090,34.152,30.207,32.617,26.000,28.292,27.391,15.317,16.000,13.000,12.000,13.000,18.000,13.000,6.000,4.000,9.000,5.000,7.000,0.000,5.000,3.000,3.000,0.000,0.000,1.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9592.28, 13.3,749.9,1.000,1.81,7.49,790.6,ON,64.844,90.800,68.393,47.829,2.138,2.869346e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
65,17/3/2020,20:55:13,20.6,101.6,46.0,6.64102e-008,1.82097e-005,,0.000,0.000,0.000,3.000,1.000,2.000,2.000,2.000,2.000,2.000,5.000,5.000,7.000,3.000,1.000,5.000,7.000,9.000,16.000,15.000,19.000,22.000,12.000,12.000,10.000,21.000,22.000,19.000,20.000,26.000,18.000,34.000,30.000,21.325,25.675,33.000,28.000,30.000,40.000,39.000,33.000,59.000,41.719,42.281,36.000,28.000,26.000,26.000,39.013,34.988,38.605,20.395,32.000,36.000,32.000,39.000,32.000,22.000,40.000,32.000,24.000,36.000,23.812,26.383,34.805,28.361,45.639,22.000,27.000,42.935,29.065,22.176,26.824,23.640,32.248,28.112,21.683,16.317,21.000,12.000,14.000,7.000,13.000,11.000,8.000,9.000,4.000,3.000,6.000,2.000,2.000,3.000,0.000,0.000,0.000,3.000,1.000,1.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9592.28, 13.3,749.9,1.000,1.81,7.49,790.6,ON,67.357,92.880,72.146,59.352,2.042,2.664948e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
66,17/3/2020,21:01:13,20.7,101.6,46.1,6.64389e-008,1.82145e-005,,0.000,0.000,1.000,3.000,1.000,1.000,0.000,1.000,3.000,9.000,6.000,8.000,7.000,7.000,9.000,13.000,6.710,10.290,11.000,14.000,16.000,10.794,10.206,8.000,21.738,16.262,25.000,18.000,24.317,21.683,19.000,36.000,26.000,35.000,38.000,32.000,23.000,35.008,32.992,20.000,43.000,33.000,33.000,30.000,31.111,37.890,36.000,44.429,33.312,32.259,43.000,22.990,40.010,34.000,32.000,33.000,37.000,36.000,30.000,33.000,34.000,28.000,31.171,36.802,35.027,35.000,33.000,28.000,31.000,33.000,31.000,31.000,32.000,40.000,32.784,22.216,25.000,22.000,18.000,20.000,12.000,6.000,7.000,7.000,17.000,7.000,5.000,0.000,4.000,1.000,2.000,3.000,2.000,5.000,2.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.315,0.00,10.23,9594.13, 13.3,749.9,1.000,1.81,7.49,789.3,ON,70.761,94.093,72.087,57.255,2.089,2.764696e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
67,17/3/2020,21:07:13,20.7,101.6,46.2,6.64389e-008,1.82145e-005,,0.000,0.000,0.000,0.000,2.000,1.000,2.000,2.000,2.000,3.000,5.000,5.000,8.000,7.000,10.000,11.000,9.000,25.430,10.570,15.084,17.916,11.000,22.000,21.000,16.000,19.000,17.000,23.000,26.000,31.000,27.000,18.000,42.000,31.479,38.978,30.602,47.941,29.000,44.000,32.000,32.920,33.080,39.000,44.000,25.000,34.000,35.000,34.000,42.000,41.000,45.000,38.043,34.626,31.331,36.000,35.166,37.834,27.000,16.000,30.000,32.000,30.000,37.000,41.000,44.000,25.187,35.760,37.053,18.753,32.247,31.000,35.000,26.000,28.000,28.000,25.000,15.000,21.004,18.996,14.000,10.000,14.000,8.000,11.000,6.000,6.000,3.000,3.000,3.000,2.000,1.000,4.000,1.000,0.000,1.000,1.000,3.000,0.000,0.000,1.000,0.000,0.000,0.000,0.856,0.144,0.000,0.000,0.000,0.000,1.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9593.88, 13.3,749.9,1.000,1.81,7.49,790.7,ON,65.385,89.211,68.975,49.581,2.043,2.868777e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
68,17/3/2020,21:13:13,20.7,101.6,46.2,6.64389e-008,1.82145e-005,,0.000,3.000,0.000,3.000,1.000,5.000,1.000,3.000,6.000,3.000,5.000,6.949,11.051,7.000,9.000,6.000,6.000,18.000,18.000,13.000,18.000,15.881,24.119,18.000,23.000,24.000,15.000,29.000,20.000,25.063,39.937,26.000,33.000,39.000,54.000,32.000,41.000,43.000,48.464,35.536,52.000,35.000,39.000,48.000,37.116,22.884,46.000,38.000,42.000,34.000,37.594,30.407,31.835,31.116,33.049,26.000,38.000,39.000,34.000,34.000,43.326,35.674,38.000,35.000,19.000,33.000,32.000,37.806,34.947,39.247,29.000,25.030,29.970,23.000,12.000,28.000,14.000,22.000,20.000,16.000,16.615,12.385,14.000,13.000,7.000,5.000,5.000,8.952,2.359,3.689,3.517,5.483,5.000,1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9594.13, 13.3,749.9,1.000,1.81,7.49,790.7,ON,63.101,89.985,67.945,46.138,2.097,3.087200e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
69,17/3/2020,21:19:13,20.7,101.6,46.2,6.64389e-008,1.82145e-005,,0.000,1.000,1.000,0.000,3.000,1.000,8.000,8.000,8.000,10.000,12.000,12.000,15.000,15.000,21.000,14.000,22.000,14.000,31.000,23.084,21.010,31.907,34.000,23.000,44.000,27.000,35.000,32.427,36.573,33.000,31.000,38.000,40.000,43.000,42.000,44.000,37.540,34.537,37.388,46.536,31.920,28.080,43.000,40.000,39.116,33.884,34.000,41.000,40.000,39.000,36.000,33.000,28.834,33.166,40.000,25.083,27.917,30.000,27.521,37.922,27.883,38.674,47.627,29.373,17.000,31.000,32.000,37.000,31.000,30.779,24.221,30.030,25.970,36.000,21.000,37.000,27.000,15.000,26.000,20.000,17.000,7.000,6.000,7.000,8.659,7.341,9.000,4.000,3.000,4.000,1.000,4.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9594.13, 13.3,749.9,1.000,1.81,7.49,790.7,ON,53.847,80.814,59.641,32.197,2.142,3.482922e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
70,17/3/2020,21:25:13,20.7,101.6,46.2,6.64389e-008,1.82145e-005,,0.000,0.000,0.000,1.000,1.000,3.000,6.000,1.000,1.000,7.000,10.000,7.000,12.000,13.000,9.000,11.000,8.000,22.000,18.000,18.000,19.000,22.000,29.000,31.000,41.000,29.000,32.000,52.428,25.573,33.063,32.937,33.000,40.137,37.341,48.979,42.543,41.000,56.000,48.464,44.536,51.000,39.000,45.514,36.058,56.544,41.884,42.000,37.000,38.000,40.000,42.000,38.000,29.834,38.166,32.373,32.627,31.000,43.000,21.000,29.000,37.000,37.000,32.000,42.000,29.000,25.000,29.000,25.000,31.000,19.000,29.000,30.031,22.970,28.000,32.000,30.000,22.564,22.440,21.996,23.000,18.000,12.000,16.000,6.000,8.000,8.000,5.000,4.000,5.000,1.000,5.000,1.000,2.000,5.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9594.13, 13.3,749.9,1.000,1.81,7.49,790.7,ON,57.752,83.311,63.591,35.866,2.055,3.411972e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
71,17/3/2020,21:31:13,20.7,101.6,46.3,6.64389e-008,1.82145e-005,,0.000,0.000,1.000,0.000,1.000,2.000,4.000,2.000,3.000,3.000,3.000,9.147,12.853,10.000,11.000,14.000,12.000,18.000,23.000,20.000,32.270,30.785,18.945,37.000,35.000,29.000,34.000,47.000,42.000,49.000,45.570,37.430,41.000,40.000,47.000,51.000,37.000,43.000,56.000,43.000,54.051,42.950,31.000,35.696,48.542,38.763,51.000,36.000,37.000,38.000,34.702,37.298,40.938,32.062,30.000,40.000,39.158,36.842,31.000,35.000,36.000,36.956,31.754,28.290,36.617,43.383,27.000,31.000,19.824,30.176,29.941,41.059,29.000,33.000,32.000,37.000,23.620,23.380,32.000,13.000,16.000,21.000,11.000,7.000,6.000,5.000,8.000,6.000,3.000,3.000,4.000,2.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.312,0.00,10.23,9594.13, 13.3,749.9,1.000,1.81,7.49,793.5,ON,57.081,83.728,63.863,35.866,2.054,3.594817e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
72,17/3/2020,21:37:13,20.7,101.6,46.3,6.64389e-008,1.82145e-005,,1.000,1.000,1.000,2.000,3.000,5.000,13.000,8.000,14.000,10.000,12.000,15.555,11.445,19.000,29.000,21.000,35.000,32.064,47.936,43.000,46.000,46.000,54.000,65.001,59.000,74.302,70.544,75.264,66.892,82.754,98.248,101.291,92.710,110.001,87.171,98.831,82.993,79.008,65.196,81.805,77.001,76.000,74.000,57.326,59.675,53.890,46.110,58.000,37.000,42.000,40.378,42.622,34.627,31.373,38.000,39.889,36.111,30.000,37.579,38.687,30.734,36.000,33.000,34.000,36.000,25.034,44.966,42.661,22.340,31.000,30.479,33.521,29.000,30.764,28.236,22.052,27.948,27.000,24.000,25.000,13.000,19.000,13.000,10.000,8.000,6.000,6.000,8.000,3.000,2.000,5.453,2.547,0.000,0.000,1.000,2.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.318,0.00,10.23,9594.62, 13.3,749.9,1.000,1.81,7.48,785.3,ON,45.522,67.844,52.256,44.508,1.968,5.485316e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
73,17/3/2020,21:43:13,20.7,101.6,46.3,6.64389e-008,1.82145e-005,,0.000,0.000,0.000,0.000,4.000,1.000,2.000,8.000,11.000,5.000,12.000,11.949,14.051,12.000,12.000,25.000,12.000,22.000,35.000,34.000,30.000,37.000,43.000,28.000,38.000,40.000,42.168,50.832,37.000,44.000,50.000,52.000,51.000,40.000,47.000,57.059,48.212,52.730,55.000,44.000,53.000,38.000,44.000,44.000,52.000,47.127,45.462,44.410,35.000,43.000,41.000,44.000,34.000,31.000,36.373,27.627,26.000,33.589,31.411,24.000,34.000,33.000,28.000,34.000,41.000,29.000,25.000,24.000,35.000,32.000,29.000,25.000,30.000,34.000,22.000,29.000,21.000,23.000,25.000,20.000,15.000,10.000,14.000,17.000,10.000,10.000,5.000,2.000,4.000,6.000,3.000,6.000,0.000,3.000,0.000,0.000,3.000,2.000,1.000,0.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9593.14, 13.3,749.9,1.000,1.81,7.49,790.7,ON,52.062,79.365,59.018,35.866,2.091,3.912079e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
74,17/3/2020,21:49:13,20.7,101.6,46.3,6.64389e-008,1.82145e-005,,1.000,0.000,2.000,0.000,1.000,1.000,2.000,6.000,8.000,9.000,8.000,15.000,5.000,16.000,16.000,19.000,31.000,20.000,22.000,33.000,20.000,28.000,38.352,43.648,46.000,43.000,53.000,57.348,47.970,58.683,51.681,60.319,64.063,49.343,49.595,50.000,52.000,55.000,35.793,60.207,54.855,48.145,37.451,42.549,42.000,41.000,30.531,55.469,39.741,21.259,24.000,39.000,41.000,39.000,43.000,34.000,27.000,33.000,36.000,31.000,35.000,26.000,33.000,38.000,26.000,34.000,28.000,25.000,22.000,34.000,29.840,26.160,23.000,27.000,17.784,20.216,26.000,26.000,25.000,20.000,20.000,15.000,16.000,15.000,8.000,4.000,7.000,9.000,6.000,6.000,2.000,4.000,1.000,3.000,2.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,300,4,50,1,3.000,0.315,0.00,10.23,9594.13, 13.3,749.9,1.000,1.81,7.49,789.3,ON,50.094,77.785,58.149,35.866,2.069,3.963663e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
75,17/3/2020,21:55:14,20.7,101.6,46.4,6.64389e-008,1.82145e-005,,0.000,0.000,0.000,2.000,2.000,3.000,3.000,4.000,7.000,6.000,6.000,15.000,11.000,19.000,14.000,23.000,27.000,18.000,31.000,27.000,29.000,36.708,34.292,32.000,36.000,66.000,38.000,42.001,50.000,56.000,53.000,45.000,57.000,65.333,60.981,37.604,46.214,56.749,45.120,52.000,39.000,48.000,47.389,53.612,55.000,48.000,40.000,50.000,38.684,40.316,40.000,43.937,32.063,38.000,29.000,35.986,35.014,33.000,34.000,30.000,31.000,39.000,34.544,25.456,32.000,26.000,41.000,29.733,29.267,24.000,32.000,17.000,28.000,25.000,23.000,24.000,18.000,15.000,21.000,18.000,15.000,16.000,14.000,17.000,9.000,6.000,5.000,3.000,7.000,2.000,3.000,4.000,0.000,1.000,2.000,0.000,1.000,1.000,0.000,2.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.316,0.00,10.23,9593.88, 13.3,749.9,1.000,1.81,7.48,788.0,ON,50.987,76.351,57.761,33.376,2.042,3.954319e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
