Sample File,C:\Users\fvanden\Documents\AIMdata\SMPS - Copy\2800720.2.S82,
AIM Version,10.3.0.3
Classifier Model,3082       ,Classifier S/N,3082001651003   ,Classifier Firmware Version,2.10
Neutralizer Model,3088,Neutralizer S/N,3088011703001
Impactor (cm),0.0508,Impactor S/N,5080134
DMA Model,3081,DMA S/N,3081A1651001
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3775 Low Flow,Detector S/N,3775141101, 
Detector Sample Flow (L/min),0.30,Detector Inlet Flow (L/min),0.30
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.00
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,dw/dlogDp
Weight,Number
108,28/7/2020,23:06:12,25.8,101.0,33.0,6.83118e-008,1.84579e-005,,86.708,0.000,119.430,267.684,220.230,604.831,410.900,957.183,955.685,1361.138,1537.194,1405.580,2137.079,2280.366,2706.190,3771.177,3935.566,4988.768,5649.037,6254.069,7111.076,8558.307,9020.935,9030.287,9954.263,11970.393,11599.431,12171.476,11819.955,11289.331,12222.945,10090.617,9604.999,8141.650,7173.152,6137.186,5009.192,4238.743,3337.371,2583.733,1910.906,1731.271,1685.155,1395.668,1555.179,1329.983,1405.045,1353.756,1427.758,1383.652,1101.294,1435.309,1712.065,1358.334,1884.467,1690.308,1677.888,1452.275,1556.293,1591.253,1628.267,1310.741,1466.321,1300.975,1227.108,1258.685,1165.461,795.394,884.746,702.701,672.728,539.117,414.445,506.242,353.795,317.394,406.442,256.917,300.388,206.106,220.210,283.958,212.833,126.373,76.544,103.546,104.558,26.529,67.330,27.206,0.000,28.069,14.260,43.481,14.653,14.900,30.316,15.421,0.000,0.000,0.000,16.478,0.000,0.000,0.000,0.000,0.000,18.437,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9670.90, 13.3,749.9,1.000,2.79,7.42,757.0,ON,37.677,49.310,41.901,39.954,1.668,4.039231e+003,,MASIN,,,,,Normal Scan,
109,28/7/2020,23:12:12,25.8,101.0,33.1,6.83118e-008,1.84579e-005,,0.000,124.575,79.620,267.694,258.015,497.362,650.590,957.170,732.675,1322.160,1872.012,1865.595,2441.402,2773.980,3060.937,3394.718,4193.693,4962.668,5011.107,6823.055,7696.028,7899.828,9394.053,9879.788,11199.071,11502.564,11273.696,11736.399,10842.967,11615.125,11116.211,10663.238,9559.922,8594.624,8122.776,6746.077,5768.484,4606.636,3519.258,3166.389,2430.362,1892.049,1724.882,1440.023,1704.276,1405.968,1304.657,1650.538,1606.161,1522.522,1717.223,1726.638,1674.649,1722.096,1542.412,1526.851,1595.518,1689.476,1654.148,1519.386,1695.497,1583.376,1442.079,1504.067,1232.884,1154.984,992.778,942.605,780.971,745.082,688.613,539.655,483.485,359.527,384.578,376.170,365.971,464.482,264.345,157.607,171.272,259.266,131.220,170.841,87.857,79.123,78.416,66.323,40.398,54.412,13.815,14.034,28.520,43.481,14.653,29.801,0.000,43.524,18.485,0.000,0.000,16.478,16.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9670.66, 13.3,749.9,1.000,2.79,7.42,757.0,ON,37.942,49.426,42.035,35.866,1.669,4.168429e+003,,MASIN,,,,,Normal Scan,
110,28/7/2020,23:18:12,25.8,101.0,33.1,6.83118e-008,1.84579e-005,,0.000,83.294,79.853,38.353,147.868,320.675,652.522,562.737,575.091,863.458,1490.067,1380.902,2338.178,2260.136,2641.741,3341.985,4708.842,4991.149,5315.596,5718.012,6773.456,7391.353,9161.119,9926.003,10107.998,11286.441,11836.389,11672.907,11517.739,12406.073,12096.487,11884.239,10442.169,9501.417,8536.799,6773.291,5714.217,5247.567,3796.006,3395.110,2689.883,2278.176,1704.793,1785.181,1547.351,1309.330,1497.987,1426.449,1366.691,1425.771,1736.469,1725.324,1820.767,1717.296,1564.755,1381.363,1367.628,1496.323,1560.742,1505.262,1580.401,1573.379,1392.990,1277.577,1431.999,1452.393,972.471,1021.172,877.067,692.971,537.912,586.094,450.057,349.162,490.897,353.694,331.515,258.623,401.872,279.667,245.399,260.029,326.474,101.395,204.716,42.100,88.565,66.517,40.516,27.286,0.000,0.000,14.302,14.536,44.088,29.888,2.788,12.630,0.000,0.000,32.445,16.526,16.842,0.000,0.000,0.000,18.110,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.342,0.00,10.10,9670.66, 13.3,749.9,1.000,2.79,7.43,758.2,ON,38.612,49.995,42.669,38.542,1.656,4.184404e+003,,MASIN,,,,,Normal Scan,
111,28/7/2020,23:24:12,25.8,101.0,33.1,6.83118e-008,1.84579e-005,,0.000,124.575,39.810,114.723,258.013,390.783,379.115,723.748,913.270,1301.588,1247.988,1722.183,1747.507,2500.342,2728.014,3301.976,4605.157,5230.677,5425.330,5948.549,7191.195,7764.537,8607.476,9583.582,10720.507,10988.578,11514.007,12229.990,12308.818,12392.856,11988.261,11132.206,10658.476,10229.791,8863.198,7084.579,6437.951,5283.788,4255.873,3517.197,2744.482,2378.560,2164.732,1807.958,1773.661,1708.506,1456.673,1524.049,1559.988,2048.182,1629.722,1666.254,1675.749,1781.084,1768.956,1978.962,1861.848,2139.452,1840.406,1920.922,1740.786,1844.683,1774.864,1451.680,1548.725,1241.678,1086.560,1033.180,1065.847,1009.584,627.626,721.912,656.073,591.632,431.187,411.899,483.569,309.650,336.440,259.475,386.571,234.572,200.319,164.287,102.062,142.374,65.346,92.852,148.125,81.617,82.894,14.034,42.780,14.494,40.049,18.877,15.156,30.842,0.000,31.961,32.351,16.478,0.000,0.000,17.460,0.000,18.057,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9670.90, 13.3,749.9,1.000,2.79,7.42,757.0,ON,38.996,51.706,43.625,38.542,1.689,4.367296e+003,,MASIN,,,,,Normal Scan,
112,28/7/2020,23:30:12,25.8,101.0,33.2,6.83118e-008,1.84579e-005,,0.000,41.525,199.050,76.482,331.731,319.733,410.906,627.113,923.817,1229.907,1766.496,1851.652,2259.021,2978.046,3137.002,3303.923,4166.944,4768.483,5866.210,6254.026,6722.871,8036.918,8244.231,9920.350,11057.419,11719.691,11940.346,13518.331,12848.289,12715.205,12239.295,12271.603,11061.131,10215.851,9685.653,8493.196,6561.693,5881.237,5117.209,3621.988,3131.233,2514.630,2395.159,1828.884,1540.990,1834.988,1504.130,1574.860,1604.971,1897.173,1563.184,1567.209,1538.649,2208.937,1548.073,1533.541,1605.179,1657.811,1772.062,1704.631,1668.571,1665.621,1519.090,1440.411,1257.774,1336.259,992.184,860.387,660.255,882.646,843.358,711.540,621.337,324.936,524.413,305.638,351.906,271.731,232.795,283.724,219.800,155.955,206.340,95.017,151.646,66.180,52.277,53.058,0.000,40.808,41.445,42.102,28.520,28.988,14.653,14.900,60.625,30.842,15.696,0.000,16.175,0.000,0.000,17.120,17.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9670.66, 13.3,749.9,1.000,2.79,7.42,757.0,ON,38.843,49.753,42.685,35.866,1.646,4.484923e+003,,MASIN,,,,,Normal Scan,
113,28/7/2020,23:36:12,25.7,101.0,33.2,6.82828e-008,1.84531e-005,,0.000,0.000,119.424,144.421,266.227,319.718,308.157,561.072,860.077,1383.575,1129.078,1351.345,1975.059,2307.289,3087.794,3674.285,4222.666,5375.113,5510.858,7024.515,6730.108,7542.285,8770.298,9253.339,10171.671,10793.145,11596.751,12292.975,12731.856,12941.040,12269.061,12146.460,11121.818,9857.693,8831.485,7944.684,6169.761,5108.487,4190.536,3547.325,3255.161,2849.513,2204.387,1865.226,2139.936,1798.385,1724.281,1569.348,1694.681,1762.903,1591.847,1721.835,1687.694,1841.625,1838.042,1538.156,1508.279,1968.493,1690.604,1613.565,1557.917,1347.013,1804.118,1477.794,1104.558,1015.644,991.099,668.904,735.648,534.097,674.444,537.326,460.216,449.999,375.478,378.099,352.183,297.722,216.269,254.582,220.195,222.219,175.265,139.003,76.540,51.770,65.343,53.055,26.930,54.408,41.443,14.033,57.038,14.493,43.957,14.900,45.466,30.841,0.000,15.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9668.85, 13.3,749.9,1.000,2.79,7.42,756.9,ON,38.884,49.583,42.696,38.542,1.638,4.345178e+003,,MASIN,,,,,Normal Scan,
114,28/7/2020,23:42:12,25.8,101.0,33.2,6.83118e-008,1.84579e-005,,0.000,83.050,199.050,344.168,589.745,781.574,1098.214,1086.836,1327.408,1639.834,1961.138,2238.548,2635.653,2586.171,3840.438,3828.553,4103.467,4996.027,5459.911,6516.345,7482.964,8062.649,9030.343,9486.669,10585.120,10347.717,11209.420,11957.712,12390.799,12526.306,11763.226,11096.792,11281.106,9998.689,8998.765,8212.418,6720.492,5724.065,4332.773,4051.995,3037.324,2809.965,2446.893,2303.697,1909.975,1911.162,1824.687,2005.183,1765.470,1724.064,1697.945,2128.944,1864.636,2143.383,2049.713,1935.841,1460.958,1880.820,1658.792,1699.407,1843.924,1689.919,1682.661,1556.016,1430.979,1149.468,1161.924,952.822,759.438,835.536,610.278,630.219,552.514,448.202,400.411,517.236,330.553,404.927,396.517,351.587,281.386,234.580,237.878,164.287,127.575,80.551,88.564,106.116,53.864,27.206,27.630,56.138,42.780,28.988,29.306,0.000,15.156,15.421,15.696,0.000,16.175,16.478,0.000,0.000,0.000,17.693,0.000,0.000,18.698,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9670.66, 13.3,749.9,1.000,2.79,7.42,757.0,ON,38.886,50.454,42.759,38.542,1.684,4.535036e+003,,MASIN,,,,,Normal Scan,
115,28/7/2020,23:48:12,25.7,101.0,33.3,6.82828e-008,1.84531e-005,,86.704,83.046,437.887,297.377,303.084,785.894,890.072,1151.306,1711.433,1924.897,2099.828,2297.941,2557.926,2889.766,3277.350,3699.289,4483.111,4964.984,6034.094,6558.242,6867.846,8279.090,8639.083,8921.612,11407.096,10595.278,11119.829,12040.343,12587.051,12771.158,12657.971,11878.003,10827.846,10258.664,8853.164,8576.214,7001.717,6111.688,4713.223,3710.556,3275.631,3025.823,2462.431,2087.043,2145.043,1937.719,1617.125,2076.139,1875.963,1972.665,1996.305,1807.090,1811.916,1806.547,1679.782,1907.861,1871.708,1813.331,1589.473,1520.331,1718.385,1521.199,1359.279,1259.384,1374.411,990.743,1115.705,1112.224,746.187,693.203,536.309,561.443,379.678,498.990,337.936,223.333,270.698,429.542,360.458,230.339,171.263,197.524,187.788,126.367,89.296,103.542,78.411,79.584,26.931,27.204,55.258,70.166,14.259,28.986,14.652,0.000,15.155,0.000,15.695,15.980,16.174,0.000,16.792,0.000,0.000,17.692,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9668.85, 13.3,749.9,1.000,2.79,7.42,756.9,ON,38.824,49.220,42.171,38.542,1.658,4.558121e+003,,MASIN,,,,,Normal Scan,
116,28/7/2020,23:54:12,25.7,101.0,33.3,6.82828e-008,1.84531e-005,,86.704,83.046,39.808,114.717,221.425,319.459,414.882,557.203,1083.097,871.048,1231.989,1468.769,1415.388,2644.422,2797.594,3575.794,3998.820,4516.942,5008.246,5810.511,6644.192,6970.549,7609.853,8834.580,10075.937,10837.745,11147.193,11960.280,12370.131,12358.715,11925.941,12186.990,10875.436,10087.436,9081.198,8027.882,7104.243,5547.459,4826.985,4171.825,3001.248,2657.721,2730.238,2120.987,2238.865,1671.900,1687.708,1686.045,1900.451,1693.225,1845.147,1951.383,1851.835,1693.583,1922.923,1759.718,1887.474,1680.508,1510.637,1687.929,1667.412,1492.931,1517.270,1212.623,1251.964,1126.051,1115.686,828.414,705.423,712.210,616.187,511.042,441.786,371.337,396.207,352.637,247.090,259.744,303.470,236.500,311.852,185.182,237.860,151.642,127.567,90.597,39.206,53.058,53.861,95.215,13.814,0.000,42.778,14.493,0.000,14.900,0.000,15.420,15.695,15.980,16.174,16.477,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9668.85, 13.3,749.9,1.000,2.79,7.42,756.9,ON,39.539,50.417,43.417,37.180,1.641,4.296277e+003,,MASIN,,,,,Normal Scan,
117,29/7/2020,00:00:12,25.7,101.0,33.3,6.82828e-008,1.84531e-005,,0.000,41.645,79.849,191.755,147.861,391.910,618.128,827.516,894.541,1431.756,1056.767,1102.271,2370.522,2872.675,2767.255,3403.004,4130.354,3888.763,4842.148,5693.375,6043.729,7349.663,8629.653,9179.017,10049.731,10462.893,11261.065,11751.151,12556.237,11526.100,11709.307,12625.736,10356.681,9947.863,8501.494,7986.815,7197.894,6023.857,4916.993,4312.374,3437.069,2944.111,2686.637,2088.662,1944.275,1700.182,1731.103,1790.942,1713.751,1734.968,1761.213,2097.361,1458.533,1946.049,2056.639,1993.470,1843.975,1539.617,1549.324,1579.152,1510.714,1532.730,1482.445,1405.045,1411.913,1469.105,1041.430,965.066,874.037,604.061,503.543,551.586,646.200,337.507,385.690,414.911,341.042,286.654,325.361,206.699,337.310,204.390,125.558,202.782,127.943,51.922,131.068,79.816,81.028,40.926,55.419,14.074,14.301,0.000,29.391,44.830,30.400,0.000,0.000,0.000,16.222,16.526,16.841,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.342,0.00,10.10,9668.85, 13.3,749.9,1.000,2.79,7.43,758.1,ON,39.588,50.835,43.545,41.418,1.655,4.322717e+003,,MASIN,,,,,Normal Scan,
118,29/7/2020,00:06:12,25.7,101.0,33.4,6.82828e-008,1.84531e-005,,0.000,0.000,0.000,72.222,226.110,213.773,274.724,364.105,607.003,740.069,774.778,1617.037,1525.063,1812.859,2552.355,2903.558,3551.514,3729.847,4830.086,5175.261,6378.077,6944.231,7888.832,8619.744,9108.779,9518.970,11282.636,11445.924,12043.300,12520.657,12624.101,12080.350,10932.510,10977.334,9924.437,8195.110,7609.930,6061.057,4710.448,4652.928,3642.591,3032.639,2367.949,2380.906,1800.196,1852.383,1696.603,1773.498,1898.062,1760.901,2035.840,1573.889,1945.075,1956.808,1703.782,1591.950,1659.653,1874.548,1554.647,1841.249,1687.067,1734.130,1426.928,1505.811,1331.484,1141.188,1177.075,750.542,889.517,656.889,562.339,458.082,496.195,440.039,328.946,436.740,449.894,441.925,265.106,383.403,140.690,142.517,219.594,126.741,51.176,38.941,26.214,66.514,54.019,52.152,44.018,28.149,42.903,29.071,0.000,14.943,15.200,15.466,0.000,16.026,0.000,16.526,0.000,0.000,0.000,0.000,18.109,18.488,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.342,0.00,10.10,9669.10, 13.3,749.9,1.000,2.79,7.43,758.1,ON,40.315,51.462,44.390,39.954,1.636,4.252713e+003,,MASIN,,,,,Normal Scan,
119,29/7/2020,00:12:12,25.7,101.0,33.4,6.82828e-008,1.84531e-005,,0.000,41.523,119.424,38.239,147.429,284.193,582.083,264.030,445.953,1229.838,831.939,917.872,1748.412,2494.829,2548.962,2702.967,3120.195,4320.572,4649.630,5529.088,6645.519,7723.385,7989.627,7959.935,9694.916,10695.738,11559.643,11283.339,11909.022,11681.738,11547.984,11812.724,11478.767,11235.962,9464.365,8585.835,7019.687,6809.210,5313.089,4547.784,3986.581,2981.341,2547.257,2047.897,1857.140,1912.437,1906.644,1476.120,1902.958,1908.566,1783.444,1828.587,1875.411,1720.000,1901.816,1681.014,1486.785,1706.155,1679.009,1716.981,1776.899,1877.074,1432.125,1477.804,1567.042,1239.569,1185.389,1144.933,817.048,769.030,753.130,637.102,570.219,555.143,291.327,376.143,377.758,512.087,228.282,254.584,195.731,185.180,150.228,189.549,102.053,103.539,22.659,96.380,53.861,81.613,27.629,0.000,14.259,0.000,43.957,14.900,0.000,15.420,0.000,15.980,16.174,0.000,16.792,17.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9669.10, 13.3,749.9,1.000,2.79,7.42,756.9,ON,40.354,51.743,44.454,37.180,1.648,4.313864e+003,,MASIN,,,,,Normal Scan,
120,29/7/2020,00:18:12,25.7,101.0,33.5,6.82828e-008,1.84531e-005,,43.352,83.046,79.616,114.717,221.143,355.241,414.882,622.768,669.377,809.557,1178.677,1265.298,1745.277,1850.980,2110.204,2394.484,2956.996,3749.742,4112.953,5799.318,5933.252,6229.580,7161.581,8101.582,9237.300,10351.009,10099.557,11301.668,12906.512,12277.722,12747.022,13044.048,12114.759,10604.602,10023.239,8320.492,7940.970,7176.170,5658.753,4570.796,3560.264,2989.137,2537.870,2191.334,2086.022,1960.495,1755.094,1562.094,1549.221,1860.042,1615.822,1949.135,1602.320,1871.705,1690.515,1798.972,1774.036,1832.005,1881.533,1651.118,1711.989,1750.185,1640.992,1586.532,1666.941,1353.952,1059.787,1121.497,1051.792,871.372,631.283,744.780,517.754,484.817,480.349,540.723,212.482,297.723,324.405,272.867,152.817,271.600,162.746,214.823,101.621,65.153,52.274,66.319,13.465,54.409,55.257,0.000,14.259,0.000,14.652,29.799,30.311,0.000,0.000,0.000,16.174,0.000,0.000,17.119,0.000,0.000,18.056,18.436,0.000,19.104,19.385,19.823,300,6,50,1,3.000,0.343,0.00,10.10,9668.85, 13.3,749.9,1.000,2.79,7.42,756.9,ON,40.800,52.422,44.959,41.418,1.651,4.310106e+003,,MASIN,,,,,Normal Scan,
121,29/7/2020,00:24:12,25.7,101.0,33.5,6.82828e-008,1.84531e-005,,0.000,41.523,79.616,152.958,331.715,213.143,376.638,594.069,605.224,860.891,1158.781,1233.387,1367.607,1897.169,1924.724,2447.819,3614.140,3266.859,4252.931,4475.184,5914.432,6331.286,7431.983,8880.319,8895.003,9203.051,10430.781,11883.727,11442.905,11563.833,12887.627,11848.025,12256.890,11623.687,11345.317,10103.814,8657.679,7489.639,6324.399,4955.643,4416.818,3640.144,2912.691,2867.162,2107.765,1723.661,2037.884,1889.318,1711.324,1669.173,1729.431,1690.055,1719.322,1867.929,1885.684,1842.991,1482.419,1833.676,1796.263,1791.132,2057.753,1755.362,1646.973,1569.742,1451.832,1411.063,1307.791,1326.094,1047.147,803.413,851.790,630.207,782.399,473.215,468.700,446.674,377.763,294.656,363.547,218.214,244.668,333.332,112.670,164.278,102.053,77.655,104.548,92.848,67.329,81.613,55.257,28.067,0.000,28.986,43.958,44.699,15.155,30.841,0.000,31.959,0.000,49.432,0.000,0.000,17.459,0.000,18.056,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9668.85, 13.3,749.9,1.000,2.79,7.42,756.9,ON,41.597,53.283,45.662,39.954,1.654,4.406382e+003,,MASIN,,,,,Normal Scan,
122,29/7/2020,00:30:12,25.7,101.0,33.5,6.82828e-008,1.84531e-005,,0.000,0.000,39.808,191.197,184.286,284.193,273.918,330.037,605.230,584.172,713.090,975.253,1783.903,1690.303,2281.425,2022.328,3314.775,3126.438,3590.301,5208.436,5083.331,6100.849,6035.643,7867.218,8652.872,10057.699,10317.293,10944.868,11980.795,11798.734,12344.396,12705.440,12042.984,12173.257,10714.857,10300.486,9523.444,7172.965,6356.066,5598.176,4831.159,3815.538,3406.739,2590.607,2636.060,2126.622,2228.108,2169.064,1981.833,2084.485,1825.404,1885.998,2089.874,1936.437,2120.505,2062.321,1993.787,1996.363,1705.860,2058.275,2175.695,1735.638,1748.522,1624.492,1656.495,1407.910,1367.358,1052.822,1188.387,860.016,916.583,770.051,609.316,552.569,602.114,323.857,495.800,333.453,540.689,230.344,293.597,123.455,207.453,194.979,89.297,90.597,104.548,106.111,40.396,68.010,13.814,42.100,42.778,28.986,43.957,29.799,0.000,0.000,0.000,0.000,16.174,16.477,0.000,17.119,17.459,0.000,0.000,0.000,0.000,0.000,19.385,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9668.85, 13.3,749.9,1.000,2.79,7.42,756.9,ON,42.314,54.426,46.728,41.418,1.654,4.442408e+003,,MASIN,,,,,Normal Scan,
123,29/7/2020,00:36:12,25.7,101.1,33.5,6.82153e-008,1.84531e-005,,0.000,41.518,79.606,114.703,110.559,177.599,205.414,300.505,474.380,676.335,564.459,1032.477,1193.198,1193.316,1885.764,2603.436,2275.547,2758.000,3772.890,4812.944,4508.026,5770.950,7213.496,7384.843,7519.320,9055.144,9799.021,10327.600,11424.676,11863.656,12800.281,12997.130,11594.731,11274.320,12214.673,10950.358,9747.826,8176.959,7161.755,5889.115,4948.424,4397.379,3383.497,3287.920,2220.298,2109.483,2401.199,2138.273,2086.460,2060.049,2111.232,2201.423,2072.368,2277.130,2598.324,2224.804,2101.154,2108.719,1927.639,2002.419,1803.195,1622.719,1556.236,1388.099,1304.774,1212.859,1277.742,1186.731,1126.514,909.519,741.113,618.655,667.247,487.318,512.675,423.121,361.718,361.614,444.345,327.284,241.001,225.863,109.901,179.674,127.553,90.586,117.603,92.836,53.855,95.204,13.813,14.031,42.773,14.491,29.301,44.693,0.000,0.000,0.000,15.978,16.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.11,9670.45, 13.3,749.9,1.000,2.79,7.42,757.0,ON,43.015,54.594,47.260,41.418,1.635,4.413493e+003,,MASIN,,,,,Normal Scan,
124,29/7/2020,00:42:12,25.7,101.0,33.6,6.82828e-008,1.84531e-005,,43.352,41.523,79.616,38.239,147.429,284.200,273.918,495.056,541.515,491.937,1039.928,1061.294,1526.387,1858.688,1839.201,2027.212,2764.851,3278.051,3658.910,4205.240,5169.695,6547.915,6636.768,7542.360,8240.548,8976.760,10898.512,10906.565,11577.595,12458.222,12954.773,11782.625,13155.008,11889.506,10155.572,9078.824,8424.080,7849.874,6974.822,5184.635,4487.715,3913.387,2735.247,2671.470,2244.081,2075.773,2615.015,2014.575,2148.049,2102.613,2106.135,2044.704,1862.513,2099.491,2157.773,2002.116,2019.679,2210.887,1990.614,1884.600,2080.177,1518.339,1426.999,1270.664,1272.852,1159.916,1387.316,1121.744,946.841,795.695,666.714,670.272,464.797,473.217,608.550,423.165,318.733,404.904,324.405,266.707,232.430,259.252,125.192,202.188,89.299,142.367,52.274,53.055,40.396,40.806,41.443,28.066,42.778,43.479,0.000,29.799,0.000,30.841,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9668.85, 13.3,749.9,1.000,2.79,7.42,756.9,ON,42.162,53.580,46.345,42.935,1.637,4.352239e+003,,MASIN,,,,,Normal Scan,
125,29/7/2020,00:48:12,25.7,101.0,33.6,6.82828e-008,1.84531e-005,,0.000,123.975,40.377,229.436,147.429,248.672,239.680,330.037,341.671,900.049,623.958,831.820,1470.886,1260.815,2002.740,2302.605,2920.581,3567.397,4210.541,4463.323,5415.997,5960.148,7134.785,7969.173,8942.015,9098.790,10785.241,11281.136,11657.226,13296.871,12931.948,12257.488,11725.589,11263.453,10387.219,10141.628,8933.885,8489.125,6913.493,5649.378,4992.483,4512.107,3175.014,2825.359,2475.424,2380.927,1779.142,2132.588,2457.950,2111.066,2050.517,2121.745,2218.659,2198.977,2068.236,2288.902,2368.889,1949.410,2071.237,1734.403,1808.348,1438.948,1602.266,1579.347,1466.279,1127.662,799.420,1065.157,860.152,776.804,658.971,658.789,583.599,588.071,419.518,436.880,363.980,369.179,348.437,254.582,256.900,222.227,150.227,164.276,140.326,77.655,39.206,53.055,80.791,68.010,41.443,14.033,57.037,28.986,14.652,0.000,0.000,0.000,15.695,15.980,16.174,32.954,16.792,17.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9668.85, 13.3,749.9,1.000,2.79,7.42,756.9,ON,42.125,53.511,46.350,38.542,1.631,4.455212e+003,,MASIN,,,,,Normal Scan,
126,29/7/2020,00:54:12,25.7,101.0,33.6,6.82828e-008,1.84531e-005,,0.000,42.014,120.839,0.000,111.880,251.618,330.124,349.676,612.390,933.288,901.904,899.698,1207.468,1900.052,1763.259,1848.599,2815.546,2985.225,3616.236,3739.994,4918.941,5616.630,6251.106,7210.724,8251.051,9524.799,9991.230,10954.325,11538.089,11782.221,12292.812,12898.090,13695.584,12669.299,12859.725,11415.506,10381.620,9275.604,7863.629,7130.056,5952.558,4961.768,4396.899,3710.953,3162.256,2681.932,2624.355,2707.120,2239.384,2173.991,2588.774,2172.674,2422.083,2504.342,2663.448,2439.377,2313.125,2591.955,2435.699,1994.286,1858.252,2176.149,1844.895,1841.276,1388.850,1563.207,1266.942,984.410,973.390,896.890,854.394,684.015,666.916,466.301,448.056,526.653,474.423,373.547,336.806,347.098,358.961,224.843,253.341,166.221,167.800,52.382,92.562,26.842,68.123,68.815,27.955,42.598,14.428,14.665,44.477,0.000,46.004,0.000,15.881,64.674,32.732,0.000,0.000,17.321,17.665,17.902,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.339,0.00,10.10,9668.85, 13.3,749.9,1.000,2.79,7.43,761.8,ON,43.898,55.589,48.077,42.935,1.640,4.710883e+003,,MASIN,,,,,Normal Scan,
127,29/7/2020,01:00:12,25.7,101.0,33.6,6.82828e-008,1.84531e-005,,0.000,0.000,39.808,114.717,73.714,213.146,376.637,462.061,541.516,809.554,970.674,1093.193,1440.024,1502.228,1720.035,2749.820,2869.502,2749.811,3463.672,3852.787,4287.002,5738.536,7158.456,7387.417,8188.878,8535.445,10310.606,10358.648,10759.850,11000.586,12226.087,12642.751,12662.594,12633.808,11799.678,11537.950,10800.342,8881.543,8166.231,7204.224,5945.286,4849.880,4447.600,3754.319,3100.159,3063.900,2941.199,2705.728,2149.508,2393.877,2701.239,2319.156,2360.365,2576.379,1917.081,2282.037,2088.702,2376.234,2294.214,2330.360,1931.031,1729.160,1780.335,1616.500,1518.636,1205.749,1229.478,1065.117,1022.356,939.491,799.962,663.370,701.840,510.598,401.432,323.858,483.192,405.744,331.620,247.305,281.370,320.982,175.267,88.456,191.349,77.655,130.689,26.528,67.326,0.000,124.328,14.033,28.519,14.493,0.000,0.000,30.312,46.261,0.000,0.000,16.174,0.000,0.000,0.000,69.835,17.692,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.343,0.00,10.10,9669.83, 13.3,749.9,1.000,2.79,7.42,756.9,ON,43.972,55.234,47.863,42.935,1.636,4.633575e+003,,MASIN,,,,,Normal Scan,
