Sample File,C:\Users\fvanden\Documents\AIMdata\SMPS - Copy\050520.14.S82,
AIM Version,10.3.0.3
Classifier Model,3082       ,Classifier S/N,3082001651003   ,Classifier Firmware Version,2.10
Neutralizer Model,3088,Neutralizer S/N,3088011703001
Impactor (cm),0.0508,Impactor S/N,5080134
DMA Model,3081,DMA S/N,3081A1651001
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3776 Low Flow,Detector S/N,3776165002, 
Detector Sample Flow (L/min),0.05,Detector Inlet Flow (L/min),0.30
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),30.00
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,Raw Counts
Weight,Number
416,7/5/2020,00:55:15,21.4,101.6,35.8,6.66405e-008,1.82480e-005,,2.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,2.000,1.000,2.000,1.000,2.000,6.000,6.000,5.000,6.000,7.000,7.000,13.000,16.000,9.000,32.000,15.000,21.000,37.000,33.000,36.000,36.000,40.000,47.000,64.000,53.632,38.368,54.000,54.000,75.000,71.000,70.000,63.381,86.620,96.057,111.945,112.726,139.634,112.541,133.353,144.756,145.128,142.436,166.497,160.706,171.302,158.030,191.236,181.413,156.601,173.679,175.004,124.002,118.046,117.310,87.463,84.602,70.584,79.982,60.019,45.948,46.052,39.464,37.007,29.529,32.000,30.505,20.495,19.423,18.577,24.000,20.000,12.000,10.000,13.000,12.000,16.000,11.000,2.000,9.000,4.000,1.000,5.000,4.000,1.000,0.000,1.000,3.000,1.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,300,4,50,1,3.000,0.365,0.00,10.23,9594.89, 13.3,749.9,1.000,1.80,7.38,728.8,ON,84.437,93.072,81.262,98.217,1.684,5.480967e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
417,7/5/2020,01:00:45,21.4,101.6,35.8,6.66405e-008,1.82480e-005,,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,2.000,0.000,2.000,1.000,6.000,3.000,2.000,7.000,8.000,6.000,11.933,11.067,16.000,14.000,17.000,16.000,26.000,24.000,40.000,30.000,47.000,32.546,34.454,61.000,41.000,38.000,47.353,50.647,55.000,53.871,78.130,58.408,78.592,72.089,114.912,112.001,126.001,134.712,141.594,154.032,156.958,170.288,155.667,174.765,151.002,183.958,162.413,159.047,159.301,155.018,120.278,131.948,123.140,103.916,93.001,79.455,64.546,68.000,53.956,60.045,47.000,37.000,37.000,34.000,23.142,19.392,21.466,23.000,15.000,10.000,17.159,10.841,11.000,9.359,17.641,7.000,9.253,6.747,5.000,3.000,8.000,3.000,2.000,2.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.23,9594.65, 13.3,749.9,1.000,1.80,7.38,729.9,ON,83.702,92.383,81.261,94.746,1.662,5.242206e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
418,7/5/2020,01:06:15,21.4,101.6,35.9,6.66405e-008,1.82480e-005,,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,3.000,2.000,4.000,1.000,1.000,6.000,4.000,5.000,7.000,5.000,6.000,16.000,8.000,10.000,25.000,16.000,26.619,35.382,27.000,35.466,43.534,40.546,45.454,39.000,57.703,42.297,42.000,52.000,54.000,65.001,66.000,67.000,69.489,103.512,92.194,116.808,118.687,123.315,146.304,133.699,152.432,144.145,164.668,180.694,203.287,177.971,165.915,154.319,160.715,169.121,151.748,144.962,138.141,133.917,108.001,89.000,81.361,73.640,60.000,50.966,43.034,35.000,27.000,25.000,21.000,25.534,26.436,18.030,14.000,12.000,10.000,19.000,14.561,13.439,11.000,9.000,12.000,9.000,9.000,11.000,3.000,5.000,5.000,2.000,2.000,1.000,3.000,1.000,0.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.23,9594.89, 13.3,749.9,1.000,1.80,7.38,729.9,ON,85.995,94.165,82.427,91.398,1.677,5.426189e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
419,7/5/2020,01:11:45,21.4,101.6,35.9,6.66405e-008,1.82480e-005,,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,1.000,3.000,4.736,4.264,2.000,6.000,8.000,20.000,14.000,13.000,16.000,20.000,13.000,20.000,33.184,37.817,33.000,51.162,43.384,29.454,45.000,41.000,43.000,61.353,51.848,55.800,70.871,66.130,79.000,59.000,89.001,110.193,95.374,132.121,112.314,141.002,150.668,147.764,157.438,172.217,141.853,166.072,168.002,150.002,162.003,173.710,176.295,145.989,141.963,158.141,122.916,116.001,104.001,83.000,77.000,53.001,41.983,33.017,43.000,28.000,30.000,21.000,20.000,28.000,11.000,4.000,12.000,9.000,11.000,15.000,13.000,6.000,10.000,9.000,5.000,6.000,3.000,8.000,3.000,3.000,3.000,0.000,4.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.23,9594.89, 13.3,749.9,1.000,1.80,7.38,729.9,ON,84.633,92.257,81.185,85.053,1.665,5.350573e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
420,7/5/2020,01:17:15,21.3,101.6,36.0,6.66117e-008,1.82432e-005,,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,2.000,1.000,2.000,5.000,12.000,4.000,10.000,11.000,10.000,15.000,9.491,18.509,25.865,21.135,25.000,33.630,33.370,29.000,38.000,45.000,40.000,41.000,44.000,52.084,49.916,46.000,45.000,60.000,83.000,58.000,75.294,94.504,111.194,116.113,138.899,122.513,144.490,161.641,165.928,172.440,177.278,166.041,167.690,182.004,161.613,154.392,152.003,145.190,133.815,142.002,125.157,103.881,103.598,75.368,81.000,62.000,55.000,36.000,33.000,34.000,27.000,21.000,25.000,20.000,17.000,22.000,10.000,9.000,11.000,12.000,12.000,6.315,9.685,5.000,3.000,1.000,6.000,6.000,4.000,2.000,5.000,2.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.23,9593.05, 13.3,749.9,1.000,1.80,7.38,729.8,ON,85.745,93.312,82.379,98.217,1.653,5.240897e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
421,7/5/2020,01:22:45,21.4,101.6,36.0,6.66405e-008,1.82480e-005,,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,3.000,6.000,1.000,6.000,2.000,6.000,7.000,7.000,9.000,11.000,14.000,16.000,17.000,24.000,24.000,34.000,33.000,29.000,37.546,35.454,42.329,38.671,39.000,47.000,44.600,68.400,69.000,63.864,74.545,90.592,84.001,109.387,118.182,120.278,119.158,126.304,126.699,146.431,150.573,146.082,154.853,173.180,167.668,175.960,155.683,166.009,167.070,143.520,142.790,153.471,138.746,84.855,96.146,90.181,67.821,53.000,51.000,40.089,41.911,31.000,37.000,14.000,24.534,18.466,17.000,15.000,9.000,15.000,6.000,11.000,10.000,5.000,4.000,4.000,5.000,4.000,6.000,3.000,6.499,2.501,3.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.23,9594.89, 13.3,749.9,1.000,1.80,7.38,729.9,ON,85.667,92.458,81.954,98.217,1.646,5.200379e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
422,7/5/2020,01:28:15,21.3,101.6,36.0,6.66117e-008,1.82432e-005,,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,9.000,6.000,16.000,23.260,5.740,22.000,13.000,23.000,24.000,24.806,38.305,37.889,32.000,49.000,46.673,40.327,63.000,42.340,49.660,47.631,43.369,56.718,46.282,46.000,52.000,62.000,52.542,48.458,63.640,75.429,62.933,79.610,81.083,77.309,104.001,126.992,112.062,132.950,150.002,125.877,136.126,165.567,177.016,154.564,158.178,177.486,189.776,151.435,160.003,141.878,141.125,126.140,126.864,101.001,97.072,94.195,80.736,68.000,63.242,45.758,35.000,29.416,31.234,34.351,12.000,25.000,18.095,13.905,19.000,10.000,18.000,10.928,13.072,6.000,9.000,6.000,5.000,3.000,6.000,3.000,5.000,3.000,4.000,1.000,2.000,3.000,0.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.23,9593.05, 13.3,749.9,1.000,1.80,7.38,729.8,ON,76.271,82.950,69.932,98.217,1.815,6.043015e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
423,7/5/2020,01:33:45,21.3,101.6,36.0,6.66117e-008,1.82432e-005,,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,2.000,1.000,4.000,7.000,9.000,5.000,9.000,9.000,11.000,12.350,19.650,13.000,14.000,18.000,21.000,21.000,33.000,26.000,47.000,40.000,31.000,33.992,45.445,44.563,39.000,50.000,43.000,48.000,49.000,55.279,58.722,61.063,63.937,93.000,76.294,95.106,106.582,123.021,119.565,144.460,133.979,149.002,147.002,156.002,174.003,151.316,180.487,169.207,152.002,166.909,149.410,151.064,147.627,98.275,121.728,117.001,79.000,75.001,59.188,70.934,46.879,48.000,26.000,34.000,26.938,31.340,20.722,23.000,20.000,14.000,19.000,13.000,10.000,8.000,9.000,8.000,7.000,8.000,11.000,4.000,4.000,5.791,4.209,3.000,4.000,0.028,4.972,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.23,9593.05, 13.3,749.9,1.000,1.80,7.38,729.8,ON,82.968,90.314,78.110,94.746,1.729,5.424595e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
424,7/5/2020,01:39:15,21.3,101.6,36.0,6.66117e-008,1.82432e-005,,2.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,2.000,3.000,0.000,2.000,5.000,3.000,4.000,11.000,7.000,7.000,15.000,12.000,9.000,15.000,13.000,27.000,19.000,25.679,28.951,27.370,22.000,36.000,36.000,48.000,53.000,40.000,41.000,43.000,51.000,66.000,75.063,62.937,89.000,90.000,93.798,94.184,116.020,127.002,132.002,128.001,138.917,134.869,150.796,166.428,154.628,165.172,159.207,163.004,153.910,131.971,146.126,132.001,114.548,109.454,107.072,83.562,85.369,62.375,64.625,48.000,36.000,51.000,22.000,28.000,25.556,21.444,18.000,18.000,13.000,21.651,9.349,11.000,10.000,11.000,16.000,8.271,7.729,8.000,9.000,7.000,6.000,8.000,0.000,5.000,2.000,1.000,0.000,2.000,2.000,4.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.23,9593.05, 13.3,749.9,1.000,1.80,7.38,729.8,ON,85.292,94.419,82.118,88.168,1.697,5.084015e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
425,7/5/2020,01:44:45,21.3,101.6,36.1,6.66117e-008,1.82432e-005,,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,3.000,0.000,4.000,5.000,5.000,6.000,7.000,11.000,9.000,11.000,6.000,15.000,17.000,21.000,23.000,27.000,27.000,21.000,32.000,22.000,24.000,32.000,29.000,37.000,49.000,43.000,52.000,53.000,50.000,51.000,67.000,81.000,93.000,100.400,117.603,124.052,128.079,138.385,135.366,148.403,109.724,166.290,176.265,189.454,184.187,153.523,158.299,154.909,176.972,139.126,130.140,147.864,118.002,96.002,92.001,60.354,48.646,59.000,47.430,53.815,42.755,34.000,37.000,25.000,30.000,21.095,16.905,16.000,13.000,10.000,11.928,10.072,11.000,16.000,12.000,10.000,6.000,6.000,5.000,5.000,5.000,4.000,4.000,1.000,3.000,1.000,1.000,0.000,1.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.23,9593.05, 13.3,749.9,1.000,1.80,7.38,729.8,ON,86.514,94.602,82.740,91.398,1.684,5.192540e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
426,7/5/2020,01:50:15,21.3,101.6,36.1,6.66117e-008,1.82432e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,4.000,2.000,5.000,6.000,5.000,3.000,5.000,5.000,6.000,14.000,8.000,15.000,12.000,21.000,28.000,16.340,26.660,19.000,26.000,23.000,27.000,29.509,38.378,41.114,43.000,38.585,49.415,49.000,51.000,63.610,79.391,85.000,87.400,104.583,123.021,123.002,139.002,142.877,152.765,162.365,160.004,152.140,172.178,174.282,180.412,159.225,159.688,140.972,127.312,154.091,119.272,121.454,103.072,104.562,72.368,65.000,47.000,45.000,34.000,27.000,45.000,27.000,27.000,14.000,19.000,16.000,15.000,25.000,18.000,12.000,12.000,12.000,6.000,8.000,8.000,7.000,5.000,5.000,4.000,2.000,1.000,3.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.23,9593.05, 13.3,749.9,1.000,1.80,7.38,729.8,ON,86.664,94.555,83.844,98.217,1.642,4.978598e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
427,7/5/2020,01:55:45,21.3,101.6,36.2,6.66117e-008,1.82432e-005,,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,3.000,3.000,3.000,6.000,2.000,5.000,7.000,9.000,8.000,9.000,8.000,19.000,19.000,22.000,29.630,23.370,21.000,23.000,28.000,31.000,26.000,33.000,35.542,40.458,49.000,54.000,58.000,61.000,68.692,79.308,84.001,119.001,118.052,122.951,121.024,129.978,153.640,163.146,159.221,162.277,172.728,147.002,166.003,168.614,154.392,145.441,152.127,139.439,106.549,85.031,97.423,87.001,72.001,58.000,42.000,51.000,32.245,25.755,30.000,26.000,28.000,20.000,15.191,8.809,15.000,12.651,18.349,20.000,14.000,10.000,10.315,11.956,6.054,11.675,8.000,4.000,3.000,1.000,4.000,0.000,4.000,2.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.23,9593.05, 13.3,749.9,1.000,1.80,7.38,729.8,ON,86.909,95.799,84.977,91.398,1.629,4.755942e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
428,7/5/2020,02:01:15,21.3,101.6,36.3,6.66117e-008,1.82432e-005,,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,3.000,1.000,6.000,5.000,2.000,4.000,4.000,6.000,6.000,10.000,11.000,10.491,15.345,14.164,15.000,29.000,17.630,12.370,23.000,29.000,26.782,27.218,38.000,33.000,35.084,32.916,41.000,55.000,62.000,55.610,60.082,75.308,80.000,102.991,106.011,121.001,121.001,138.628,140.376,168.784,162.796,158.702,150.728,149.798,162.774,164.436,154.816,154.942,155.437,132.952,113.863,106.578,73.422,70.001,81.000,57.000,49.121,59.879,39.000,43.000,26.000,17.938,16.062,13.000,14.000,16.570,16.518,14.913,18.000,14.000,7.000,10.000,10.000,13.000,9.325,5.675,6.000,5.000,5.000,3.000,2.000,3.647,2.353,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,300,4,50,1,3.000,0.364,0.00,10.23,9593.05, 13.3,749.9,1.000,1.80,7.38,729.8,ON,87.126,95.774,84.696,82.047,1.644,4.685375e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
429,7/5/2020,02:06:45,21.2,101.6,36.4,6.65829e-008,1.82384e-005,,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,1.000,2.000,5.000,3.000,6.000,9.000,13.000,8.000,6.000,12.000,19.000,9.000,16.000,25.000,16.000,23.000,18.000,23.000,20.000,20.689,28.311,28.000,38.000,23.985,46.015,59.000,51.000,46.000,49.895,68.105,95.000,93.198,100.803,118.774,123.229,138.086,134.918,139.992,154.012,146.002,154.041,168.966,181.774,184.481,146.860,143.531,136.749,127.620,135.001,112.527,103.475,83.001,73.000,74.714,61.287,49.000,36.000,32.000,46.000,21.000,18.000,21.000,30.221,18.469,19.311,13.759,15.241,12.000,16.000,7.000,9.000,10.000,5.000,9.000,5.000,7.000,3.000,5.000,2.000,2.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.24,9591.21, 13.3,749.9,1.000,1.80,7.38,729.7,ON,89.897,97.645,86.808,101.815,1.633,4.657154e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
430,7/5/2020,02:12:15,21.2,101.6,36.5,6.65829e-008,1.82384e-005,,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,2.000,2.000,5.000,3.000,3.000,3.000,2.000,5.000,6.000,4.000,6.000,12.000,7.000,10.000,18.000,23.000,16.000,14.796,24.204,27.782,20.218,22.000,34.070,41.930,29.731,36.269,41.834,51.166,56.263,67.549,68.084,71.604,107.503,115.001,129.262,123.742,117.721,147.366,137.765,141.155,146.498,161.196,152.313,164.003,148.773,156.231,157.532,159.473,144.766,149.239,124.464,78.539,106.001,86.001,73.528,79.830,56.644,46.000,54.000,37.134,25.866,29.079,25.921,23.000,22.000,17.689,19.311,18.000,12.366,11.634,10.000,6.000,8.000,7.348,5.652,6.000,1.000,7.000,9.000,4.000,2.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.24,9591.21, 13.3,749.9,1.000,1.80,7.38,729.7,ON,88.119,96.695,86.132,88.168,1.622,4.739908e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
431,7/5/2020,02:17:45,21.2,101.6,36.5,6.65829e-008,1.82384e-005,,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,2.000,6.000,2.000,3.000,4.000,6.000,6.000,7.000,10.000,9.000,9.000,7.000,13.000,16.000,18.000,20.000,17.000,28.000,23.000,25.000,30.000,23.088,33.643,43.269,50.000,60.265,60.997,49.738,57.000,66.001,66.000,88.000,108.001,121.774,134.229,132.171,148.680,133.135,127.516,147.196,169.872,166.445,140.002,158.002,166.215,125.060,142.732,127.002,142.926,98.840,88.889,86.349,78.000,64.000,57.000,29.304,42.097,41.599,33.000,29.000,28.000,15.000,14.000,17.000,16.000,10.000,8.000,12.000,10.000,8.000,13.000,6.000,7.000,10.111,13.889,3.000,5.000,3.000,2.000,3.000,1.000,1.000,2.000,1.749,0.251,2.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.24,9591.21, 13.3,749.9,1.000,1.80,7.38,729.7,ON,89.316,97.830,86.992,91.398,1.622,4.507921e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
432,7/5/2020,02:23:15,21.2,101.6,36.6,6.65829e-008,1.82384e-005,,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,1.000,0.000,1.000,2.000,2.000,5.000,5.000,9.000,6.000,12.000,7.000,7.000,17.000,22.000,17.000,17.000,17.000,23.000,27.000,27.000,26.891,32.109,43.000,21.000,32.088,58.375,46.537,43.000,44.000,52.000,66.000,66.000,84.001,74.210,99.988,98.321,128.028,128.457,144.087,150.918,148.985,152.517,149.851,174.659,182.004,149.001,161.003,129.108,160.532,131.367,134.002,113.001,140.002,109.001,79.620,84.908,65.830,54.643,49.000,46.000,38.000,31.000,31.000,23.000,22.000,22.000,21.000,22.000,14.000,12.000,11.026,11.974,12.000,15.000,12.000,5.000,7.000,6.000,12.000,4.000,2.000,2.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.24,9591.21, 13.3,749.9,1.000,1.80,7.38,729.7,ON,87.532,95.719,84.618,94.746,1.652,4.891225e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
433,7/5/2020,02:28:45,21.2,101.6,36.6,6.65829e-008,1.82384e-005,,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,4.000,2.000,6.000,5.000,4.000,2.000,4.000,5.000,6.000,11.000,10.000,9.000,7.000,6.000,14.000,25.767,22.233,15.000,27.000,25.000,35.000,25.000,24.000,34.139,31.949,37.912,33.000,47.000,42.000,52.262,68.738,81.895,83.106,88.605,115.791,115.125,119.028,128.897,120.560,134.848,154.136,154.012,142.010,159.041,160.966,166.772,164.856,152.485,173.168,160.114,119.949,139.596,112.841,105.238,90.000,75.000,70.001,60.000,43.000,46.401,43.600,34.000,33.000,27.000,23.000,12.000,22.000,18.000,20.000,14.000,13.026,11.974,6.000,14.000,6.000,11.396,7.604,8.000,3.000,9.000,7.000,3.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.24,9591.21, 13.3,749.9,1.000,1.80,7.38,729.7,ON,88.460,96.731,85.510,109.411,1.652,4.889544e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
434,7/5/2020,02:34:15,21.2,101.6,36.6,6.65829e-008,1.82384e-005,,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,3.000,5.000,3.000,9.000,2.000,4.804,8.196,5.000,9.000,12.000,10.000,13.000,13.000,12.000,25.000,13.000,22.000,25.000,28.000,32.000,35.958,26.042,23.000,33.000,25.000,34.000,52.000,53.000,64.000,61.000,74.001,65.000,83.001,87.395,107.607,125.774,152.230,135.171,144.681,166.146,169.004,170.011,161.041,175.965,167.002,148.627,173.591,162.791,175.385,129.609,145.475,125.540,99.001,85.001,65.000,73.001,48.000,47.000,48.000,32.000,30.000,40.000,40.000,25.000,17.000,12.000,18.000,13.000,15.000,14.026,13.974,4.000,8.000,10.000,3.000,11.000,6.000,8.000,5.000,6.000,5.000,1.000,3.000,1.000,1.000,2.000,0.000,1.000,1.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.24,9591.21, 13.3,749.9,1.000,1.80,7.38,729.7,ON,88.293,97.035,85.433,94.746,1.661,4.996375e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
435,7/5/2020,02:39:45,21.1,101.6,36.6,6.65541e-008,1.82337e-005,,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,3.000,3.000,2.000,4.000,4.000,4.000,9.000,8.000,7.000,14.000,7.000,16.000,12.172,16.594,12.233,13.000,15.000,19.000,20.000,33.000,20.000,38.128,34.007,33.865,33.000,26.000,32.000,35.000,44.000,34.000,56.000,70.000,84.001,77.704,78.297,101.810,118.191,116.983,126.879,132.437,143.878,137.230,174.012,147.146,156.627,163.443,179.335,166.068,138.294,158.361,137.338,151.567,143.740,139.702,111.399,91.603,67.000,67.527,59.474,44.000,43.000,43.000,37.000,22.000,23.550,15.450,14.000,11.809,12.191,14.868,11.132,14.000,10.000,10.000,11.000,4.000,10.000,9.000,6.000,8.000,2.000,3.000,1.000,4.000,2.000,1.000,2.000,0.000,1.000,2.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.24,9589.37, 13.3,749.9,1.000,1.80,7.38,729.6,ON,87.450,95.082,83.528,98.217,1.677,4.938513e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
436,7/5/2020,02:45:15,21.2,101.6,36.6,6.65829e-008,1.82384e-005,,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,3.000,2.000,4.000,2.000,5.000,5.000,6.000,3.000,11.000,8.000,10.000,12.000,17.000,8.000,9.000,8.000,15.000,15.000,25.000,19.000,25.000,30.000,33.000,26.000,28.689,32.451,35.949,37.912,32.000,42.000,46.000,49.000,44.000,68.895,71.604,78.107,98.791,117.384,107.769,114.616,138.010,147.375,119.448,142.003,171.356,149.177,135.484,165.772,172.044,165.191,153.002,142.003,152.332,133.133,120.539,100.001,92.621,90.908,71.187,63.859,55.428,45.401,37.166,29.228,34.284,26.921,30.000,27.221,20.779,21.000,19.000,18.000,11.000,14.000,13.000,6.000,11.000,13.000,6.556,7.444,8.000,7.000,3.000,1.537,2.463,2.000,1.000,3.000,2.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.24,9591.21, 13.3,749.9,1.000,1.80,7.38,729.7,ON,89.274,97.818,85.396,88.168,1.702,4.894572e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
437,7/5/2020,02:50:45,21.2,101.6,36.5,6.65829e-008,1.82384e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,4.000,4.000,5.000,6.805,6.195,5.000,7.000,11.000,11.000,16.000,14.000,9.000,12.000,13.040,12.960,21.000,13.080,16.920,18.000,24.000,18.000,24.000,23.000,41.000,30.000,37.000,33.000,42.000,48.000,45.668,38.332,43.000,54.000,46.895,80.604,77.502,94.001,93.259,124.742,139.442,122.560,131.002,152.994,131.507,137.850,169.772,180.890,161.315,155.125,196.568,178.273,154.496,143.238,141.464,130.829,120.712,83.001,79.528,74.830,70.930,50.714,69.001,39.000,36.591,30.409,31.000,27.000,21.000,24.000,28.202,15.798,16.000,11.000,12.000,10.000,11.000,9.348,7.652,11.000,3.840,10.160,2.000,5.000,1.000,4.000,2.000,5.000,2.000,2.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.364,0.00,10.24,9591.21, 13.3,749.9,1.000,1.80,7.38,729.7,ON,90.166,97.492,84.306,105.545,1.738,5.118866e+003,lockdown measurements C,MASIN,,,optics room,,Normal Scan,
