Sample File,C:\Users\fvanden\Documents\AIMdata\SMPS - Copy\240420.7.S82,
AIM Version,10.3.0.3
Classifier Model,3082       ,Classifier S/N,3082001651003   ,Classifier Firmware Version,2.10
Neutralizer Model,3088,Neutralizer S/N,3088011703001
Impactor (cm),0.0508,Impactor S/N,5080134
DMA Model,3081,DMA S/N,3081A1651001
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3776 Low Flow,Detector S/N,3776165002, 
Detector Sample Flow (L/min),0.05,Detector Inlet Flow (L/min),0.30
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),30.00
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,dw/dlogDp
Weight,Number
70,28/4/2020,21:24:11,22.0,99.7,41.2,6.80865e-008,1.82767e-005,,0.000,0.000,262.291,0.000,0.000,469.718,0.000,873.974,421.783,1019.002,1573.947,1713.214,1287.992,1605.600,1888.274,1669.300,1624.518,2038.961,2751.880,2218.575,2864.762,2658.585,1764.639,1976.995,1289.881,3762.683,2074.812,2990.794,2956.240,2913.217,3154.646,2581.632,3295.325,3342.710,4186.256,3614.501,4147.814,5218.629,3044.135,4588.335,4425.821,5589.293,5586.942,5465.113,5472.899,6538.887,5343.707,4156.528,3790.215,3448.237,3882.082,2819.840,3062.409,2330.155,2375.197,2367.381,1487.893,1484.096,2548.114,2101.350,2183.009,1625.121,1315.324,1856.569,1668.851,1390.338,1171.642,1114.122,1480.953,1173.987,1178.841,1262.651,557.157,840.276,1490.525,809.687,1388.621,906.528,415.765,922.992,423.390,257.608,433.383,874.996,88.774,358.557,181.958,184.720,186.598,189.508,0.000,195.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000,110.944,113.021,0.000,117.421,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9591.60, 13.3,749.9,1.000,1.83,7.52,810.3,ON,62.430,76.978,62.618,71.050,1.868,2.915488e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
71,28/4/2020,21:29:41,22.0,99.7,41.2,6.80865e-008,1.82767e-005,,0.000,0.000,0.000,252.813,0.000,0.000,0.000,655.480,421.783,611.401,983.717,190.357,183.999,1784.000,686.645,500.790,324.904,1254.746,1223.058,1183.228,1718.857,1539.181,1493.156,1713.396,1805.833,1755.913,1342.538,2272.995,2839.684,3708.668,2007.645,2939.094,3295.325,3238.261,2961.010,3626.821,4135.691,4059.167,5421.852,4511.501,4778.074,4540.574,5592.403,6036.977,4169.825,6969.025,5767.801,5752.970,3956.674,5008.198,3904.972,3077.176,2888.975,3181.324,2612.717,2995.022,1961.547,1249.765,2177.322,2021.437,1470.622,1735.560,1591.521,1315.327,1933.546,1469.201,2329.274,1940.678,1870.685,1330.519,1336.020,1292.308,1800.747,799.287,1128.747,404.843,490.102,741.704,748.377,587.359,508.068,515.216,520.059,612.497,403.848,398.970,181.958,184.720,93.299,189.508,96.256,97.807,0.000,201.007,0.000,103.954,105.771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,126.453,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9591.60, 13.3,749.9,1.000,1.83,7.52,810.3,ON,67.552,83.379,69.635,71.050,1.792,2.749095e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
72,28/4/2020,21:35:11,22.0,99.7,41.2,6.80865e-008,1.82767e-005,,0.000,0.000,0.000,252.813,0.000,0.000,0.000,0.000,421.783,203.800,786.974,190.357,551.996,356.800,171.661,979.542,996.157,1097.902,1375.940,2662.263,1432.381,1539.181,1357.415,2240.595,1934.821,2006.758,1952.765,1555.207,2913.902,2386.321,2788.373,3021.629,2470.622,3551.645,2858.906,4229.238,5099.939,4467.988,6165.061,5168.258,4149.181,5539.566,5817.139,4757.697,7123.441,5592.456,5089.250,5041.457,4911.308,5439.511,4349.557,3342.854,3691.468,3738.055,2929.417,3073.831,2432.318,2421.420,1244.184,1632.711,1780.227,1658.174,2288.115,1547.141,2132.891,2627.567,1742.485,1863.055,2026.567,2071.396,1849.534,1262.651,1346.599,1205.454,886.873,890.656,1061.895,824.116,582.071,755.175,508.068,686.954,520.059,787.497,532.645,448.196,1091.747,184.720,279.897,189.508,0.000,0.000,298.232,201.007,0.000,0.000,105.771,107.654,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9591.60, 13.3,749.9,1.000,1.83,7.52,810.3,ON,68.877,86.663,72.170,68.539,1.798,2.935163e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
73,28/4/2020,21:40:41,22.0,99.7,41.2,6.80865e-008,1.82767e-005,,0.000,0.000,0.000,0.000,0.000,234.859,226.381,218.493,0.000,203.800,196.743,571.071,551.996,356.800,858.307,1146.472,1808.416,1568.432,917.293,1183.228,1575.619,2378.734,1900.380,3031.393,1418.869,2006.758,2346.363,2844.240,2797.364,1590.881,1896.094,2721.384,3720.529,2820.411,4492.603,3237.539,3728.546,5702.202,3976.670,3797.235,5960.248,5267.069,4651.889,5817.699,5379.024,6115.590,6222.994,5346.792,4495.085,3858.766,4207.494,3585.788,2487.729,2480.180,3226.510,2999.996,3167.609,2314.315,1788.514,1865.942,1702.826,1392.973,1856.929,1624.506,1546.836,2672.224,1249.273,2045.640,1870.685,1095.721,1571.788,1815.073,948.638,1525.169,644.998,728.730,816.844,1018.973,817.614,906.455,1016.136,601.085,173.353,349.998,976.517,179.278,582.283,332.478,279.897,189.508,96.256,97.807,0.000,301.511,102.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9591.60, 13.3,749.9,1.000,1.83,7.52,810.3,ON,68.004,84.779,70.464,73.653,1.806,2.849930e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
74,28/4/2020,21:46:11,22.0,99.7,41.2,6.80865e-008,1.82767e-005,,0.000,0.000,0.000,0.000,0.000,234.859,226.381,218.493,0.000,0.000,983.717,951.785,1287.992,535.200,1029.968,1168.510,1164.175,1385.509,1223.058,739.517,1575.619,1399.255,1628.897,1581.596,1805.833,2257.602,1586.621,2146.262,1797.598,2004.142,2119.164,3374.532,2232.317,3760.549,3777.851,3827.627,3246.863,5025.326,3614.854,3932.858,3973.846,5217.107,5722.250,5062.991,6425.809,5083.140,5189.595,4689.957,4245.375,4022.943,4487.198,4970.785,2524.541,3499.468,2454.370,3783.200,1833.757,2853.976,2339.959,2643.417,2631.640,1812.947,2752.234,2088.769,1900.877,2352.464,1785.777,2328.795,1403.008,1487.051,471.536,868.073,1751.076,1438.716,1128.747,809.687,571.785,412.058,914.684,923.000,762.102,772.823,520.059,787.497,492.622,309.330,545.873,277.081,279.897,379.016,96.256,391.229,99.411,201.007,102.199,103.954,105.771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123.852,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9591.60, 13.3,749.9,1.000,1.83,7.52,810.3,ON,69.935,88.152,72.687,68.539,1.833,2.828924e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
75,28/4/2020,21:51:41,22.0,99.7,41.2,6.80865e-008,1.82767e-005,,0.000,272.507,0.000,0.000,0.000,234.859,0.000,436.987,0.000,0.000,393.487,571.071,367.998,892.000,686.645,1168.510,1462.066,2038.961,917.293,1626.938,1862.095,2238.808,1085.932,3031.393,1934.821,1755.913,2834.554,2963.871,2447.678,3068.127,3122.978,2721.394,3826.829,2507.032,2663.699,3529.917,4791.531,4371.951,4280.387,4213.786,6546.504,5357.907,5725.429,5817.691,5386.037,5448.562,5416.262,5026.079,6506.600,4440.851,5755.461,3158.154,4012.482,3181.324,2533.551,3310.279,2510.800,3046.303,2488.367,2643.417,1935.029,2708.536,1083.208,2011.283,1790.843,1809.643,1742.485,1707.783,1255.846,1713.084,1964.735,1578.314,1114.314,1758.431,967.498,1040.083,1646.293,659.293,1164.143,587.359,592.746,944.575,520.059,349.998,177.548,268.917,636.852,92.360,279.897,94.754,96.256,97.807,99.411,201.007,0.000,0.000,105.771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9591.60, 13.3,749.9,1.000,1.83,7.52,810.3,ON,68.677,84.588,70.685,59.352,1.798,3.022348e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
76,28/4/2020,21:57:11,22.0,99.7,41.1,6.80865e-008,1.82767e-005,,0.000,0.000,0.000,0.000,0.000,234.859,0.000,0.000,0.000,1019.002,393.487,951.785,367.998,713.600,858.307,1335.440,162.452,1882.134,1375.940,1479.035,2005.334,2938.450,2443.346,2240.595,2187.309,2890.050,1830.729,2990.782,2797.346,4204.471,3377.705,3099.604,2576.923,3342.710,3471.555,3112.487,5408.357,4565.230,4375.530,4869.262,4517.997,4268.140,3624.238,3745.122,5031.527,5771.433,6207.491,4774.023,3496.171,4761.851,3579.540,4335.673,3624.167,3089.899,2331.454,2364.485,2589.258,2968.212,2566.152,2021.437,1935.029,1702.508,1779.557,3249.019,1624.178,2130.927,2596.552,2406.437,1636.842,1836.587,2006.708,1657.230,1193.907,1758.443,806.248,1214.530,1143.570,906.528,665.224,678.245,1009.094,772.823,520.059,200.262,329.466,806.752,272.937,369.441,279.897,284.262,192.512,195.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119.753,0.000,0.000,0.000,128.245,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9591.60, 13.3,749.9,1.000,1.83,7.52,810.3,ON,68.863,86.156,70.714,73.653,1.846,2.962179e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
77,28/4/2020,22:02:41,22.0,99.7,41.1,6.80865e-008,1.82767e-005,,0.000,0.000,0.000,252.813,0.000,234.859,226.381,436.987,1054.458,1222.802,590.230,1312.446,2227.370,2854.401,2403.258,3316.561,2620.675,2666.358,2293.234,3383.615,2309.403,2098.883,3122.053,2899.593,3095.733,2383.025,3295.290,3462.206,3153.962,3068.127,3792.188,3348.206,3639.931,3865.024,2858.927,4216.928,3828.230,5241.792,2663.376,5073.338,4317.073,6810.883,3849.018,4931.814,5214.417,5506.432,4272.142,5722.175,6703.715,4228.846,4758.554,3158.142,3932.216,3579.009,2454.382,3862.000,2275.394,1952.770,2799.448,2954.419,3483.053,2631.149,2940.137,1856.569,2784.306,1976.275,2674.194,1940.662,1870.677,1408.785,1807.564,1499.398,1910.252,1758.431,1289.997,1295.499,1225.254,988.939,748.377,1258.626,592.746,686.954,866.765,637.760,773.337,806.752,545.873,277.081,186.598,379.016,96.256,97.807,99.411,0.000,102.199,0.000,142.143,70.636,0.000,0.000,226.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9591.60, 13.3,749.9,1.000,1.83,7.52,810.3,ON,65.612,83.102,66.137,61.527,1.945,3.464547e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
78,28/4/2020,22:08:11,22.0,99.6,41.1,6.81549e-008,1.82767e-005,,0.000,0.000,0.000,0.000,243.698,0.000,452.816,218.520,632.751,203.825,983.835,951.899,1104.125,356.843,1201.773,667.800,974.828,1411.758,1376.105,1775.055,1575.808,1259.481,1629.093,1977.233,2271.182,2056.475,1830.937,2392.914,3147.394,3182.145,2440.080,2082.150,3189.426,2716.280,3778.313,4619.089,4839.709,3918.375,4134.603,4936.404,4545.259,6539.222,5994.546,4936.831,6293.246,4926.043,4751.652,5655.970,5411.457,5090.939,4331.101,3139.753,3290.646,3977.152,4355.064,3468.358,2432.618,3359.159,1944.277,2954.781,2244.920,2321.897,2553.593,2266.865,2606.728,1856.063,2737.737,1610.458,2298.369,2075.598,1178.988,2052.072,1432.879,1279.018,1128.888,809.788,735.244,247.266,914.798,923.107,762.197,343.520,866.873,787.595,355.141,448.252,454.951,369.496,93.311,379.063,481.339,97.819,198.846,0.000,102.212,0.000,0.000,0.000,0.000,0.000,0.000,115.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,132.982,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9590.00, 13.3,749.9,1.000,1.83,7.52,810.2,ON,69.698,87.326,72.189,61.527,1.830,3.081154e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
79,28/4/2020,22:13:41,22.0,99.6,41.1,6.81549e-008,1.82767e-005,,0.000,0.000,0.000,0.000,0.000,234.887,0.000,218.520,632.751,203.825,590.301,761.519,184.021,713.686,858.409,1001.700,974.828,1568.620,1223.205,1922.976,1575.808,1259.481,2172.124,1713.602,2709.075,3135.936,1830.937,1555.394,2098.262,2954.849,2230.968,2830.597,3557.982,2588.138,2324.135,3414.109,3358.145,3769.684,5422.510,4214.288,4979.622,6085.119,5905.080,5553.950,6467.001,7534.875,5938.171,6803.328,5081.867,4023.444,3986.786,3244.041,3687.439,3340.809,3602.164,2956.637,3445.167,2311.446,2372.688,2721.502,1438.106,2509.398,2398.830,1779.433,2088.488,1856.063,1630.695,1940.904,1792.955,1417.323,2192.380,789.263,1432.867,1438.896,564.444,890.767,408.469,906.641,748.471,923.107,677.508,687.040,433.437,875.105,621.497,537.902,272.971,369.487,341.103,222.172,96.268,195.639,99.423,0.000,102.212,103.967,0.000,107.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9590.00, 13.3,749.9,1.000,1.83,7.52,810.2,ON,69.989,85.908,71.721,71.050,1.799,2.980270e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
80,28/4/2020,22:19:11,22.0,99.7,41.0,6.80865e-008,1.82767e-005,,0.000,0.000,0.000,0.000,0.000,234.859,226.381,436.987,0.000,203.800,590.230,761.428,551.996,535.200,1029.968,834.650,974.711,1254.746,1223.058,1479.050,1432.381,1679.106,1221.673,2108.795,1800.345,2388.361,1464.573,2751.520,1049.005,2954.493,2820.030,2799.342,2976.433,3413.030,3300.716,3212.890,4246.581,3575.943,3709.688,3932.868,4988.123,5621.395,5457.077,5286.666,5822.528,6021.209,6548.122,5278.168,5161.027,5172.367,4311.745,4048.899,4253.226,3817.588,3085.254,3391.610,2903.090,2495.963,2707.188,2039.449,2244.642,2399.000,2475.905,1856.569,2629.622,1778.506,1708.142,1695.053,1493.735,1408.793,1493.199,2130.724,1028.224,1605.097,967.498,1133.562,898.520,1318.586,665.224,755.175,254.034,1033.713,516.747,349.998,88.774,896.392,272.937,554.161,186.598,284.262,0.000,97.807,0.000,100.504,0.000,103.954,0.000,215.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135.974,300,4,50,1,3.000,0.300,0.00,10.02,9591.60, 13.3,749.9,1.000,1.83,7.52,810.3,ON,71.421,87.719,73.157,73.653,1.802,2.943164e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
81,28/4/2020,22:24:41,21.9,99.6,41.0,6.81255e-008,1.82719e-005,,0.000,0.000,0.000,0.000,243.685,234.875,226.397,874.034,421.812,1426.699,983.784,761.480,1472.091,713.649,686.692,1168.590,812.315,1568.539,917.356,1331.223,2148.719,1959.091,1357.508,1318.087,1805.957,2634.050,1586.730,1914.250,3030.667,1704.632,2565.491,4027.936,3082.952,3760.808,3471.769,2409.834,4000.492,3913.937,4193.621,4206.130,4410.283,4465.680,5747.190,6237.808,5299.530,6539.295,5929.797,4881.766,4828.416,4678.054,4314.035,4049.211,3531.217,4215.549,4623.513,2964.249,2981.773,2577.834,2528.033,1282.326,1857.759,2399.158,696.397,1934.063,1701.641,1005.314,1863.551,1182.917,1618.446,1095.799,1414.710,1578.426,1193.992,1678.634,967.566,971.693,898.584,1318.679,415.795,503.486,338.736,601.128,606.779,525.035,710.244,89.646,363.941,277.100,559.834,189.521,96.263,293.443,198.835,201.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9588.18, 13.3,749.9,1.000,1.83,7.52,810.2,ON,68.905,83.783,69.319,71.050,1.832,2.912025e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
82,28/4/2020,22:30:11,22.0,99.6,41.0,6.81549e-008,1.82767e-005,,0.000,0.000,0.000,0.000,243.698,0.000,0.000,437.039,210.917,611.474,983.835,704.851,1158.901,1338.921,1973.610,1836.449,1787.184,2352.930,1070.304,1331.291,1862.319,1399.423,1493.335,2109.048,1677.047,1881.562,2789.446,2051.612,1865.122,2500.274,1896.323,2721.728,3508.351,4283.380,3057.732,3018.121,5197.434,4192.885,4566.300,4214.288,4149.685,5086.078,5368.240,5553.923,6814.567,5727.878,5514.000,5124.360,5442.367,4347.466,4857.661,4130.417,3852.456,3977.144,3642.417,3704.816,3366.719,2429.275,2566.458,2410.484,2322.323,1857.523,2244.067,1856.807,2088.488,1237.375,1242.434,1242.178,1596.778,1379.481,2035.193,1815.287,716.434,1598.773,645.079,1214.682,408.469,667.845,573.597,755.269,254.066,858.800,866.873,262.532,443.926,448.252,545.941,277.115,373.242,189.531,192.536,391.278,497.114,100.516,0.000,0.000,105.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,126.469,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9590.00, 13.3,749.9,1.000,1.83,7.52,810.2,ON,68.930,84.673,69.677,68.539,1.840,3.028525e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
83,28/4/2020,22:35:41,22.0,99.6,41.0,6.81549e-008,1.82767e-005,,0.000,0.000,0.000,0.000,243.698,0.000,0.000,437.039,210.917,1426.773,393.534,761.519,736.083,713.686,686.727,1669.499,1137.299,1254.896,764.503,739.606,2013.102,1392.069,1493.335,2109.048,2193.061,2885.061,2197.125,2751.851,2447.973,2159.313,2900.258,3157.186,3664.312,4548.010,2961.384,2711.204,4444.618,3769.693,5327.374,3906.240,4176.398,4904.434,4384.080,5950.035,6125.858,5593.109,6199.890,5371.074,6133.672,5938.676,6671.813,5021.264,4512.167,5073.308,3563.234,3783.658,3217.334,3124.807,2721.988,2643.756,2399.733,2167.097,2011.922,2166.266,2862.014,2552.087,1164.782,2131.526,2283.055,1820.555,1257.587,1815.287,1751.290,1375.018,628.878,971.745,1470.488,1236.328,415.817,755.269,677.508,772.920,600.169,794.300,477.207,504.297,636.932,184.743,373.242,0.000,0.000,195.639,99.423,100.516,204.424,103.967,105.784,0.000,0.000,110.957,0.000,115.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9590.00, 13.3,749.9,1.000,1.83,7.52,810.2,ON,72.763,87.888,73.174,85.053,1.814,3.197071e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
84,28/4/2020,22:41:11,22.0,99.7,41.0,6.80865e-008,1.82767e-005,,0.000,272.507,0.000,0.000,0.000,234.859,0.000,0.000,421.783,611.401,786.974,380.714,183.999,713.600,686.645,1335.440,1786.970,1411.589,611.529,739.517,1145.905,1539.181,1900.380,1976.995,1547.857,2508.466,3173.243,2631.889,858.230,2058.858,2846.203,2939.094,2444.919,4282.847,3591.588,3898.069,4246.551,4445.755,4946.234,5150.172,5006.221,4654.410,5632.781,5155.480,4517.322,5334.306,6053.366,6271.033,4994.530,4843.972,5369.306,5064.467,4611.031,4692.452,3325.287,2995.026,3609.254,3351.609,4206.223,3032.155,3096.058,2012.055,1470.088,2707.505,2332.236,2462.465,3028.056,2328.795,1870.685,1800.114,1257.431,1657.230,1751.064,1358.788,644.998,1376.476,816.844,659.293,582.071,1006.900,592.746,343.477,877.338,601.824,492.622,398.970,454.895,646.521,93.299,189.508,96.256,97.807,99.411,301.511,102.199,103.954,105.771,107.654,109.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9591.60, 13.3,749.9,1.000,1.83,7.52,810.3,ON,73.193,88.903,74.336,76.351,1.801,3.141636e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
85,28/4/2020,22:46:41,22.0,99.6,41.0,6.81549e-008,1.82767e-005,,283.142,0.000,0.000,0.000,0.000,0.000,452.816,0.000,632.751,203.825,0.000,380.760,920.104,535.264,1030.091,1335.600,649.885,784.511,1070.108,887.527,1002.787,839.654,1357.578,922.709,1806.050,1756.124,1586.812,2991.161,1398.842,2727.553,2900.258,1306.422,2551.528,2820.752,2961.368,4486.144,4834.340,3954.941,4039.448,4495.255,5371.587,4064.296,5281.648,5329.983,6907.802,6539.637,6506.161,4561.740,6245.684,5564.324,5958.586,3725.445,4093.230,4192.241,3863.172,3271.944,3288.216,3210.482,2799.759,2099.444,2941.639,2399.286,1470.251,2320.999,2024.036,1379.151,2174.259,931.634,1715.001,1252.409,1650.591,1262.816,1273.660,1358.957,1025.078,1237.956,1143.713,1071.484,660.994,1011.379,677.508,515.280,520.124,962.616,799.068,537.902,363.961,554.230,653.174,663.360,0.000,0.000,298.268,100.516,102.212,0.000,211.569,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9590.00, 13.3,749.9,1.000,1.83,7.52,810.2,ON,73.012,90.501,75.621,68.539,1.795,2.969478e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
86,28/4/2020,22:52:11,21.9,99.7,40.9,6.80572e-008,1.82719e-005,,566.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,421.762,0.000,196.733,380.695,735.957,1605.518,858.262,667.685,974.661,1568.351,1070.121,1774.780,1002.615,1958.856,271.469,1976.893,2321.685,2257.486,2318.788,2033.627,2680.651,1931.695,2899.758,3156.657,3932.926,2402.448,3165.053,3011.938,3456.315,3962.314,3519.255,4026.288,5439.767,5993.232,4741.127,5216.545,7367.783,7054.692,5970.511,5596.352,5160.780,6157.290,5200.489,5086.928,5316.275,4484.718,4006.705,3801.890,3904.084,2499.410,2721.507,3186.690,1797.315,2382.480,1856.830,2397.941,1605.051,2416.038,1785.681,1940.559,2437.279,1387.505,1021.608,987.976,1232.042,1010.779,1237.791,1214.465,898.472,988.886,498.892,587.327,677.388,601.053,260.016,612.465,621.387,627.441,454.870,554.132,932.941,378.996,192.502,391.208,0.000,100.498,0.000,103.949,0.000,0.000,0.000,0.000,0.000,115.172,0.000,0.000,0.000,123.845,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9589.78, 13.3,749.9,1.000,1.83,7.52,810.2,ON,72.486,88.763,74.066,68.539,1.798,3.100734e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
87,28/4/2020,22:57:41,21.9,99.6,40.9,6.81255e-008,1.82719e-005,,0.000,0.000,0.000,0.000,0.000,0.000,226.397,0.000,210.906,0.000,196.757,0.000,368.023,892.061,343.346,834.707,812.315,1254.831,764.463,1479.136,2291.967,1119.481,1493.258,1713.513,2321.945,2006.895,2074.955,2120.336,2363.605,3750.191,2007.767,1959.531,2232.471,2969.603,2594.700,3229.490,4444.382,2802.967,4954.674,6079.077,5532.666,4995.004,5010.101,5818.077,4920.975,4595.358,6272.909,4873.766,5327.908,6979.086,5776.495,5668.905,3932.512,4454.177,4014.099,3176.803,2432.489,3280.865,2877.378,2374.516,2744.902,2167.001,2398.702,1661.796,1896.514,2010.639,1863.551,1475.008,1714.921,2426.413,1257.520,868.134,1830.796,959.212,1048.197,971.693,1307.031,989.010,997.908,335.657,508.104,687.011,866.827,787.552,532.683,806.810,272.956,277.100,186.611,0.000,192.526,195.628,99.418,100.511,102.206,207.923,0.000,107.662,109.615,110.951,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9588.18, 13.3,749.9,1.000,1.83,7.52,810.2,ON,73.562,89.412,75.188,82.047,1.773,2.989133e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
88,28/4/2020,23:03:11,21.9,99.6,41.0,6.81255e-008,1.82719e-005,,0.000,0.000,0.000,0.000,0.000,234.875,0.000,218.508,0.000,203.814,0.000,380.740,368.023,713.649,1716.730,1001.648,1137.240,470.562,1834.712,1183.309,1862.223,2378.896,1283.533,1653.531,2708.935,2383.207,2198.545,2271.647,2098.154,1477.348,2348.020,3478.121,3189.260,2029.401,2815.588,3815.591,3753.040,2996.274,4280.707,4205.838,5693.545,5116.972,5367.964,4936.572,5355.361,5795.659,5420.839,5385.983,6807.287,4861.099,5290.347,4940.027,4093.026,3499.729,3697.372,2703.873,4559.323,2569.668,1944.174,2254.839,2322.199,2399.166,1470.172,2166.151,1624.293,2087.960,2096.495,1397.376,2104.661,1721.970,1414.710,1686.417,1801.469,1465.594,1101.819,890.719,735.205,1318.679,1164.226,503.486,592.788,772.878,433.413,437.529,621.464,358.582,363.941,277.100,186.611,189.521,192.526,0.000,99.418,201.021,0.000,0.000,105.779,107.662,109.615,110.951,0.000,0.000,117.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9588.18, 13.3,749.9,1.000,1.83,7.52,810.2,ON,72.312,88.309,73.709,79.148,1.799,2.964630e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
89,28/4/2020,23:08:41,21.9,99.6,40.9,6.81255e-008,1.82719e-005,,0.000,272.525,0.000,0.000,243.685,469.750,0.000,0.000,0.000,1222.885,393.514,190.370,184.011,356.824,343.346,1623.980,1018.992,1097.977,764.463,1479.136,859.488,979.546,2036.261,2301.827,2133.172,1881.464,1586.730,2273.151,2680.986,3636.566,2453.937,2612.719,2126.163,3029.540,3369.658,2510.244,3456.749,3769.497,4470.945,4682.298,4887.166,3930.247,4806.453,5465.467,5789.759,5627.889,5255.023,5041.813,6234.077,5182.181,5857.874,4940.015,4574.580,3261.093,4671.572,3862.264,3374.098,2812.178,3305.695,2137.610,2613.890,2262.318,1624.927,2048.601,1664.472,1701.308,2174.155,1707.904,1636.958,1272.786,1158.396,1341.662,1273.592,1598.687,1370.719,971.693,980.273,576.922,997.908,839.143,762.156,515.252,693.461,525.035,266.342,358.582,272.956,92.367,466.528,94.761,0.000,0.000,298.253,0.000,102.206,103.961,105.779,215.324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9588.18, 13.3,749.9,1.000,1.83,7.52,810.2,ON,72.901,87.462,73.517,79.148,1.787,2.940918e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
