Sample File,C:\Users\fvanden\Documents\AIMdata\SMPS - Copy\240420.7.S82,
AIM Version,10.3.0.3
Classifier Model,3082       ,Classifier S/N,3082001651003   ,Classifier Firmware Version,2.10
Neutralizer Model,3088,Neutralizer S/N,3088011703001
Impactor (cm),0.0508,Impactor S/N,5080134
DMA Model,3081,DMA S/N,3081A1651001
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3776 Low Flow,Detector S/N,3776165002, 
Detector Sample Flow (L/min),0.05,Detector Inlet Flow (L/min),0.30
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),30.00
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,dw/dlogDp
Weight,Number
684,1/5/2020,05:41:11,20.3,98.6,43.6,6.83418e-008,1.81953e-005,,282.028,0.000,0.000,0.000,242.739,0.000,0.000,0.000,210.087,406.045,1175.955,1137.784,1466.373,1599.474,684.025,997.758,970.992,937.469,2131.929,1620.981,1141.534,2509.052,2704.474,1444.267,1464.887,1574.265,1337.406,2502.678,2206.122,2264.022,2666.633,1735.046,2541.495,2601.539,2601.000,1843.219,2459.517,1636.736,1895.147,1212.676,2663.732,1990.239,1158.543,2449.326,1913.131,1199.935,760.478,1171.861,1658.507,1291.057,908.877,806.699,802.217,1502.629,946.465,863.681,1094.290,1089.387,1316.920,851.972,1619.247,925.112,946.077,1057.747,1078.672,1617.684,1314.908,1082.643,1320.030,1325.466,1252.655,550.312,872.207,1035.127,1044.142,1048.596,1383.348,656.789,82.837,501.538,506.138,855.432,172.695,174.335,265.311,89.299,362.533,184.019,185.889,188.788,0.000,0.000,0.000,0.000,0.000,0.000,105.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9951.20, 13.8,777.4,1.000,1.83,7.52,808.1,ON,55.438,81.584,62.628,31.059,2.036,1.632035e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
685,1/5/2020,05:46:41,20.3,98.6,43.7,6.83418e-008,1.81953e-005,,0.000,0.000,0.000,0.000,0.000,467.925,451.034,217.660,420.174,609.068,1567.940,1896.306,2566.153,4180.886,2817.290,3492.153,2427.480,2965.041,2744.932,2652.107,2425.759,5575.691,5003.277,3807.613,2441.427,3248.545,3647.484,3456.097,2464.140,1786.070,3555.528,2385.688,2541.495,2601.539,2644.581,2600.525,3049.801,1925.572,3032.234,2891.780,1837.056,1718.843,2034.330,1156.716,1817.347,1799.902,1774.448,753.339,912.179,572.519,729.391,425.443,857.489,1267.689,1183.082,785.164,937.962,700.320,1137.278,954.130,1310.819,1233.482,1002.014,1001.821,924.576,1309.554,1314.908,1469.301,1164.732,623.749,704.619,1179.240,1268.665,637.001,963.824,1048.596,976.481,985.184,662.698,501.538,590.495,598.802,518.084,261.502,88.437,0.000,90.633,98.294,179.540,0.000,0.000,0.000,0.000,100.121,0.000,0.000,0.000,0.000,109.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,127.757,0.000,132.459,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9951.20, 13.8,777.4,1.000,1.83,7.52,808.1,ON,43.251,68.805,51.314,29.961,2.037,2.142090e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
686,1/5/2020,05:52:11,20.3,98.6,43.7,6.83418e-008,1.81953e-005,,282.028,0.000,0.000,0.000,0.000,0.000,0.000,1088.298,210.087,609.068,1175.955,948.153,549.890,1421.754,1332.118,3028.216,1132.824,2343.672,1827.588,884.036,626.005,1339.957,1757.908,1706.881,1593.383,1699.209,1337.406,1787.627,2348.028,1899.271,1444.426,2649.159,2601.942,1352.800,2542.867,2521.559,2930.727,2214.408,2530.668,2982.841,2417.303,1899.774,1782.374,1668.407,1817.347,1238.638,1820.790,920.748,1575.582,899.673,1377.739,1210.061,1199.161,1188.459,946.465,1334.780,1336.162,1315.478,1007.056,1394.137,1387.926,1618.957,1926.950,1387.136,1155.731,847.359,1778.993,1239.319,1473.307,1247.497,861.200,1179.240,1982.289,716.627,1124.461,725.951,732.361,820.987,911.210,501.538,590.495,427.716,604.431,523.004,707.496,625.091,271.900,184.019,92.945,0.000,95.890,194.871,99.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,114.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135.456,300,4,50,1,3.000,0.300,0.00,10.67,9951.20, 13.8,777.4,1.000,1.83,7.52,808.1,ON,58.281,86.943,65.572,24.144,2.090,1.770891e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
687,1/5/2020,05:57:41,20.3,98.6,43.8,6.83418e-008,1.81953e-005,,0.000,0.000,0.000,0.000,0.000,0.000,225.517,0.000,210.087,203.023,587.978,379.261,1832.967,533.158,342.013,997.758,1780.152,1249.958,1675.289,1326.053,856.150,1254.526,2298.803,1575.564,1670.450,2248.993,1580.571,3217.729,1625.564,2490.424,2888.853,2494.129,1482.539,2809.662,2949.741,2942.693,2561.318,2940.767,3316.506,1865.656,2112.615,1809.309,1693.256,2273.704,1307.349,2314.160,921.819,1430.556,1492.657,1063.250,1053.565,726.029,1279.105,1426.150,946.465,1099.230,1328.780,1400.640,1161.988,1084.329,1387.926,1464.760,1100.233,1211.873,924.576,1309.554,1005.518,1701.296,854.137,1778.124,1267.883,786.160,1347.957,1035.127,1204.780,725.951,1289.767,504.909,662.698,1086.667,376.318,302.733,259.042,174.335,176.874,357.195,181.267,92.009,92.945,94.394,95.890,0.000,99.033,0.000,0.000,0.000,0.000,0.000,109.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9951.20, 13.8,777.4,1.000,1.83,7.52,808.1,ON,56.411,83.190,65.202,55.232,1.975,1.709374e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
688,1/5/2020,06:03:12,20.3,98.6,43.8,6.83418e-008,1.81953e-005,,0.000,0.000,0.000,0.000,0.000,0.000,225.517,0.000,420.174,609.068,1175.955,758.523,549.890,1777.193,855.031,810.958,990.949,2187.427,1066.093,1768.071,2140.376,975.742,1757.908,1706.861,2055.938,1317.866,1270.822,2621.853,696.670,2377.240,2111.085,1735.046,2012.017,1560.923,2848.026,2600.525,2065.995,2792.080,2179.428,2611.918,1928.923,2013.689,2456.823,2298.258,1125.024,1114.225,1098.468,1339.269,1243.880,1553.980,810.435,1129.379,719.496,563.764,1252.846,1099.230,937.962,778.134,1007.056,851.972,1465.033,925.112,1002.014,693.568,847.528,693.293,1392.263,1159.975,1630.625,1622.186,1346.162,943.392,1189.374,1114.752,803.186,483.967,732.361,820.987,497.024,501.538,843.564,427.716,604.431,523.004,265.311,357.195,271.900,0.000,371.778,283.182,95.890,97.436,0.000,0.000,101.811,0.000,0.000,0.000,109.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9951.20, 13.8,777.4,1.000,1.83,7.52,808.1,ON,57.083,85.033,64.627,47.829,2.056,1.596449e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
689,1/5/2020,06:08:41,20.4,98.6,43.8,6.83714e-008,1.82001e-005,,0.000,0.000,0.000,0.000,0.000,233.975,0.000,217.671,630.293,203.033,588.008,379.281,916.531,888.643,1026.091,1829.319,1294.724,1562.530,609.228,1326.123,1712.390,1393.991,1217.077,1444.343,1542.034,1249.506,1459.065,1668.539,2206.238,2716.969,2222.311,2494.260,2118.024,2601.676,2073.523,2964.353,1965.692,1164.783,1886.016,2518.768,2112.727,3256.928,2228.086,2107.574,1384.719,1457.141,1436.535,1423.050,1151.475,1236.304,1053.621,806.742,639.587,475.409,631.011,1020.769,781.685,855.993,1471.931,1239.300,1079.556,1387.742,1079.151,1001.875,1309.887,770.368,850.869,1392.045,1164.796,1142.370,1514.943,864.823,872.267,1035.184,803.230,1290.650,1546.179,656.825,248.525,501.566,674.888,513.287,172.704,261.516,88.442,178.607,362.553,184.029,0.000,94.399,95.895,292.322,99.038,100.127,101.816,0.000,0.000,321.752,0.000,110.527,0.000,114.746,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9953.12, 13.8,777.4,1.000,1.83,7.52,808.2,ON,58.670,86.620,65.811,61.527,2.047,1.583986e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
690,1/5/2020,06:14:11,20.4,98.6,43.8,6.83714e-008,1.82001e-005,,0.000,271.481,0.000,0.000,0.000,0.000,0.000,217.671,420.195,406.066,980.014,948.203,1283.144,710.914,855.076,831.509,971.043,1250.024,609.228,1768.164,285.398,1672.789,946.615,1313.039,2184.549,1749.308,851.121,1672.623,2441.088,2144.506,2444.543,3172.327,2197.178,2289.475,2339.561,3000.765,2164.490,2695.958,2179.534,1679.179,2756.108,2985.159,1782.469,1931.943,1557.809,1542.856,929.522,1590.467,1326.877,981.514,810.478,806.742,1199.225,950.818,946.516,628.165,1164.188,1486.824,1007.111,929.475,1233.778,770.968,2004.137,1310.144,1463.991,1463.699,1082.924,1624.053,698.877,1637.429,861.247,1572.406,634.367,955.554,321.292,1532.647,651.023,1231.547,1076.943,417.971,843.610,342.191,172.704,784.548,353.767,178.607,181.276,184.029,185.899,0.000,191.791,97.441,99.038,0.000,0.000,0.000,105.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9953.12, 13.8,777.4,1.000,1.83,7.52,808.2,ON,59.324,86.713,66.976,42.935,2.025,1.633224e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
691,1/5/2020,06:19:41,20.3,98.6,43.8,6.83418e-008,1.81953e-005,,0.000,0.000,0.000,0.000,0.000,0.000,225.517,217.660,1050.434,609.068,391.985,1517.045,1283.077,1515.097,1620.246,1829.223,1456.488,2187.443,2132.186,1620.732,998.842,1672.701,1622.684,1969.455,2312.930,2998.676,2538.122,2064.082,1951.202,3282.860,3777.747,2602.569,2876.937,2433.487,2893.504,3300.667,2459.517,3369.751,2937.477,3638.028,3306.701,2804.442,3030.036,2185.893,2518.913,1885.612,2872.916,1322.216,1509.551,1635.769,1596.766,1578.815,1417.098,1980.764,1932.194,1556.916,1537.725,1577.496,1992.979,1394.137,1696.354,2081.501,1310.326,2080.704,1386.864,1463.619,1778.993,1159.975,1708.274,1247.497,1393.597,1981.117,1902.998,1512.878,963.824,1209.918,732.361,985.184,745.536,501.538,506.138,769.888,431.737,435.836,88.437,89.299,181.267,184.019,0.000,188.788,191.780,0.000,0.000,0.000,0.000,0.000,0.000,107.245,218.380,0.000,0.000,0.000,0.000,0.000,0.000,123.380,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9951.20, 13.8,777.4,1.000,1.83,7.52,808.1,ON,58.833,82.943,64.698,41.418,1.993,2.193025e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
692,1/5/2020,06:25:11,20.4,98.6,43.8,6.83714e-008,1.82001e-005,,0.000,0.000,0.000,0.000,0.000,0.000,225.529,653.013,840.391,812.132,1176.017,1327.484,1099.837,1599.557,2223.198,831.509,2427.607,1562.530,1675.376,2062.858,1141.593,1951.587,1587.616,2151.014,2939.888,2374.061,1424.879,2417.137,2902.944,2578.308,2025.065,2494.260,2435.728,2913.877,3661.921,2400.612,3345.120,2695.944,2179.534,3171.796,2939.460,1990.345,2317.210,1668.496,2077.087,1799.998,1690.041,1255.632,1161.017,1308.685,1945.147,1936.181,1199.225,1584.696,1600.654,1390.349,1485.187,1011.628,774.700,1316.756,1773.556,1079.355,1856.916,1611.471,1386.939,1495.709,1205.486,1536.040,1330.823,779.728,1538.517,1442.666,1254.596,1288.269,1044.199,887.322,1464.801,908.659,491.476,250.783,590.527,598.835,518.112,435.860,442.209,267.910,90.638,92.014,0.000,188.798,0.000,0.000,99.038,0.000,0.000,0.000,210.750,107.251,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9953.12, 13.8,777.4,1.000,1.83,7.52,808.2,ON,56.132,80.918,62.315,47.829,2.026,2.000495e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
693,1/5/2020,06:30:41,20.4,98.6,43.8,6.83714e-008,1.82001e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,435.342,1050.489,1015.165,784.011,379.281,916.531,1244.100,855.076,1663.017,647.362,1093.771,1827.683,1473.470,1606.637,1357.899,1081.846,2363.470,1927.543,2389.227,2173.840,1310.995,1857.884,2264.141,2484.043,2564.155,2857.997,2707.086,2276.964,3862.523,2091.976,3055.759,3411.444,2145.617,2388.313,2080.815,1782.469,2195.389,1730.898,1457.141,1436.535,1088.214,995.157,1308.685,1134.669,887.416,719.535,792.348,1340.898,628.165,703.510,933.811,619.760,1006.931,1619.334,1773.227,1702.752,1226.134,1078.730,2002.956,1624.386,1160.049,1164.796,857.701,1252.723,920.595,974.611,794.938,1688.152,1164.751,615.278,821.031,745.576,825.855,600.707,420.099,180.416,261.516,265.326,89.303,181.276,184.029,185.899,94.399,0.000,0.000,198.076,0.000,0.000,0.000,105.375,0.000,109.196,0.000,0.000,0.000,0.000,0.000,120.901,123.387,0.000,127.763,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9953.12, 13.8,777.4,1.000,1.83,7.52,808.2,ON,55.546,84.286,64.150,49.581,2.038,1.744816e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
694,1/5/2020,06:36:11,20.4,98.6,43.9,6.83714e-008,1.82001e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,435.342,210.098,1421.232,1372.019,1896.405,1649.756,710.914,2565.228,3492.336,2427.607,2656.300,2741.525,2799.592,3710.179,2509.183,2434.154,2232.166,3212.572,2873.864,2796.541,2149.349,3247.319,2943.384,2555.658,2602.706,2965.234,3302.890,2366.216,3700.943,3640.278,3562.497,2985.883,2844.419,2296.806,3623.487,2490.509,1904.440,2104.196,2057.154,1014.024,2343.846,1492.736,736.135,1296.765,1452.136,1265.397,2311.487,1735.280,1648.934,1789.530,1798.095,1549.401,2091.318,1465.112,2235.807,1618.726,2080.817,2311.564,1848.882,1624.386,1701.388,1553.061,1325.538,1331.030,1493.785,1665.214,875.925,1365.491,1451.981,1057.912,1149.444,414.209,752.349,253.083,256.643,518.112,174.344,265.326,0.000,0.000,184.029,185.899,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9953.12, 13.8,777.4,1.000,1.83,7.52,808.2,ON,53.397,76.185,59.463,28.903,1.995,2.362117e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
695,1/5/2020,06:41:41,20.4,98.6,43.9,6.83714e-008,1.82001e-005,,0.000,0.000,0.000,0.000,0.000,233.975,225.529,0.000,1890.879,609.099,784.011,1784.824,1757.611,1244.100,1539.137,2161.922,1942.085,1718.783,1523.069,1057.603,1972.440,2230.385,1622.769,1575.646,2056.046,2998.814,2431.775,1910.986,2318.377,2716.969,2686.524,2800.323,1906.222,2497.624,1627.521,3100.790,2361.261,1444.265,3080.646,2657.844,2204.584,2171.285,2317.210,2458.836,2077.078,2142.855,2028.049,1590.467,1161.017,981.514,1377.812,2097.530,1918.760,1505.462,1577.527,1570.413,1719.702,1711.986,1626.879,774.562,1536.647,1162.027,1927.055,1341.129,893.647,1880.893,2063.378,1230.363,1475.408,1793.375,1331.018,1549.542,1608.978,1114.813,1285.168,1209.984,813.779,1149.444,662.734,658.666,938.151,513.287,518.112,610.204,176.884,446.517,181.276,92.014,185.899,188.798,0.000,0.000,11.688,88.311,0.000,0.000,105.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9953.12, 13.8,777.4,1.000,1.83,7.52,808.2,ON,58.928,83.896,64.207,49.581,2.063,2.034812e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
696,1/5/2020,06:47:11,20.4,98.6,44.0,6.83714e-008,1.82001e-005,,0.000,271.481,0.000,0.000,242.751,467.949,451.058,435.342,420.195,609.099,1568.022,2275.686,2566.287,2310.471,1539.137,1330.414,2265.766,2656.300,1523.069,2062.858,2853.983,1812.188,2839.846,2888.685,2570.057,2998.814,1546.467,1940.412,2090.120,2716.969,3666.814,2819.598,3071.135,2431.940,3420.949,2702.748,2654.393,2320.187,2833.640,2238.919,2296.442,2171.285,2317.210,2019.758,1751.056,1522.892,1943.555,1841.594,1078.087,1145.099,1053.621,1290.788,959.380,713.113,1183.145,863.739,1641.523,1400.716,1277.067,1046.847,925.334,1233.549,1695.808,770.673,1463.991,1386.662,1160.276,1314.709,698.877,1376.288,966.877,786.203,713.663,1353.702,562.261,1129.319,895.156,1067.341,745.576,585.160,452.553,311.010,518.112,348.688,88.442,89.303,0.000,92.014,92.950,94.399,0.000,0.000,0.000,200.254,0.000,103.564,0.000,107.251,0.000,110.527,0.000,0.000,0.000,0.000,0.000,123.387,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9953.12, 13.8,777.4,1.000,1.83,7.52,808.2,ON,49.750,74.219,56.249,41.418,2.037,2.007727e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
697,1/5/2020,06:52:41,20.4,98.6,44.2,6.83714e-008,1.82001e-005,,0.000,0.000,0.000,0.000,242.751,233.975,451.058,653.013,1050.489,2030.331,2156.030,2086.046,4582.656,4265.485,3710.124,4540.968,5502.599,6465.140,4055.003,3536.327,4138.276,3763.775,3651.231,3151.293,3084.069,2748.913,2674.953,3337.079,3483.533,3735.833,2019.831,3017.215,3177.052,2640.074,3827.829,3300.856,2951.596,1155.404,2606.834,2098.118,2020.869,2442.696,1871.592,1931.943,2855.995,1714.284,845.020,1088.214,1824.455,899.721,1429.888,593.558,719.535,950.818,788.763,1174.714,1019.263,700.358,1082.204,1792.247,994.105,919.527,1547.277,1233.077,1232.834,1232.588,928.221,1546.717,965.785,1369.434,1174.428,1415.165,1240.458,904.319,1445.814,645.325,895.156,410.516,1325.469,585.160,421.805,171.096,431.760,523.032,265.326,168.364,191.672,184.029,185.899,94.399,0.000,97.441,198.076,0.000,203.632,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.67,9953.12, 13.8,777.4,1.000,1.83,7.52,808.2,ON,40.818,65.931,48.878,25.946,2.057,2.484684e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
698,1/5/2020,06:58:11,20.4,98.7,44.3,6.83022e-008,1.82001e-005,,0.000,0.000,0.000,0.000,0.000,467.892,676.504,0.000,840.288,812.033,1567.831,1706.557,2053.004,1919.017,2051.932,1664.769,1939.946,2812.210,913.730,2651.921,3138.998,1811.966,3380.356,2231.893,2441.256,2248.835,1823.608,2383.335,2025.215,2119.851,1869.744,2493.953,2964.869,2393.247,2117.688,3864.801,3397.407,2791.882,1800.262,3353.286,3127.360,2261.475,2584.260,1668.289,1730.683,1885.478,1520.847,1673.967,1492.550,1226.739,1296.603,564.649,1518.828,1188.373,1498.463,1020.641,1250.527,1089.309,1626.666,1316.590,1156.521,1464.654,1926.811,1464.094,1232.678,1603.625,515.502,813.143,1009.361,1091.481,1330.872,1100.521,792.858,796.194,883.441,967.864,976.410,820.927,828.313,1086.588,337.401,256.611,431.705,610.127,265.292,178.584,181.253,92.003,92.938,188.774,95.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,109.182,221.027,0.000,114.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.68,9954.75, 13.8,777.4,1.000,1.83,7.52,808.2,ON,52.268,76.740,58.197,49.581,2.044,2.020465e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
699,1/5/2020,07:03:41,20.3,98.7,44.4,6.82725e-008,1.81953e-005,,281.993,0.000,0.000,0.000,0.000,233.934,225.490,0.000,420.122,0.000,783.875,568.823,1099.646,1243.883,854.927,1662.727,1294.498,1835.747,2169.903,1767.855,1426.743,1951.246,2596.174,2467.890,2698.088,1749.002,2309.782,2740.692,2857.008,2081.676,2555.210,2385.395,2223.535,3433.608,2440.851,2400.189,2852.698,3080.535,3142.581,2782.410,2755.243,2804.081,2076.769,2519.309,951.825,1371.184,1267.318,1841.266,1077.895,899.561,1323.998,1182.559,1438.813,1314.802,1057.013,863.573,1328.613,1244.857,1316.754,1393.961,1310.654,924.995,1078.956,462.320,924.459,1309.388,773.377,1546.437,1242.224,1182.397,1004.582,786.060,1109.941,1114.611,883.393,1048.463,569.542,1149.235,745.441,835.791,421.728,940.855,259.009,174.312,88.426,625.011,0.000,91.998,92.933,188.764,95.878,0.000,0.000,100.109,0.000,0.000,0.000,0.000,109.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,127.741,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.68,9952.83, 13.8,777.4,1.000,1.83,7.52,808.1,ON,54.439,79.710,61.463,46.138,1.995,1.843224e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
700,1/5/2020,07:09:11,20.4,98.7,44.5,6.83022e-008,1.82001e-005,,0.000,0.000,0.000,0.000,0.000,0.000,225.501,435.289,840.288,609.025,979.894,758.470,1466.271,888.534,1182.818,1510.286,1780.028,1505.838,816.516,2357.263,2140.226,2369.494,1216.928,2888.332,1670.333,2808.243,3224.432,1955.639,2158.255,2735.981,3980.681,2819.252,3070.757,1560.813,2949.517,3000.405,1770.727,2503.081,2842.519,2705.009,1194.002,3033.202,2269.583,1595.321,1889.138,1456.960,2450.254,1925.063,1741.321,490.696,1458.678,967.970,1438.890,1267.598,1225.773,1483.245,1244.928,1138.873,852.063,1316.590,1850.434,1156.306,1735.700,1501.053,1001.551,1463.513,1160.129,927.912,1242.291,1169.444,626.282,1493.596,872.144,1114.671,1044.067,564.588,569.573,656.742,662.650,334.335,759.153,342.148,604.387,261.483,281.026,341.282,181.253,276.008,92.938,188.774,0.000,97.429,99.026,100.114,203.607,0.000,105.362,107.237,0.000,0.000,112.583,114.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.68,9954.75, 13.8,777.4,1.000,1.83,7.52,808.2,ON,54.684,80.537,61.610,41.418,2.017,1.899724e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
701,1/5/2020,07:14:41,20.4,98.7,44.6,6.83022e-008,1.82001e-005,,0.000,0.000,0.000,0.000,0.000,0.000,451.003,1305.866,840.288,1218.050,1567.831,758.470,1869.720,2629.845,1866.795,2009.130,1941.864,2343.508,1827.460,2946.579,1854.862,2090.730,2028.214,1766.668,2511.094,2308.521,3589.154,1906.668,2902.588,2716.636,2286.754,3045.164,2364.914,2601.355,2422.811,2718.222,2234.379,2241.866,2179.264,2145.352,2847.236,2804.243,2584.260,2282.922,2336.423,1885.478,1351.864,2343.554,1575.469,1635.652,1134.527,1451.954,1438.890,1822.173,1182.997,1413.195,1406.843,1789.579,1626.666,1239.143,1156.521,1079.219,1387.304,1309.978,1463.806,1309.459,1237.471,1391.869,1552.875,1559.258,1095.994,786.103,713.572,1433.149,1285.005,967.864,1057.778,985.112,637.771,860.942,506.102,427.685,431.705,261.483,176.861,357.169,90.627,184.005,185.876,0.000,0.000,0.000,0.000,0.000,101.803,103.551,105.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.68,9954.75, 13.8,777.4,1.000,1.83,7.52,808.2,ON,54.048,77.242,59.108,35.866,2.040,2.091375e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
702,1/5/2020,07:20:11,20.4,98.7,44.6,6.83022e-008,1.82001e-005,,0.000,271.448,0.000,0.000,0.000,0.000,0.000,217.644,1050.361,812.033,979.894,948.087,733.136,355.414,1196.961,997.688,1132.745,2499.742,2132.037,2504.592,2282.908,2230.112,2433.856,1969.317,1927.307,2123.900,3282.512,1787.502,1973.760,2943.022,1888.733,1301.193,2964.869,1560.813,2847.810,3700.487,2852.853,2117.980,2084.514,1492.419,2571.706,2400.012,2180.471,2809.750,1903.752,1885.478,1520.847,1422.872,746.275,572.478,1863.866,1209.962,959.260,1346.823,1261.863,1884.271,1016.053,1167.116,1084.444,1161.697,1464.927,847.958,1042.048,884.592,616.339,1463.513,850.761,1855.825,1559.943,1162.336,704.567,864.713,792.858,796.194,883.441,887.209,976.410,410.463,662.650,501.502,302.817,633.829,259.023,348.644,176.861,178.584,0.000,0.000,0.000,94.387,191.766,0.000,0.000,0.000,0.000,0.000,0.000,0.000,109.182,0.000,112.583,0.000,0.000,0.000,120.886,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.68,9954.75, 13.8,777.4,1.000,1.83,7.52,808.2,ON,53.478,77.188,59.871,49.581,1.986,1.786304e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
703,1/5/2020,07:25:41,20.4,98.7,44.7,6.83022e-008,1.82001e-005,,0.000,0.000,0.000,0.000,0.000,0.000,225.501,0.000,420.144,406.017,2155.768,1327.322,733.136,1421.655,854.972,2161.658,2750.952,1562.339,2284.325,2357.263,2996.316,2787.640,2298.642,2757.044,2826.717,2998.465,1702.034,1549.168,2902.600,1471.511,2333.140,2277.088,2858.981,2497.317,3051.225,3100.408,2656.091,2214.252,2460.767,1774.954,2755.389,2532.852,2236.833,1571.594,2163.354,1542.664,1436.356,1757.666,1575.482,1308.522,810.377,887.306,799.383,1536.232,1309.911,1256.185,1328.685,1167.116,929.524,1471.494,1542.029,1079.219,1695.594,1232.921,924.509,1155.405,578.845,1509.077,621.146,1481.295,1095.994,1100.544,1030.716,796.194,562.190,1048.520,650.940,903.020,828.313,417.918,927.853,256.611,604.387,261.483,176.861,89.292,181.253,0.000,92.938,94.387,95.883,194.857,99.026,0.000,0.000,0.000,105.362,107.237,0.000,0.000,112.583,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.68,9954.75, 13.8,777.4,1.000,1.83,7.52,808.2,ON,51.905,76.806,58.778,49.581,2.015,1.909480e+003,lockdown measurements b,MASIN,,,optics room,,Normal Scan,
