Sample File,C:\Users\fvanden\Documents\AIMdata\SMPS - Copy\170320b.S82,
AIM Version,10.3.0.3
Classifier Model,3082       ,Classifier S/N,3082001651003   ,Classifier Firmware Version,2.10
Neutralizer Model,3088,Neutralizer S/N,3088011703001
Impactor (cm),0.0508,Impactor S/N,5080134
DMA Model,3081,DMA S/N,3081A1651001
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3776 Low Flow,Detector S/N,3776165002, 
Detector Sample Flow (L/min),0.05,Detector Inlet Flow (L/min),0.30
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),30.00
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,dw/dlogDp
Weight,Number
47,17/3/2020,19:07:13,21.4,101.6,44.1,6.66405e-008,1.82480e-005,,278.452,0.000,258.015,496.684,239.368,1614.970,667.105,643.024,827.492,1397.728,1157.767,1117.676,1081.395,2090.548,675.645,487.592,1106.356,1384.297,1188.003,723.750,1260.323,2245.196,1781.189,1542.244,1996.622,2686.770,2612.494,1980.902,2702.245,2207.093,2259.352,3696.043,2164.326,2616.753,2671.108,3382.699,3041.924,3366.046,2196.078,3512.230,2925.642,3090.905,3404.117,2795.505,3299.620,3574.140,3013.902,2489.443,2881.261,3124.206,3199.491,2616.926,2146.643,2203.297,2635.412,3073.220,3208.590,1782.794,3105.901,2870.774,2495.614,2791.914,2344.461,2417.260,3222.368,2635.959,2049.777,2572.699,2351.687,2730.305,2482.140,2343.710,2540.165,2411.275,2775.727,1474.504,1763.046,1867.549,1236.602,1102.106,714.933,1122.319,406.468,574.405,414.186,336.176,509.178,0.000,87.439,176.657,179.412,0.000,92.597,94.115,95.150,0.000,98.418,200.277,0.000,0.000,105.036,107.003,109.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.316,0.00,10.22,9606.30, 13.3,749.9,1.000,1.81,7.48,788.5,ON,71.040,92.038,71.743,41.418,2.057,2.747359e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
48,17/3/2020,19:13:13,21.3,101.6,44.1,6.66117e-008,1.82432e-005,,0.000,0.000,258.822,498.239,1200.587,0.000,892.258,860.050,622.562,600.901,1161.391,560.587,1627.171,873.788,1016.640,652.174,1585.456,771.461,2085.513,580.812,1685.691,1768.559,1993.450,2425.517,3277.961,2205.147,2501.549,1738.743,3635.870,2324.701,2698.124,2542.340,2171.100,2523.984,2777.896,3103.147,2383.930,2532.435,3029.071,2710.171,2312.272,2451.946,2069.918,2293.999,2260.316,2887.635,2859.926,2577.789,1755.596,2371.698,2729.038,2684.072,2634.801,2591.258,2650.731,2173.508,2740.591,2636.828,2151.264,2675.821,2271.694,2588.971,2188.579,2930.716,1656.502,2538.931,1607.718,2646.089,2891.378,1924.582,2155.497,3209.287,2650.426,2466.796,2125.376,1914.177,1230.298,930.871,391.320,1263.498,1115.605,537.694,514.863,1234.718,498.578,353.347,749.881,432.005,263.139,177.210,269.960,0.000,92.887,94.410,0.000,97.059,98.726,100.452,0.000,0.000,105.365,0.000,0.000,0.000,0.000,115.255,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.315,0.00,10.22,9604.70, 13.3,749.9,1.000,1.81,7.49,789.8,ON,71.365,92.972,71.669,37.180,2.083,2.559698e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
49,17/3/2020,19:19:13,21.3,101.6,44.2,6.66117e-008,1.82432e-005,,556.875,0.000,258.001,0.000,0.000,230.698,222.357,642.991,413.725,1796.986,771.804,745.079,720.893,522.610,1182.317,1168.983,2024.091,922.817,1187.941,578.970,1820.372,1084.892,2517.026,1799.191,1871.724,2876.306,2784.155,1502.130,1812.168,2869.071,1721.321,1689.517,2567.067,2122.577,2571.292,2008.744,2112.090,2430.915,2653.468,2979.612,3095.041,1483.959,3524.893,2879.586,2753.845,2529.708,3069.222,2694.855,2386.390,2521.806,2971.593,2215.619,2146.544,1823.321,2412.693,2470.160,2891.992,1726.300,2144.428,2516.828,2046.955,2271.503,2417.595,2050.889,1786.404,2240.894,1683.655,1911.039,2645.517,1549.539,1778.191,2157.540,1942.365,2411.156,1286.309,1984.429,1286.921,944.185,1092.220,865.894,556.029,641.291,406.446,0.000,248.498,252.119,169.717,86.127,174.869,264.971,89.701,364.494,277.777,94.110,95.145,0.000,0.000,0.000,101.916,103.765,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.316,0.00,10.22,9604.95, 13.3,749.9,1.000,1.81,7.48,788.5,ON,69.904,89.498,70.385,61.527,2.019,2.316871e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
50,17/3/2020,19:25:13,21.2,101.6,44.3,6.65829e-008,1.82384e-005,,0.000,271.470,0.000,251.508,484.839,700.953,0.000,651.221,628.530,1011.103,195.421,1131.923,730.120,352.866,1026.386,1316.820,640.262,311.543,902.359,732.975,1701.850,961.430,1341.706,1301.585,1642.942,2349.968,2525.530,1638.383,3441.304,1564.657,2256.087,2919.020,2505.042,2955.887,2203.570,3034.976,2599.324,1893.860,3614.110,4013.020,2244.637,3447.961,2873.419,2659.083,2366.500,2515.948,2622.908,1707.889,2094.674,3078.392,3025.273,1716.065,1708.143,3231.659,2211.455,1973.707,2418.217,1759.721,1533.477,2917.654,1789.055,2003.715,3784.080,2299.700,2555.754,2338.934,2075.911,2460.601,2898.642,1943.028,2476.313,1808.391,1361.923,2976.207,1532.670,1391.416,1164.459,1682.785,1462.779,876.975,724.043,649.497,329.318,747.931,419.464,340.460,601.611,436.146,442.768,178.908,0.000,184.579,375.109,190.629,289.089,0.000,99.672,0.000,103.220,0.000,0.000,0.000,110.435,0.000,0.000,0.000,0.000,121.248,122.966,0.000,0.000,0.000,300,4,50,1,3.000,0.312,0.00,10.22,9602.86, 13.3,749.9,1.000,1.81,7.49,793.9,ON,72.500,96.363,75.096,55.232,2.037,2.394715e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
51,17/3/2020,19:31:13,21.1,101.6,44.4,6.65541e-008,1.82337e-005,,0.000,0.000,258.796,747.281,720.278,694.225,669.124,429.980,414.998,600.839,580.635,560.529,1451.379,2091.891,1524.801,978.135,951.175,771.381,893.698,1451.879,1404.596,1768.375,1461.711,1160.183,1877.485,1592.440,1722.458,2844.148,2953.836,2324.458,2589.928,2542.074,1757.373,2321.822,2579.204,2714.956,2288.332,4032.728,2845.179,1987.250,3112.328,3414.851,2759.600,3711.234,1867.872,2474.866,1960.873,2577.536,1675.631,2231.233,995.897,2175.178,2210.733,2903.040,2265.751,1745.828,1704.866,2533.252,2076.860,2141.410,1919.537,2322.379,2601.586,2314.023,1946.935,1869.410,2830.374,2580.472,1842.819,1702.331,2155.253,2164.161,1948.336,1889.497,1214.365,1733.133,1027.347,620.514,391.277,789.596,239.031,723.670,326.156,329.223,498.524,590.085,595.836,232.140,290.557,177.191,0.000,182.807,0.000,0.000,0.000,0.000,98.715,0.000,102.229,0.000,0.000,0.000,109.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.315,0.00,10.22,9602.00, 13.3,749.9,1.000,1.81,7.49,789.7,ON,65.167,87.938,68.720,51.397,2.037,2.304020e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
52,17/3/2020,19:37:13,21.1,101.6,44.5,6.65541e-008,1.82337e-005,,555.057,801.491,257.159,742.555,954.296,689.834,1108.154,854.522,1443.308,2189.144,961.605,928.307,898.173,1562.710,841.754,809.958,1102.686,1073.104,1924.122,1154.158,976.999,1757.191,1980.636,2049.502,2238.733,1338.927,2012.046,1790.290,2309.220,1649.827,1608.467,2631.247,2465.306,2206.827,2513.141,3043.987,2265.477,4100.414,2371.187,2333.723,2120.670,2519.077,2489.120,3207.829,1913.075,2049.335,3247.453,1760.835,2220.030,2474.510,1742.864,2840.314,2903.636,2877.500,2776.752,1270.029,2677.337,1951.432,1816.232,1907.743,2159.055,1612.745,3175.503,2275.393,1666.646,2408.273,2407.780,1904.791,2124.486,1911.857,1476.981,2743.716,2457.249,2027.762,1659.207,1261.332,1560.054,1772.701,1166.409,1333.824,870.903,159.798,567.163,245.355,412.810,167.530,422.905,257.536,0.000,0.000,178.816,90.825,184.579,187.605,94.834,96.434,0.000,0.000,0.000,103.426,0.000,0.000,108.683,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.317,0.00,10.22,9601.26, 13.3,749.9,1.000,1.81,7.48,786.9,ON,67.945,88.754,67.699,51.397,2.128,2.414312e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
53,17/3/2020,19:43:13,21.0,101.6,44.6,6.65253e-008,1.82289e-005,,0.000,267.150,257.145,247.506,477.123,229.933,443.239,854.478,412.352,398.006,961.555,371.304,1257.377,1085.119,799.663,809.916,1417.665,1073.048,2072.000,1154.098,2093.460,540.646,1848.497,2433.657,1741.146,2069.143,1656.905,2188.136,2031.935,2639.585,2573.413,1473.421,2400.955,3945.482,2887.087,2601.309,1989.523,3354.696,3009.425,2154.098,2827.411,2349.052,1885.126,2025.882,3243.738,1967.270,3247.293,2481.045,2537.029,1806.514,2091.621,2763.413,1910.178,2801.616,2476.438,2465.219,2156.629,1850.801,1768.803,2641.360,2200.743,2775.158,2482.589,2288.524,2310.200,2262.189,2188.773,2417.488,2417.002,1633.217,2126.158,2891.861,2808.927,922.261,2412.817,1749.621,1375.109,783.063,1231.623,863.016,791.687,719.054,243.057,572.465,577.902,586.322,338.306,600.885,261.433,0.000,89.403,363.282,92.285,0.000,94.829,0.000,0.000,0.000,0.000,0.000,104.682,0.000,108.678,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.317,0.00,10.23,9598.93, 13.3,749.9,1.000,1.81,7.48,786.9,ON,71.433,92.573,72.298,44.508,2.044,2.393785e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
54,17/3/2020,19:49:13,21.0,101.6,44.7,6.65253e-008,1.82289e-005,,0.000,535.995,257.961,0.000,957.274,922.649,666.967,1285.782,1240.982,998.170,1929.211,1303.685,1261.366,1045.057,1857.638,1624.970,1264.145,2460.461,1336.225,1881.358,700.034,1355.903,2384.179,1156.442,1871.431,2197.808,2018.324,2632.374,1836.218,2096.300,2904.274,2533.877,2988.205,2515.582,3559.690,2029.651,3326.414,3084.894,1921.164,4231.797,2570.479,2531.059,2063.025,2201.668,2252.789,2137.956,4071.990,2488.915,2624.611,2915.351,2642.246,2849.180,2682.740,2126.879,2032.598,2323.158,2834.903,2673.615,2513.765,2134.510,2502.067,2051.340,2343.946,1611.153,1385.817,2128.328,1756.573,1690.261,2571.603,2213.268,3407.659,2717.094,2126.754,1732.741,1815.671,1505.948,1476.483,850.454,858.033,1180.573,317.679,480.890,650.208,492.241,414.097,84.026,296.562,301.796,262.262,176.619,30.637,151.095,92.577,188.190,95.130,96.735,0.000,0.000,0.000,0.000,0.000,0.000,109.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.316,0.00,10.23,9598.93, 13.3,749.9,1.000,1.81,7.48,788.2,ON,67.024,86.536,66.708,55.232,2.083,2.547054e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
55,17/3/2020,19:55:13,20.9,101.6,44.9,6.64965e-008,1.82241e-005,,558.532,268.836,776.306,249.068,240.068,231.384,1107.417,1512.194,622.433,1201.554,774.100,1307.766,2349.870,1397.771,1016.429,1253.381,1634.394,2005.382,2234.013,1270.116,1299.257,1568.023,1524.228,1933.436,2127.594,1714.756,2501.027,2549.624,2271.944,1992.185,1402.731,3389.077,2894.204,2523.455,2876.503,2423.813,2842.535,2830.526,2844.888,3070.880,2400.685,2363.878,3280.240,2714.717,3150.405,3052.903,2969.489,2416.940,2711.838,2292.167,3118.253,1853.906,2921.794,2285.917,1585.856,2180.077,1945.732,2756.479,2447.453,2067.347,1993.151,2131.260,2057.380,1514.120,1497.594,1982.727,1363.451,2906.710,1842.606,1998.173,2155.020,1343.127,1723.342,2191.595,1366.013,1377.921,1614.417,1008.225,547.729,789.511,876.351,647.715,647.655,905.265,166.157,421.444,85.110,501.909,16.634,177.171,179.935,0.000,92.867,0.000,286.283,0.000,98.704,100.430,0.000,0.000,0.000,214.629,0.000,0.000,113.708,0.000,0.000,0.000,0.000,0.000,126.256,129.112,300,4,50,1,3.000,0.315,0.00,10.23,9597.33, 13.3,749.9,1.000,1.81,7.49,789.5,ON,64.778,86.955,65.926,41.418,2.102,2.473425e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
56,17/3/2020,20:01:13,20.9,101.6,45.0,6.64965e-008,1.82241e-005,,560.315,269.694,0.000,249.863,0.000,464.246,1789.842,1078.271,1873.261,1205.390,1941.428,1686.781,1813.363,525.838,1699.456,981.156,1749.206,619.011,1792.916,2330.181,1972.507,2456.081,2799.156,2198.223,2259.938,2334.599,2389.535,2092.716,2621.077,1998.544,3463.899,2124.935,2177.575,3240.334,2786.179,2334.289,2008.472,2916.280,2853.961,2265.209,1605.580,2283.594,2777.120,2206.739,2745.722,2424.511,1571.247,3298.743,2401.125,1982.304,2217.177,2530.074,2545.448,2751.857,2424.265,2187.037,1351.345,1793.690,2380.887,3114.998,2143.569,1548.245,1474.241,1816.725,1941.496,1694.382,2062.316,2070.736,1922.439,2450.015,2385.545,2021.134,1876.231,2353.190,1598.770,1689.488,1311.081,933.641,941.962,871.234,879.149,887.221,408.953,743.036,166.687,507.347,85.382,259.975,87.974,88.869,270.764,91.686,0.000,0.000,95.732,97.348,297.059,0.000,0.000,0.000,0.000,0.000,109.713,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,129.524,300,4,50,1,3.000,0.314,0.00,10.23,9597.57, 13.3,749.9,1.000,1.81,7.49,790.9,ON,63.512,85.961,64.813,39.954,2.131,2.481719e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
57,17/3/2020,20:07:13,20.8,101.6,45.1,6.64677e-008,1.82193e-005,,0.000,264.612,509.405,0.000,472.591,711.304,1948.580,2750.668,1803.363,1610.286,3428.711,2022.768,1601.269,2923.589,3168.112,3850.660,2184.305,2581.214,2345.523,2429.156,3041.236,2677.567,2980.040,1930.142,1847.788,1446.694,2344.500,2509.558,2012.618,1525.128,2420.060,2315.651,1883.527,2035.405,2440.776,2481.153,3002.861,1938.311,2619.516,2400.318,1487.789,2154.380,2461.326,2257.166,2224.627,2029.753,2173.598,2058.624,2198.805,2411.740,1841.540,1748.728,1589.300,2924.998,2071.584,2229.434,1694.185,1013.132,2078.634,2159.061,1816.507,2097.754,2386.649,1446.176,1445.892,1590.165,1806.641,2104.267,2684.208,2112.456,2560.010,2056.473,2138.770,2677.836,1419.241,1808.338,1210.701,1450.413,770.173,543.972,627.329,1028.761,641.991,405.017,572.409,746.677,418.863,0.000,345.264,87.194,177.107,89.957,0.000,185.812,93.928,0.000,0.000,0.000,100.612,0.000,103.687,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.320,0.00,10.23,9595.97, 13.3,749.9,1.000,1.81,7.48,782.7,ON,56.313,81.792,59.427,23.291,2.233,2.578416e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
58,17/3/2020,20:13:13,20.8,101.6,45.3,6.64677e-008,1.82193e-005,,0.000,0.000,0.000,747.165,240.055,462.745,446.014,2149.567,1659.736,600.746,967.575,1265.331,402.491,873.562,1016.376,488.991,634.018,1234.017,1638.191,1451.653,1825.690,1994.047,1506.484,1933.355,1001.168,2449.536,2619.987,927.087,1931.051,1770.738,2715.501,1888.507,2170.531,2624.255,1884.506,2908.423,2955.297,1500.308,2569.433,2528.827,3200.745,1838.475,3362.742,2633.149,2092.332,1897.087,2042.251,2013.364,2632.684,2213.005,2416.505,2780.701,2614.097,2133.408,1359.233,2029.626,2244.955,2383.848,2746.662,1990.734,2805.025,2007.991,2768.167,2644.537,1615.790,1248.316,3450.552,2403.476,1765.326,2252.827,1760.275,1802.871,1659.428,2267.029,3111.306,1301.300,1415.689,1286.133,1095.399,868.415,1194.959,964.744,804.869,668.826,166.148,505.706,255.317,518.267,175.379,0.000,89.963,91.389,185.724,94.384,0.000,97.033,98.699,100.425,102.213,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120.065,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.315,0.00,10.23,9594.50, 13.3,749.9,1.000,1.81,7.49,789.4,ON,72.531,93.678,72.055,145.902,2.098,2.349571e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
59,17/3/2020,20:19:13,20.8,101.6,45.4,6.64677e-008,1.82193e-005,,280.143,0.000,259.581,249.850,0.000,696.333,447.437,646.929,1248.776,1607.103,970.664,1311.873,1087.961,1927.971,2039.241,1635.175,1590.105,1702.191,1792.823,1893.173,1967.555,1505.556,1732.721,3103.212,1506.547,1287.327,1854.495,1395.071,2962.801,2220.500,1433.545,1886.420,2073.772,2865.032,2557.670,3014.979,2104.003,3386.470,1841.168,2627.504,3210.977,2722.603,2681.485,3408.448,2099.012,3806.294,2653.637,2392.981,2641.089,1902.918,2424.220,2867.059,1899.485,2474.488,2436.861,2551.329,2927.784,2249.155,2150.448,2370.098,2147.511,2432.826,1875.292,2399.314,1768.307,2136.279,2135.848,2292.477,1404.775,2301.398,2310.871,2320.430,2254.899,1667.795,1903.205,1842.978,1542.365,1322.598,1255.881,1267.181,799.183,564.560,408.930,495.330,583.374,338.213,341.509,606.575,175.939,266.591,0.000,91.681,186.317,94.686,191.454,292.027,0.000,0.000,102.539,0.000,105.673,215.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9595.73, 13.3,749.9,1.000,1.81,7.49,790.8,ON,68.415,90.712,69.158,68.539,2.108,2.516034e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
60,17/3/2020,20:25:13,20.7,101.6,45.5,6.64389e-008,1.82145e-005,,560.257,0.000,778.704,499.675,963.236,464.198,894.828,646.895,2081.185,1807.897,1164.736,1686.606,1994.492,1752.610,2209.063,1798.599,1908.026,1237.892,1942.124,1601.832,1831.423,2439.611,1615.190,2585.894,1883.085,1720.051,1314.107,2490.930,2617.229,2509.461,2272.945,1381.074,3836.308,1822.497,2433.378,2392.564,3915.267,2351.591,2577.509,2536.766,2936.108,2817.292,3113.803,2471.002,2602.637,3144.157,2540.342,2342.833,2320.833,2537.079,2345.906,2169.550,2840.909,3910.729,1543.249,2692.802,2470.975,2316.601,2306.215,2221.858,1925.259,1990.398,1695.194,2726.527,2799.683,2283.485,2135.732,1996.565,2883.337,2078.570,1788.965,2919.095,1954.133,2388.216,2016.909,1996.459,1542.282,1322.515,1254.254,1189.492,399.570,887.117,654.253,660.405,833.347,338.195,512.236,259.947,175.929,0.000,90.245,183.351,0.000,284.042,0.000,0.000,0.000,0.000,0.000,0.000,105.667,107.646,0.000,0.000,114.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9594.13, 13.3,749.9,1.000,1.81,7.49,790.7,ON,66.293,88.146,66.504,49.581,2.150,2.666526e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
61,17/3/2020,20:31:13,20.7,101.6,45.7,6.64389e-008,1.82145e-005,,0.000,0.000,0.000,250.637,966.321,465.684,673.271,216.322,835.140,201.521,973.722,376.002,1455.185,1406.578,2072.481,1450.491,1276.091,1707.553,1341.386,1760.329,1837.288,2189.946,2145.595,1420.677,1637.234,2341.831,2396.937,1865.954,2400.570,2895.729,2497.389,3197.292,2080.304,2031.482,4292.028,2451.717,2769.770,4057.700,3601.605,3181.127,2415.808,3347.896,2776.689,3131.459,1967.999,2573.185,3699.403,2600.420,2401.672,2227.054,1882.726,2331.963,2544.527,2079.014,1975.818,1664.267,2108.599,2249.052,2388.233,2227.191,1858.904,2292.578,1824.000,2390.128,2291.255,1937.985,2347.551,2151.335,2595.891,2220.292,2032.990,2477.904,3242.209,2129.343,2355.467,1783.817,1083.055,1248.718,1338.575,1036.854,797.634,1213.579,1066.567,662.520,752.422,508.917,342.584,521.558,176.493,624.005,90.534,0.000,93.452,0.000,288.086,97.649,0.000,0.000,102.862,104.728,0.000,107.991,0.000,0.000,0.000,0.000,0.000,0.000,122.540,0.000,0.000,0.000,300,4,50,1,3.000,0.313,0.00,10.23,9594.13, 13.3,749.9,1.000,1.81,7.49,792.1,ON,67.762,93.072,71.197,46.138,2.087,2.587919e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
62,17/3/2020,20:37:13,20.7,101.6,45.8,6.64389e-008,1.82145e-005,,0.000,271.399,261.236,754.328,727.069,934.361,900.578,434.035,209.456,808.673,1172.220,1697.444,1459.861,1410.893,2736.516,1810.157,2400.359,1401.578,2411.779,2778.621,1134.271,1647.737,1609.628,1561.508,1768.840,1978.404,2043.942,1520.959,1720.202,1787.712,2069.689,2245.284,2608.751,2611.173,3542.326,3327.824,2694.897,3692.055,2316.127,3373.714,3321.188,2209.640,2698.560,3001.397,2450.370,2831.299,2556.665,2764.429,3221.719,2522.717,2289.034,2518.693,2872.020,1307.699,1982.154,2732.095,2417.570,1683.780,2366.860,1530.458,2121.501,1409.643,2574.715,1970.833,2500.013,2149.905,2075.348,2232.661,1934.572,2913.769,1725.441,1965.770,2180.147,2142.486,2221.771,1562.975,2155.620,2270.551,1184.890,1361.016,878.589,649.322,740.765,747.729,562.006,195.635,257.764,261.617,265.590,268.290,181.650,0.000,93.752,0.000,192.674,195.925,0.000,202.775,103.193,105.065,0.000,108.338,0.000,112.556,114.792,0.000,118.722,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.312,0.00,10.23,9594.37, 13.3,749.9,1.000,1.81,7.49,793.5,ON,66.887,91.456,68.748,51.397,2.143,2.595693e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
63,17/3/2020,20:43:13,20.7,101.6,45.9,6.64389e-008,1.82145e-005,,0.000,0.000,259.568,249.837,722.427,1160.494,2013.364,1293.791,2913.659,2611.407,1801.928,3507.687,2901.079,3154.697,3738.414,4741.762,5406.075,5725.252,5826.371,7863.562,7184.847,10232.677,8663.204,6723.307,10043.166,10766.272,10557.218,11326.021,10023.959,10391.828,9633.019,10883.436,8455.839,8351.016,6320.175,6224.160,7650.551,8183.575,5792.782,6348.473,5522.594,6505.798,5189.689,3749.132,4533.647,3557.861,3933.440,3351.508,2922.205,3766.432,2775.549,2711.946,3007.935,2369.402,3332.997,2720.917,3221.642,2338.625,3102.642,1999.663,2739.781,2859.218,3157.577,2017.103,3094.378,2504.468,1767.514,2218.413,2144.014,2581.805,2923.561,1496.966,2254.769,2046.736,1979.215,2150.024,1233.825,1166.925,1098.837,1267.112,1118.795,725.823,736.035,495.304,166.669,676.390,341.491,259.947,263.894,533.154,270.735,91.676,0.000,0.000,95.722,194.675,99.009,0.000,102.534,0.000,0.000,0.000,0.000,0.000,0.000,115.586,117.964,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9594.62, 13.3,749.9,1.000,1.81,7.49,790.7,ON,42.608,64.123,49.950,35.866,1.929,5.458878e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
64,17/3/2020,20:49:13,20.6,101.6,46.0,6.64102e-008,1.82097e-005,,280.114,0.000,0.000,249.824,722.390,232.087,894.782,1078.103,1456.754,1807.803,582.338,749.564,2538.312,1577.267,2208.948,2616.049,1112.957,1702.013,1792.636,2184.203,3380.912,1909.986,1732.540,2197.879,2510.649,1816.005,3251.447,2324.875,1253.362,3219.371,3463.365,3399.378,3214.009,3847.321,4079.120,4667.851,3155.672,2659.217,1815.947,2627.227,3210.624,1931.966,3089.364,3432.017,2266.693,2564.834,2048.554,2746.624,2800.877,1823.428,2580.346,2576.290,2143.307,1831.069,2196.631,2865.312,2196.682,2745.067,2678.041,2888.246,2665.590,2358.850,2505.819,3035.519,3058.918,1936.004,2798.395,1996.476,1841.825,2376.921,2466.414,2556.055,2270.207,2472.390,1979.107,2172.334,2112.127,1191.513,1255.757,1029.473,958.915,1048.354,1471.990,1073.100,499.981,338.177,768.313,433.221,615.719,0.000,451.200,275.012,279.445,0.000,0.000,97.332,0.000,201.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,117.957,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9592.28, 13.3,749.9,1.000,1.81,7.49,790.6,ON,64.844,90.800,68.393,47.829,2.138,2.869346e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
65,17/3/2020,20:55:13,20.6,101.6,46.0,6.64102e-008,1.82097e-005,,0.000,0.000,0.000,749.473,240.797,464.174,447.391,431.241,416.215,401.734,970.563,936.955,1269.156,525.756,169.919,817.503,1112.957,1392.556,2390.181,2184.203,2676.555,3001.407,1599.267,1551.444,1255.325,2579.942,2628.076,2208.631,2278.839,2886.333,1948.137,3611.848,3110.331,2159.006,2554.471,3209.156,2677.540,2821.761,3681.949,3533.167,2943.086,5181.194,3608.295,3602.434,3022.257,2316.624,2130.496,2100.360,3121.974,2773.792,3018.632,1580.194,2467.926,2751.416,2423.869,2940.715,2402.006,1643.951,2975.601,2369.854,1777.060,2653.728,1754.959,1944.064,2564.129,2088.965,3360.962,1626.743,1996.043,3187.083,2166.417,1659.774,2015.928,1791.962,2454.694,2158.499,1671.982,1269.304,1648.166,950.283,1118.735,564.498,1063.104,908.007,666.641,760.898,341.472,259.933,527.759,177.708,180.480,275.012,0.000,0.000,0.000,291.996,99.004,100.735,0.000,0.000,211.323,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.314,0.00,10.23,9592.28, 13.3,749.9,1.000,1.81,7.49,790.6,ON,67.357,92.880,72.146,59.352,2.042,2.664948e+003,Optics Test,MASIN,,airbourne,optics room,,Normal Scan,
