Sample File,C:\Users\fvanden\Documents\AIMdata\SMPS - Copy\180320.1.S82,
AIM Version,10.3.0.3
Classifier Model,3082       ,Classifier S/N,3082001651003   ,Classifier Firmware Version,2.10
Neutralizer Model,3088,Neutralizer S/N,3088011703001
Impactor (cm),0.0508,Impactor S/N,5080134
DMA Model,3081,DMA S/N,3081A1651001
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3776 Low Flow,Detector S/N,3776165002, 
Detector Sample Flow (L/min),0.05,Detector Inlet Flow (L/min),0.30
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),30.00
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,Raw Counts
Weight,Number
Sample #,Date,Start Time,Sample Temp (C),Sample Pressure (kPa),Relative Humidity (%),Mean Free Path (m),Gas Viscosity (Pa*s),Diameter Midpoint (nm), 13.6, 14.1, 14.6, 15.1, 15.7, 16.3, 16.8, 17.5, 18.1, 18.8, 19.5, 20.2, 20.9, 21.7, 22.5, 23.3, 24.1, 25.0, 25.9, 26.9, 27.9, 28.9, 30.0, 31.1, 32.2, 33.4, 34.6, 35.9, 37.2, 38.5, 40.0, 41.4, 42.9, 44.5, 46.1, 47.8, 49.6, 51.4, 53.3, 55.2, 57.3, 59.4, 61.5, 63.8, 66.1, 68.5, 71.0, 73.7, 76.4, 79.1, 82.0, 85.1, 88.2, 91.4, 94.7, 98.2,101.8,105.5,109.4,113.4,117.6,121.9,126.3,131.0,135.8,140.7,145.9,151.2,156.8,162.5,168.5,174.7,181.1,187.7,194.6,201.7,209.1,216.7,224.7,232.9,241.4,250.3,259.5,269.0,278.8,289.0,299.6,310.6,322.0,333.8,346.0,358.7,371.8,385.4,399.5,414.2,429.4,445.1,461.4,478.3,495.8,514.0,532.8,552.3,572.5,593.5,615.3,637.8,661.2,685.4,710.5,736.5,Scan Time (s),Retrace Time (s),Scan Resolution (Hz),Scans Per Sample,Sheath Flow (L/min),Aerosol Flow (L/min),Bypass Flow (L/min),Low Voltage (V),High Voltage (V),Lower Size (nm),Upper Size (nm),Density (g/cm³),td + 0.5 (s),tf (s),D50 (nm),Neutralizer Status ,Median (nm),Mean (nm),Geo. Mean (nm),Mode (nm),Geo. Std. Dev.,Total Conc. (#/cm³),Title,User Name,Sample ID,Instrument ID,Lab ID,Leak Test and Leakage Rate,Instrument Errors,Comment
1,18/3/2020,14:43:00,23.1,101.4,44.8,6.72625e-008,1.83293e-005,,18.000,9.000,22.000,18.000,19.000,25.000,24.000,32.000,23.784,34.216,43.000,36.000,44.000,50.244,40.016,42.842,33.899,37.000,39.516,45.485,39.000,40.000,28.521,26.479,38.000,28.640,37.361,32.875,34.125,21.284,24.716,24.000,17.000,39.000,29.000,23.000,22.000,18.000,26.000,26.797,22.203,32.000,31.751,30.023,20.226,21.000,28.000,26.000,27.000,32.000,22.000,31.000,25.000,31.000,31.639,34.361,26.000,30.000,15.000,30.000,31.000,21.000,20.000,21.000,29.000,24.000,19.000,19.000,21.000,21.000,22.000,19.000,23.000,22.000,15.000,21.000,14.000,13.000,9.000,9.000,17.000,3.000,4.000,2.000,3.000,1.786,4.214,1.000,0.000,1.000,1.000,2.000,2.000,1.000,0.000,2.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,300,4,50,1,3.000,0.317,0.00,10.17,9634.63, 13.3,749.9,1.000,1.82,7.48,788.4,ON,29.375,54.917,38.121,21.674,2.207,4.095730e+003,,MASIN,,,,,Normal Scan,
2,18/3/2020,14:48:59,23.1,101.4,44.8,6.72625e-008,1.83293e-005,,2.000,4.000,5.000,5.000,6.000,12.000,12.000,9.000,12.000,17.000,14.000,10.000,21.000,19.000,10.259,15.741,12.000,8.000,16.000,9.000,18.000,15.000,15.521,13.479,16.000,16.320,13.680,13.000,22.000,15.000,34.000,23.000,28.000,14.000,20.000,21.000,18.000,31.000,23.000,27.000,29.000,28.000,22.000,30.000,28.000,35.278,33.722,22.612,24.388,24.000,31.000,38.000,26.000,23.000,17.000,28.000,20.434,26.566,34.000,26.026,33.975,21.000,34.000,19.000,24.000,24.371,24.629,12.000,16.000,24.000,22.000,26.000,17.000,13.000,15.000,13.000,13.000,16.910,11.090,12.248,8.752,5.000,6.675,7.325,2.000,2.000,1.000,2.000,1.000,2.000,2.000,0.000,2.000,0.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.317,0.00,10.17,9634.38, 13.3,749.9,1.000,1.82,7.48,788.4,ON,52.711,73.849,53.569,20.908,2.231,2.513969e+003,,MASIN,,,,,Normal Scan,
3,18/3/2020,14:54:59,23.2,101.4,44.8,6.72914e-008,1.83340e-005,,1.000,6.000,10.000,8.000,7.000,17.000,18.000,17.000,17.000,24.509,28.491,28.000,29.000,28.000,21.166,21.835,27.000,27.000,23.399,17.601,14.330,25.670,16.000,22.000,17.000,18.000,14.580,14.420,22.565,20.435,20.000,14.000,26.000,22.000,22.000,17.000,26.000,21.000,23.000,20.000,12.000,30.000,28.000,25.000,22.000,31.000,30.000,32.000,33.000,31.000,26.000,29.999,29.001,29.000,28.435,29.565,34.000,21.000,33.000,36.000,32.000,32.000,19.296,25.494,35.638,22.769,23.885,30.918,31.000,23.000,22.000,15.000,19.000,22.000,11.119,20.881,9.000,16.000,7.445,9.555,6.000,8.000,3.000,3.000,2.000,3.000,7.000,3.000,5.000,2.000,1.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.317,0.00,10.17,9636.21, 13.3,749.9,1.000,1.82,7.48,788.5,ON,42.432,67.578,47.325,19.456,2.290,3.041731e+003,,MASIN,,,,,Normal Scan,
4,18/3/2020,15:00:59,23.2,101.4,44.8,6.72914e-008,1.83340e-005,,2.000,4.000,5.000,8.000,7.000,4.000,5.000,10.000,8.000,3.000,4.000,8.000,7.881,2.119,14.000,10.000,9.000,12.000,8.000,14.000,14.000,14.000,10.000,10.000,14.000,14.000,9.000,11.000,17.486,15.514,17.000,12.000,19.800,22.200,13.000,10.000,19.000,18.000,13.641,10.359,17.981,12.989,16.030,16.000,17.000,17.000,28.000,25.000,17.000,12.000,17.000,16.000,17.000,26.000,18.000,19.147,18.853,16.484,15.517,24.000,17.000,19.919,14.081,21.750,18.250,16.000,22.000,13.000,21.000,13.000,7.000,9.000,1.000,12.621,6.379,10.000,5.000,10.000,7.000,3.000,10.000,4.000,1.000,2.519,5.481,2.000,2.000,0.000,2.000,0.461,0.539,0.000,0.000,1.000,1.000,0.000,0.000,3.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.318,0.00,10.17,9636.21, 13.3,749.9,1.000,1.82,7.48,787.2,ON,50.216,73.266,52.886,22.468,2.229,1.699020e+003,,MASIN,,,,,Normal Scan,
5,18/3/2020,15:06:59,23.2,101.4,44.7,6.72914e-008,1.83340e-005,,0.000,2.000,1.000,1.000,1.000,7.000,3.000,2.000,4.000,8.000,3.000,6.000,4.000,4.000,11.000,7.000,7.000,5.000,7.000,6.000,7.000,11.000,6.000,15.000,7.000,9.000,6.000,8.000,10.287,10.907,9.806,12.000,9.000,12.000,10.079,11.921,11.000,15.000,20.000,12.000,15.000,13.000,12.610,13.021,13.370,15.000,12.000,17.000,13.000,10.000,16.000,19.000,21.000,11.000,18.000,18.000,13.000,15.000,11.000,15.000,7.000,19.000,10.000,18.000,11.000,9.235,9.765,13.000,8.000,9.000,9.000,6.000,12.000,15.000,11.000,8.000,10.000,8.000,10.000,3.000,7.000,4.000,3.000,0.000,4.000,2.000,0.000,1.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.316,0.00,10.17,9635.96, 13.3,749.9,1.000,1.82,7.48,789.9,ON,57.022,78.517,58.367,31.059,2.172,1.249978e+003,,MASIN,,,,,Normal Scan,
6,18/3/2020,15:12:59,23.3,101.4,44.5,6.73202e-008,1.83388e-005,,0.000,1.000,3.000,2.000,2.000,1.000,7.000,7.000,7.000,2.000,7.000,9.664,12.337,4.000,3.000,7.000,9.000,10.000,10.000,8.000,9.292,4.708,14.334,10.666,8.000,11.000,10.000,15.000,16.000,17.000,11.000,14.184,13.816,12.000,12.000,13.000,10.000,14.000,15.000,13.000,15.000,20.000,6.406,10.594,18.000,18.000,15.000,13.000,22.000,16.000,10.000,15.000,23.000,23.000,17.000,21.000,17.000,15.000,18.918,17.083,15.653,13.347,18.000,22.000,12.000,16.000,24.000,8.000,14.000,15.000,19.000,17.000,12.000,9.546,8.454,8.535,8.465,5.000,7.361,5.639,6.000,4.000,3.000,1.000,3.000,5.000,1.000,1.000,1.000,0.000,1.000,2.000,0.000,2.000,0.000,1.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.316,0.00,10.17,9638.28, 13.3,749.9,1.000,1.82,7.48,789.9,ON,57.065,79.765,58.449,20.908,2.208,1.493139e+003,,MASIN,,,,,Normal Scan,
7,18/3/2020,15:18:59,23.3,101.4,44.4,6.73202e-008,1.83388e-005,,0.000,1.000,3.000,0.000,2.000,1.000,2.000,4.000,2.000,9.000,4.000,10.000,9.000,8.000,7.000,9.000,12.000,13.000,9.000,12.000,14.000,11.000,11.163,18.837,12.000,14.000,11.000,11.000,9.000,18.000,17.000,13.000,10.000,18.000,21.000,22.000,17.000,17.000,16.000,13.000,17.000,20.000,19.000,22.000,17.000,17.000,16.503,18.497,20.000,22.000,21.000,20.000,26.560,15.440,20.181,17.819,19.000,27.000,21.000,23.000,18.000,17.000,24.000,19.000,20.000,10.970,12.030,13.000,14.000,14.000,7.000,16.000,13.000,13.000,12.000,4.000,5.043,9.957,5.000,5.000,7.000,2.000,2.000,2.000,1.000,2.000,2.000,4.000,0.000,3.000,2.000,0.000,3.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.318,0.00,10.17,9638.28, 13.3,749.9,1.000,1.82,7.48,787.2,ON,56.378,76.311,57.856,31.059,2.098,1.643434e+003,,MASIN,,,,,Normal Scan,
8,18/3/2020,15:24:59,23.3,101.4,44.3,6.73202e-008,1.83388e-005,,2.000,1.000,3.000,8.000,5.000,7.000,9.000,14.000,12.000,11.000,11.000,16.000,17.000,22.000,19.000,22.000,17.553,13.478,24.970,22.349,15.651,11.000,19.000,9.000,16.000,14.000,13.000,17.000,13.000,10.000,19.000,18.000,20.000,20.938,21.062,18.000,26.000,16.000,24.000,24.000,24.000,34.000,17.000,13.000,28.000,20.000,29.000,25.000,18.000,27.000,27.000,23.000,20.000,25.000,18.000,25.993,29.008,18.000,32.000,18.000,23.000,21.000,21.000,21.000,21.000,20.000,15.000,18.907,22.093,21.000,17.000,14.722,12.278,16.000,9.000,9.000,15.000,6.000,5.000,11.000,6.000,7.000,4.499,0.501,0.000,1.000,5.000,3.000,1.000,2.000,0.000,2.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.317,0.00,10.17,9637.79, 13.3,749.9,1.000,1.82,7.48,788.6,ON,47.130,69.424,49.997,21.674,2.214,2.312558e+003,,MASIN,,,,,Normal Scan,
9,18/3/2020,15:30:59,23.3,101.4,44.3,6.73202e-008,1.83388e-005,,1.000,6.000,3.000,6.000,2.000,5.000,5.000,8.000,16.000,16.000,11.000,12.000,13.000,23.000,22.000,24.000,19.000,22.483,19.518,19.000,25.000,24.000,21.000,22.000,18.000,22.000,19.000,25.000,31.000,17.000,26.000,25.000,25.000,16.000,20.000,16.000,18.000,16.000,17.000,12.000,17.000,10.000,12.000,14.000,20.000,10.000,23.000,9.000,19.000,13.000,14.000,21.000,14.000,16.612,22.470,17.918,23.000,19.000,17.000,25.000,17.000,18.000,15.000,21.000,18.000,27.000,14.000,13.000,15.000,16.000,17.000,14.000,10.000,14.000,21.000,9.000,12.000,8.000,9.000,5.000,4.000,5.089,4.911,2.000,2.000,3.000,3.000,3.000,2.000,4.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.320,0.00,10.17,9638.03, 13.3,749.9,1.000,1.82,7.48,784.5,ON,38.230,65.988,46.802,21.674,2.206,2.224601e+003,,MASIN,,,,,Normal Scan,
10,18/3/2020,15:36:59,23.3,101.4,44.2,6.73202e-008,1.83388e-005,,3.000,7.000,6.000,5.000,11.000,17.000,16.288,11.712,10.000,17.000,14.000,19.000,21.000,20.000,28.000,19.000,27.000,22.650,21.273,25.070,25.007,21.000,24.000,23.000,36.000,33.000,26.000,26.000,26.088,27.913,31.000,36.425,29.576,24.000,26.000,29.000,18.000,22.000,32.000,33.000,28.000,26.000,34.000,30.000,30.000,38.000,40.000,24.936,33.065,34.000,36.000,28.000,26.405,35.596,29.000,45.001,33.842,25.158,22.000,16.000,26.000,33.000,32.000,22.000,17.094,27.907,18.000,16.000,14.000,17.000,18.000,16.000,24.965,17.035,13.000,9.000,8.000,11.000,12.000,9.000,6.000,5.000,5.000,2.000,5.000,1.000,0.000,1.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.321,0.00,10.17,9637.29, 13.3,749.9,1.000,1.82,7.47,783.2,ON,41.935,62.851,46.702,22.468,2.122,3.055695e+003,,MASIN,,,,,Normal Scan,
11,18/3/2020,15:42:59,23.3,101.4,44.2,6.73202e-008,1.83388e-005,,2.000,2.000,0.000,3.000,3.000,2.000,7.000,14.000,12.000,8.000,13.000,12.000,15.000,14.000,16.000,15.902,19.098,16.000,18.000,19.000,15.000,15.000,14.248,25.752,24.000,14.000,20.000,17.000,19.000,18.000,16.000,15.000,14.000,18.000,13.000,14.000,14.000,12.000,10.000,13.401,21.599,16.000,17.000,15.000,18.000,17.000,20.000,23.000,21.000,17.000,28.000,21.000,16.000,26.000,18.000,17.000,24.000,12.000,17.000,21.000,23.000,20.000,16.000,16.000,21.000,17.000,15.000,15.000,16.000,22.000,11.000,12.000,16.000,11.000,11.000,6.000,11.000,8.000,5.000,6.000,7.000,5.000,2.000,6.000,1.000,0.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.317,0.00,10.17,9637.04, 13.3,749.9,1.000,1.82,7.48,788.6,ON,42.251,66.694,49.068,31.059,2.157,1.984282e+003,,MASIN,,,,,Normal Scan,
12,18/3/2020,15:48:59,23.4,101.4,44.1,6.73491e-008,1.83436e-005,,1.000,2.000,1.000,3.000,5.000,6.281,3.719,6.000,4.000,8.000,7.000,8.000,11.619,7.381,6.000,7.000,9.000,16.000,10.000,11.000,11.000,9.000,8.000,11.000,9.000,12.704,19.296,17.000,15.000,13.000,13.000,8.000,10.000,19.000,16.000,15.000,8.000,11.000,13.000,14.071,13.929,12.000,13.000,12.036,14.964,15.000,12.000,12.000,12.185,17.717,13.098,14.000,15.000,16.000,15.000,12.000,13.000,13.000,16.000,17.000,12.000,8.000,11.000,16.000,8.000,13.000,9.000,14.000,9.000,14.000,15.000,12.000,11.000,13.000,11.000,10.000,7.000,5.510,2.490,4.000,6.000,2.000,3.000,3.331,0.669,1.000,1.000,1.000,0.000,2.000,3.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.319,0.00,10.17,9639.86, 13.3,749.9,1.000,1.82,7.48,786.0,ON,46.429,72.508,51.970,25.029,2.219,1.421812e+003,,MASIN,,,,,Normal Scan,
13,18/3/2020,15:54:59,23.4,101.4,44.1,6.73491e-008,1.83436e-005,,0.000,0.000,1.000,2.000,1.000,3.000,3.000,2.000,10.000,5.000,6.000,6.000,8.000,8.000,7.000,7.000,5.000,8.000,9.000,8.000,9.000,12.000,7.770,12.230,9.000,13.540,13.460,12.000,22.000,22.000,14.713,13.287,12.000,13.000,24.000,24.000,20.997,16.732,15.271,15.000,24.386,34.614,18.890,22.023,24.087,19.000,17.000,13.000,12.000,19.000,16.000,19.000,21.000,15.356,20.644,20.000,27.000,21.000,21.000,22.000,12.000,19.000,20.000,25.000,25.000,22.000,15.000,15.000,18.000,16.000,18.000,20.445,18.555,16.000,14.000,22.000,10.000,9.000,5.000,7.000,2.000,2.000,4.000,1.000,3.000,3.000,1.000,5.000,3.000,0.000,0.000,1.000,1.000,0.000,0.000,0.464,0.536,1.000,0.000,1.000,0.000,0.000,0.063,0.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.321,0.00,10.17,9639.36, 13.3,749.9,1.000,1.82,7.47,783.3,ON,59.893,82.840,62.576,59.352,2.124,1.691308e+003,,MASIN,,,,,Normal Scan,
14,18/3/2020,16:00:59,23.3,101.4,44.0,6.73202e-008,1.83388e-005,,1.000,6.000,4.000,4.000,8.000,5.000,11.000,9.000,13.000,15.000,10.000,11.000,2.000,10.000,14.000,15.000,10.000,16.000,15.000,16.000,18.000,21.100,20.900,9.000,12.000,18.000,19.000,19.000,21.000,19.182,23.236,30.583,35.000,38.000,47.000,54.001,53.001,42.000,53.000,70.001,64.001,77.001,72.597,62.405,76.002,81.044,77.444,65.516,76.001,88.001,61.001,76.001,68.001,59.001,46.000,45.000,37.175,40.825,40.000,35.000,33.000,16.000,29.000,33.000,21.000,19.139,20.862,24.017,12.983,18.000,21.000,12.820,16.180,12.000,12.000,17.000,9.000,5.000,11.000,6.000,7.000,5.000,2.000,4.000,6.000,4.000,2.000,0.000,0.000,0.000,2.000,1.000,1.000,3.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,300,4,50,1,3.000,0.314,0.00,10.17,9637.04, 13.3,749.9,1.000,1.82,7.49,792.7,ON,60.969,71.604,57.767,79.148,1.930,3.636768e+003,,MASIN,,,,,Normal Scan,
15,18/3/2020,16:07:00,23.4,101.4,44.0,6.73491e-008,1.83436e-005,,0.000,2.000,0.000,2.000,3.000,4.000,3.000,3.000,2.000,7.000,6.000,6.000,5.000,8.883,11.117,7.709,7.291,14.000,11.000,7.000,12.000,8.621,11.379,16.000,12.118,17.882,13.000,12.000,21.000,26.000,17.941,18.059,18.000,22.000,24.000,30.000,24.000,22.000,13.000,25.137,28.863,16.000,18.000,26.000,31.000,30.000,39.000,35.000,32.000,31.000,32.000,30.000,20.000,28.000,16.000,22.000,23.000,21.000,30.000,24.000,18.000,23.000,27.000,21.000,13.000,24.811,31.895,23.000,30.295,31.000,18.000,20.000,22.000,13.348,18.653,20.000,16.000,10.000,20.000,7.000,10.674,8.326,4.000,6.000,3.000,4.000,2.000,5.000,3.000,1.000,2.000,5.000,1.000,2.000,3.000,3.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,300,4,50,1,3.000,0.318,0.00,10.17,9640.60, 13.3,749.9,1.000,1.82,7.48,787.3,ON,66.942,90.051,66.956,71.050,2.155,2.137158e+003,,MASIN,,,,,Normal Scan,
16,18/3/2020,16:12:59,23.4,101.4,44.0,6.73491e-008,1.83436e-005,,1.000,1.000,3.000,9.000,11.989,8.011,11.000,12.000,15.000,9.179,17.821,14.292,20.709,14.000,16.788,16.827,25.385,23.000,23.000,14.049,15.951,27.000,26.000,18.000,25.035,16.669,22.296,32.000,21.000,27.000,22.000,33.000,29.000,22.000,21.000,31.000,32.136,30.865,32.000,45.212,39.789,29.000,30.000,42.000,33.000,35.000,34.000,41.000,39.000,36.001,37.000,39.000,38.302,40.156,37.543,44.000,52.000,32.000,33.000,34.000,22.000,34.000,22.000,23.000,29.000,26.000,20.000,24.000,21.000,19.000,22.000,16.000,12.000,16.000,22.000,15.000,7.000,10.000,5.000,7.884,9.116,5.000,7.000,5.000,5.000,2.000,5.000,4.000,3.000,1.000,4.000,1.000,1.000,2.000,1.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.319,0.00,10.17,9639.61, 13.3,749.9,1.000,1.82,7.48,786.0,ON,52.075,71.171,52.741,55.232,2.145,3.076041e+003,,MASIN,,,,,Normal Scan,
17,18/3/2020,16:18:59,23.4,101.4,44.0,6.73491e-008,1.83436e-005,,1.000,7.000,5.947,6.053,8.000,11.000,10.000,13.000,7.000,15.000,11.000,18.000,14.000,21.000,16.000,12.000,10.170,17.830,15.000,26.000,16.000,12.000,16.000,20.000,16.000,23.000,16.000,23.000,21.005,23.996,22.789,14.211,17.000,21.000,33.000,19.937,27.063,25.000,38.000,18.000,28.000,22.000,22.000,31.975,22.026,27.000,23.000,28.000,24.000,22.000,26.952,25.049,32.000,19.000,23.000,25.000,26.000,26.000,33.000,22.000,25.000,23.000,19.000,23.000,16.000,19.734,22.266,15.000,25.000,12.000,12.000,11.000,14.000,14.000,10.000,8.000,9.000,6.000,8.000,5.000,12.000,5.451,7.549,3.000,8.000,6.508,2.492,4.000,2.000,2.000,1.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.320,0.00,10.17,9639.36, 13.3,749.9,1.000,1.82,7.48,784.6,ON,46.806,68.562,49.698,26.896,2.198,2.454235e+003,,MASIN,,,,,Normal Scan,
18,18/3/2020,16:24:59,23.4,101.4,43.9,6.73491e-008,1.83436e-005,,2.000,0.000,2.000,8.000,6.000,8.000,3.000,7.000,10.000,5.000,13.000,10.000,10.000,9.691,17.309,12.000,15.000,18.000,15.000,10.000,7.000,17.000,13.000,14.000,20.952,18.048,17.000,20.000,28.000,27.550,9.450,21.000,23.000,20.000,28.000,22.000,30.000,35.000,32.000,25.000,26.000,32.000,21.000,25.974,27.026,26.000,26.000,28.000,29.000,24.000,30.952,32.049,22.000,26.000,30.000,35.000,25.000,27.000,36.000,23.310,22.690,20.000,15.000,10.000,16.955,16.045,15.631,18.002,15.368,19.000,15.000,14.000,16.000,7.000,9.000,12.000,10.000,9.000,7.000,7.000,8.000,6.000,1.000,3.000,3.000,2.000,1.000,1.000,6.000,3.000,3.000,1.000,1.000,3.000,0.000,0.000,0.000,0.000,1.000,1.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.320,0.00,10.17,9639.12, 13.3,749.9,1.000,1.82,7.48,784.6,ON,52.191,72.999,54.207,51.397,2.130,2.276255e+003,,MASIN,,,,,Normal Scan,
19,18/3/2020,16:30:59,23.4,101.4,43.7,6.73491e-008,1.83436e-005,,2.000,3.000,1.000,6.000,12.000,10.000,14.000,14.000,16.000,14.000,20.000,15.000,17.000,23.000,13.000,19.000,23.000,14.000,19.000,15.000,23.000,17.000,22.000,14.000,23.000,19.000,17.000,20.158,35.847,26.996,18.000,26.708,25.292,27.538,31.462,36.937,29.063,19.000,32.115,32.886,22.903,42.098,33.001,34.975,12.026,27.479,34.521,29.000,25.129,30.718,30.153,23.000,30.000,18.000,17.000,18.644,23.045,25.304,18.007,11.000,11.000,16.000,11.000,26.000,17.000,22.000,14.000,8.000,20.000,11.000,16.000,11.000,7.855,5.145,4.000,9.000,6.000,10.000,6.000,4.000,7.000,5.000,4.000,2.000,3.000,5.000,4.000,2.000,4.000,4.000,0.000,1.000,2.000,1.000,4.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.320,0.00,10.17,9639.12, 13.3,749.9,1.000,1.82,7.48,784.6,ON,43.065,63.175,46.056,37.180,2.126,2.575973e+003,,MASIN,,,,,Normal Scan,
20,18/3/2020,16:36:59,23.5,101.4,43.6,6.73780e-008,1.83484e-005,,2.000,4.000,2.000,7.000,7.000,5.000,7.000,4.000,6.000,5.000,10.000,3.000,6.000,5.000,5.694,10.306,5.000,12.000,12.000,11.000,12.000,10.000,14.000,18.000,18.000,13.554,21.446,14.000,29.000,21.000,25.000,18.609,28.392,19.000,33.001,26.000,38.001,19.000,35.000,25.000,24.000,22.000,16.812,22.189,18.000,22.332,24.447,17.222,17.000,22.000,20.000,29.000,25.095,21.157,23.748,18.000,24.000,13.841,17.159,15.000,19.000,14.312,15.347,15.341,13.000,8.000,20.000,17.000,13.000,11.000,14.000,9.000,16.000,13.000,8.000,12.000,7.000,10.000,13.000,7.000,9.000,5.000,4.000,6.000,5.000,8.000,8.000,4.000,4.000,5.000,5.000,3.000,1.000,2.000,0.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.319,0.00,10.17,9640.94, 13.3,749.9,1.000,1.82,7.48,786.0,ON,51.114,78.452,56.424,49.581,2.200,2.008880e+003,,MASIN,,,,,Normal Scan,
21,18/3/2020,16:42:59,23.5,101.4,43.6,6.73780e-008,1.83484e-005,,2.000,2.000,3.000,5.768,12.232,10.000,9.000,9.000,13.000,10.000,16.000,15.412,17.588,19.000,23.000,25.000,23.000,26.000,27.000,30.000,30.000,29.577,33.424,33.000,42.000,43.000,57.000,50.001,58.150,41.466,51.233,33.153,59.001,50.150,65.851,47.961,43.123,55.917,50.000,61.001,45.000,35.286,53.652,38.972,39.091,33.000,29.000,35.000,24.000,27.000,32.000,35.000,21.199,23.155,22.647,25.000,23.000,25.000,27.000,13.249,27.751,15.000,19.000,24.000,23.000,19.676,16.324,18.000,21.000,25.853,14.147,13.000,13.808,10.192,17.000,15.000,14.000,14.000,15.000,11.000,5.000,8.000,11.000,7.000,6.000,7.000,8.000,8.000,3.000,4.000,2.000,4.000,5.000,7.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.317,0.00,10.17,9641.19, 13.3,749.9,1.000,1.82,7.48,788.8,ON,43.471,65.324,48.473,34.599,2.056,3.702959e+003,,MASIN,,,,,Normal Scan,
