Sample File,C:\Users\fvanden\Documents\AIMdata\SMPS - Copy\240420.7.S82,
AIM Version,10.3.0.3
Classifier Model,3082       ,Classifier S/N,3082001651003   ,Classifier Firmware Version,2.10
Neutralizer Model,3088,Neutralizer S/N,3088011703001
Impactor (cm),0.0508,Impactor S/N,5080134
DMA Model,3081,DMA S/N,3081A1651001
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3776 Low Flow,Detector S/N,3776165002, 
Detector Sample Flow (L/min),0.05,Detector Inlet Flow (L/min),0.30
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),30.00
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,Raw Counts
Weight,Number
151,29/4/2020,04:49:41,21.7,99.6,40.6,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,4.000,11.000,6.000,10.000,7.951,6.049,11.000,16.000,13.000,18.000,10.000,11.000,14.000,12.000,25.000,12.000,9.000,27.000,19.000,20.000,12.000,16.000,16.000,23.000,26.000,28.000,25.000,24.000,31.000,25.000,35.000,19.315,33.685,34.000,31.652,35.348,35.000,47.469,33.531,52.000,39.000,42.000,53.720,35.280,45.842,45.158,35.000,40.000,42.000,36.000,28.000,34.853,21.147,31.000,21.000,21.000,18.696,22.304,18.761,18.239,19.000,17.570,22.430,8.000,18.000,21.000,13.000,13.000,11.000,11.000,12.269,12.883,14.849,10.000,5.000,4.000,5.000,5.000,2.000,5.000,3.000,4.000,5.000,4.000,2.000,1.000,1.000,0.000,2.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,69.961,88.168,68.488,85.053,2.021,2.617165e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
152,29/4/2020,04:55:11,21.7,99.6,40.6,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,3.000,9.000,11.000,5.000,12.000,16.000,20.000,13.000,12.000,18.000,20.000,15.000,20.000,20.000,14.000,21.000,23.000,21.000,17.000,14.000,21.000,18.000,15.000,21.000,16.000,20.000,27.000,34.000,24.000,31.000,42.941,27.059,28.000,23.686,31.314,33.000,30.180,40.821,48.000,42.001,48.000,38.395,42.465,45.822,45.319,37.000,35.000,33.000,40.013,40.075,34.912,25.000,25.000,13.000,24.000,27.000,25.000,20.000,18.000,23.000,22.000,18.000,20.000,21.000,16.000,16.000,18.242,13.686,15.072,14.000,16.000,6.000,13.000,10.000,5.000,8.000,5.000,9.000,5.000,3.000,2.000,3.000,2.000,4.000,3.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,67.135,85.435,65.890,55.232,2.048,2.720062e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
153,29/4/2020,05:00:41,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,1.000,0.000,1.000,2.000,4.000,7.000,1.000,8.000,12.000,10.000,7.000,12.000,12.241,20.759,18.000,18.000,23.000,19.000,17.000,15.525,24.475,30.332,19.668,15.000,15.477,19.316,19.208,17.000,18.000,20.000,37.000,29.000,32.000,17.000,34.000,38.000,27.000,22.686,34.966,37.464,56.945,34.940,38.000,58.001,44.000,45.395,33.465,43.140,42.000,34.323,29.783,37.894,40.000,37.000,33.000,45.927,22.073,18.000,32.000,28.841,19.159,29.000,19.000,15.000,25.000,25.000,20.000,22.000,11.000,16.000,17.000,17.000,13.000,17.000,14.269,11.731,11.000,14.000,6.000,3.000,2.000,5.000,3.000,4.000,5.000,3.000,4.000,3.000,1.000,2.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,68.585,87.104,67.814,68.539,2.019,2.749762e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
154,29/4/2020,05:06:11,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,7.000,3.000,6.000,9.000,9.000,12.000,10.000,15.000,14.000,23.000,18.000,16.000,23.000,18.000,20.525,11.534,15.273,24.668,21.000,21.000,20.000,15.804,26.196,22.000,25.000,16.000,17.000,33.000,27.259,24.741,40.000,45.000,31.000,43.000,32.000,35.060,44.409,40.531,38.000,40.000,46.000,35.860,44.140,29.000,51.000,45.000,57.000,43.000,40.088,27.912,26.927,42.074,23.553,24.447,27.841,24.855,21.304,17.000,27.946,19.054,19.000,17.000,19.000,18.000,20.000,14.000,8.000,14.000,11.000,12.000,6.000,4.093,4.907,9.000,4.000,9.000,11.000,1.000,4.000,4.000,2.000,4.000,2.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,68.970,86.485,68.133,101.815,1.982,2.701874e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
155,29/4/2020,05:11:41,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,1.000,0.000,2.000,4.000,5.000,3.480,8.520,16.000,12.000,9.000,22.000,22.000,22.000,26.351,30.910,19.739,27.000,26.000,31.739,33.261,28.000,34.000,30.000,23.000,25.477,25.523,25.402,26.598,25.000,26.000,35.000,22.000,33.000,28.000,30.000,35.000,43.000,49.000,28.000,30.115,47.885,48.938,43.062,50.000,36.000,43.000,62.860,37.140,39.842,43.158,45.000,33.174,46.827,33.000,30.000,24.000,18.000,27.000,27.000,33.000,17.000,21.000,21.000,19.946,17.054,19.000,20.000,27.000,17.012,14.591,12.397,16.000,9.000,11.000,8.000,6.151,9.849,9.000,3.000,7.000,3.000,2.000,4.000,8.000,3.000,2.000,0.000,1.000,5.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,58.707,76.653,59.509,85.053,2.003,3.148536e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
156,29/4/2020,05:17:11,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,0.000,0.000,1.000,0.000,1.000,0.000,1.000,2.000,5.000,3.000,5.000,8.000,6.000,9.000,12.000,19.000,15.000,18.000,11.261,19.739,19.449,22.551,16.000,18.000,20.000,20.332,19.668,22.051,11.949,18.000,21.000,12.000,17.000,23.000,24.000,35.000,24.000,30.000,31.000,37.000,38.000,25.000,31.000,28.000,31.000,40.000,37.000,52.000,51.000,45.000,45.000,42.000,41.000,58.000,46.000,41.174,35.827,28.000,33.000,31.000,24.000,34.553,25.447,21.841,23.159,26.000,18.000,24.000,23.000,24.000,15.000,20.000,18.000,12.603,16.397,7.000,11.000,14.000,13.000,9.000,6.000,4.000,7.000,2.000,2.000,5.000,8.000,4.000,7.000,4.000,3.000,3.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,69.580,85.653,67.080,94.746,2.003,2.695403e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
157,29/4/2020,05:22:41,21.7,99.6,40.4,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,2.000,0.000,1.000,0.000,5.000,5.000,4.000,9.000,7.000,9.000,11.000,15.000,17.000,10.000,19.000,18.000,19.000,15.000,26.000,21.525,24.475,12.000,25.000,20.000,17.000,24.000,24.000,32.000,28.000,22.597,22.403,21.252,28.748,32.000,29.000,35.000,39.000,32.686,39.966,50.349,46.000,35.000,32.649,54.352,37.000,54.790,49.210,48.000,45.000,39.323,45.889,36.787,38.507,37.493,28.000,24.000,33.000,22.000,18.000,26.000,28.000,29.000,30.000,24.946,27.054,25.570,24.430,17.000,11.000,17.000,12.000,12.000,15.000,15.000,6.000,13.000,11.000,9.000,11.179,10.821,6.000,3.000,7.000,8.000,5.000,5.000,3.000,6.168,0.832,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,67.942,87.533,68.252,76.351,2.011,2.872701e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
158,29/4/2020,05:28:11,21.7,99.6,40.4,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,2.000,3.000,7.000,2.000,8.000,12.000,7.000,8.000,22.000,24.000,25.000,22.000,11.000,18.000,15.000,17.000,22.000,19.000,15.000,15.000,21.477,20.523,28.000,14.879,20.136,23.985,26.215,28.785,19.000,30.000,34.000,35.000,34.000,34.000,37.652,53.348,52.000,38.000,29.000,43.000,37.000,53.395,47.465,29.822,48.161,36.158,41.000,40.000,41.000,43.088,39.812,22.099,28.149,26.851,22.000,23.000,19.000,25.674,26.326,21.000,28.000,27.000,21.000,15.000,17.000,24.000,13.000,11.000,14.000,9.000,13.000,13.000,8.093,9.907,6.179,10.821,3.000,7.000,5.000,3.000,2.000,5.000,4.000,4.000,1.000,0.000,2.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,68.291,87.980,68.712,66.117,2.005,2.761258e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
159,29/4/2020,05:33:41,21.7,99.6,40.4,6.80667e-008,1.82624e-005,,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.000,3.000,4.000,4.000,4.000,7.000,7.000,16.000,11.000,10.000,16.000,19.000,19.963,20.037,16.710,17.290,26.000,16.000,16.000,19.000,20.000,10.953,21.047,28.000,24.000,31.000,21.000,31.000,21.000,27.000,30.000,31.000,34.000,31.000,33.000,39.000,35.000,31.000,40.469,40.531,53.000,40.000,51.000,53.000,35.000,42.000,44.000,35.000,36.000,40.000,31.000,38.000,32.000,24.000,36.553,18.447,20.000,30.000,29.000,13.000,23.000,23.000,19.570,28.430,17.000,19.000,19.000,19.000,17.000,11.000,13.000,13.000,12.151,12.849,5.000,7.000,11.000,5.000,4.000,5.000,8.000,0.000,1.000,6.000,2.000,1.000,3.000,3.000,1.000,2.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,70.066,89.158,69.419,76.351,2.014,2.755032e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
160,29/4/2020,05:39:11,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,2.000,5.000,11.000,5.000,9.000,12.000,14.452,13.548,13.241,19.759,11.000,13.000,16.000,25.000,11.000,20.000,30.000,16.332,11.001,22.667,29.000,17.000,28.000,24.000,30.000,31.000,39.000,29.000,28.000,34.130,38.871,45.000,32.000,33.000,33.652,45.349,41.000,43.000,50.000,52.000,46.000,44.000,55.580,48.421,58.000,52.000,45.000,41.173,40.827,34.000,24.000,39.000,33.000,37.000,37.122,22.878,26.000,23.000,26.761,25.239,22.219,17.781,22.000,18.000,19.000,22.000,16.000,14.000,14.000,10.000,11.000,10.000,12.000,5.000,10.000,10.000,6.000,6.000,7.000,6.000,1.000,3.000,3.000,3.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,68.954,85.829,68.110,91.398,1.967,2.998316e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
161,29/4/2020,05:44:41,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,2.000,0.000,0.000,1.000,1.000,8.000,5.000,6.000,9.000,9.000,7.000,14.000,17.000,14.000,22.261,19.739,24.000,13.000,18.000,26.000,15.000,23.000,17.000,18.000,18.000,24.000,19.000,26.000,25.000,28.000,29.000,28.000,26.000,33.000,31.000,42.000,32.000,29.000,46.000,31.000,24.060,39.940,38.000,45.609,44.696,37.694,44.000,51.000,46.000,40.323,29.677,33.000,36.013,33.987,45.001,37.927,23.073,20.000,25.000,21.000,27.000,19.000,20.000,17.946,24.054,15.000,22.000,24.000,11.000,23.000,18.000,15.857,15.143,10.000,8.000,7.000,7.000,9.000,3.000,6.000,7.000,4.000,11.000,4.000,3.000,1.000,3.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,65.706,84.710,66.500,88.168,1.990,2.726952e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
162,29/4/2020,05:50:11,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,5.000,4.000,6.000,3.000,8.000,13.000,9.000,17.000,19.000,22.000,18.963,20.037,17.000,18.000,21.000,12.000,27.000,16.000,20.000,15.477,19.523,22.000,18.000,32.000,22.000,25.000,22.252,17.643,21.105,25.941,40.059,44.235,27.765,42.652,43.464,47.885,41.000,48.000,33.000,47.000,46.000,45.000,28.000,38.000,41.000,45.000,40.000,33.000,19.000,29.901,32.099,20.000,22.107,24.893,23.841,26.159,23.000,21.000,24.000,23.000,22.570,13.430,20.000,19.000,21.000,15.000,13.000,14.000,13.000,11.000,10.151,6.849,6.099,9.901,4.000,6.000,5.000,4.000,1.000,3.000,9.000,3.000,4.000,1.000,3.000,5.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,68.095,88.058,68.573,68.539,2.005,2.668885e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
163,29/4/2020,05:55:41,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,1.000,0.000,0.000,2.000,2.000,4.000,1.000,5.000,12.000,2.787,7.213,11.000,12.000,17.351,19.649,15.000,26.449,18.551,24.000,18.000,18.000,27.000,18.000,21.000,21.000,19.000,16.804,22.196,16.000,18.000,25.000,26.000,27.000,35.130,21.870,32.000,37.000,40.000,41.000,35.000,35.000,46.000,31.000,47.609,35.696,40.090,38.605,42.000,50.685,42.316,39.000,46.000,33.000,39.000,32.000,25.000,24.149,30.851,31.000,36.841,20.159,19.000,22.000,22.000,24.000,25.570,24.421,17.010,19.000,20.000,20.242,15.758,11.000,11.000,17.000,13.000,15.000,9.000,8.000,8.000,5.000,6.000,5.000,5.000,6.000,3.000,3.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,70.150,89.276,70.109,91.398,1.999,2.729233e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
164,29/4/2020,06:01:11,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,4.000,4.000,7.000,7.000,8.000,6.000,12.000,11.000,10.000,16.000,7.000,18.000,15.000,16.000,12.000,26.000,24.332,12.668,19.000,15.000,19.000,22.804,24.196,21.000,18.000,22.000,22.000,30.895,30.235,33.870,35.315,31.920,33.765,39.000,49.115,52.885,46.000,40.000,27.609,37.391,42.000,40.000,43.682,56.161,43.158,32.000,37.000,37.000,34.000,35.000,24.000,27.000,29.000,23.000,17.000,20.000,36.000,15.000,15.000,24.000,20.570,17.430,31.473,18.527,18.000,13.243,12.686,12.072,15.000,18.000,7.000,6.000,9.000,8.179,9.821,5.000,8.000,4.000,14.000,1.000,4.000,3.000,4.000,3.000,2.000,3.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,70.392,92.154,72.143,68.539,1.996,2.634561e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
165,29/4/2020,06:06:41,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,1.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,3.000,1.000,1.000,3.000,10.000,14.787,3.665,7.548,16.000,17.000,13.000,12.963,9.037,11.000,15.000,16.525,17.475,13.000,16.000,24.000,17.000,26.000,20.000,20.000,28.000,31.000,20.215,16.785,35.000,21.000,25.000,25.000,27.235,30.765,39.000,34.000,41.000,39.000,34.000,45.000,44.000,50.000,48.000,48.001,34.000,47.323,48.783,41.067,34.827,38.088,26.912,35.000,27.000,32.553,29.569,23.878,31.000,20.000,25.000,25.946,16.054,17.000,21.000,18.000,14.012,19.988,14.000,17.000,9.000,13.000,13.000,9.000,9.093,5.907,11.000,8.000,8.000,4.000,3.000,5.000,0.000,4.000,0.000,3.000,2.000,0.000,2.000,1.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,73.271,90.363,71.634,82.047,1.972,2.588642e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
166,29/4/2020,06:12:11,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,3.000,8.000,5.000,8.000,9.000,11.000,11.000,8.000,11.000,14.000,14.000,19.000,9.000,14.000,17.000,18.000,25.332,25.668,19.000,14.000,26.000,20.000,29.000,30.015,18.985,18.000,31.252,33.748,21.000,32.000,30.000,42.000,35.000,36.000,32.000,45.000,47.000,38.000,37.000,45.306,40.695,39.000,44.000,43.000,47.000,38.000,35.000,30.507,30.493,30.000,32.927,28.073,24.553,23.447,27.000,22.696,32.304,21.000,23.000,25.000,25.000,27.000,23.000,23.012,13.591,18.397,17.000,9.000,18.000,11.000,17.000,17.000,8.099,14.901,12.000,5.000,5.000,3.444,3.556,3.000,4.000,4.000,2.000,1.000,2.000,2.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,70.918,92.371,71.991,71.050,2.016,2.724234e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
167,29/4/2020,06:17:41,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,1.000,0.000,2.000,0.000,3.000,2.000,4.000,4.000,5.000,3.000,10.000,11.000,15.000,14.241,6.759,10.261,13.739,18.000,20.000,17.000,23.000,16.000,18.000,27.333,20.667,24.000,23.597,27.403,12.879,23.121,39.597,22.618,40.785,25.000,29.000,39.941,42.059,31.000,38.000,33.000,38.000,44.120,35.349,42.531,32.000,49.000,39.000,47.000,41.000,58.000,42.000,42.000,36.173,30.827,39.000,34.000,29.000,23.000,27.000,26.000,30.000,19.000,17.674,23.326,17.000,22.000,25.000,11.000,13.473,24.539,14.988,22.000,18.000,12.000,14.000,17.000,12.000,11.000,15.000,10.000,8.000,13.000,8.000,6.000,4.000,6.000,4.000,2.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,68.497,89.577,69.880,91.398,2.003,2.789703e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
168,29/4/2020,06:23:11,21.7,99.6,40.5,6.80667e-008,1.82624e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.688,1.312,7.000,5.000,5.000,3.000,5.000,10.000,7.000,7.000,14.000,13.000,18.000,20.000,11.449,15.551,18.739,21.261,20.059,15.941,20.000,28.000,15.477,23.121,25.403,27.000,22.000,27.000,27.000,39.252,26.748,29.000,30.000,33.000,35.000,52.687,49.314,38.000,38.000,35.000,53.325,47.676,43.000,51.000,47.000,27.000,45.000,39.000,41.000,43.000,34.000,32.088,28.912,23.000,24.000,35.000,38.000,21.000,29.000,19.000,27.000,17.000,24.000,17.570,29.430,19.000,14.000,20.603,11.397,12.000,15.000,19.000,12.000,10.151,6.941,1.907,6.000,7.000,9.000,1.000,12.444,8.556,2.000,4.000,2.000,1.000,1.000,2.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,67.983,87.923,69.174,61.527,1.977,2.788249e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
169,29/4/2020,06:28:41,21.7,99.6,40.6,6.80667e-008,1.82624e-005,,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,2.000,4.000,3.000,2.000,1.000,11.000,7.452,9.548,13.000,6.000,12.000,11.000,15.000,14.000,10.000,18.000,11.000,21.000,17.333,22.719,26.949,19.000,10.402,27.598,25.000,28.000,29.000,31.000,24.000,31.000,36.000,28.000,33.000,45.000,43.000,41.000,45.000,43.000,41.000,45.610,39.391,46.000,38.000,24.000,35.684,39.639,38.677,51.000,48.000,26.000,27.000,23.000,26.000,26.000,25.122,23.878,31.696,21.304,22.000,16.000,8.000,16.000,17.000,15.000,18.000,23.000,24.000,18.000,14.000,16.000,16.000,9.000,11.000,9.000,9.000,9.000,8.000,6.000,9.000,4.000,5.822,2.178,3.000,4.000,2.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.01,9584.54, 13.3,749.9,1.000,1.83,7.52,810.0,ON,70.537,92.587,72.863,61.527,1.975,2.596184e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
170,29/4/2020,06:34:11,21.6,99.6,40.7,6.80374e-008,1.82576e-005,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,6.000,5.868,6.132,5.000,9.000,10.000,11.000,7.000,11.000,11.000,11.000,15.000,18.000,17.000,15.000,17.000,19.000,18.000,14.000,13.000,22.000,20.000,18.000,27.000,24.000,28.404,21.596,33.000,29.000,37.000,33.000,36.439,39.561,31.858,50.142,36.000,37.000,35.000,57.000,47.516,49.484,51.000,32.890,45.110,30.000,35.311,40.689,31.708,36.292,38.000,33.120,21.880,30.000,28.000,21.000,16.873,24.127,33.000,19.000,28.378,18.622,15.000,27.617,24.383,24.000,13.000,15.000,12.000,6.000,13.000,17.000,11.189,11.811,9.000,7.000,2.000,7.000,8.509,2.491,4.000,4.000,1.000,0.000,4.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9582.71, 13.3,749.9,1.000,1.83,7.52,809.9,ON,71.767,91.038,71.905,76.351,1.980,2.661651e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
171,29/4/2020,06:39:41,21.6,99.6,40.7,6.80374e-008,1.82576e-005,,1.000,0.000,0.000,0.000,0.000,3.000,1.000,2.000,4.000,1.000,7.000,4.000,5.000,3.000,6.000,11.000,10.000,13.000,15.000,10.000,14.000,14.000,15.000,15.000,17.000,23.000,18.000,17.000,21.000,25.000,14.000,15.059,28.942,21.985,21.016,28.000,18.000,37.000,30.000,31.000,40.439,49.562,29.000,36.000,39.000,53.000,41.000,56.000,47.000,44.000,60.000,44.000,38.000,33.000,34.000,33.377,29.623,36.000,41.000,39.000,36.000,31.741,29.259,32.000,27.000,16.000,22.000,36.000,20.000,24.000,15.000,27.000,22.000,27.000,29.000,16.000,16.779,16.221,12.000,20.000,11.000,15.000,5.000,8.000,6.674,5.326,8.000,5.000,3.000,3.000,5.000,4.000,1.000,0.491,2.509,1.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9582.71, 13.3,749.9,1.000,1.83,7.52,809.9,ON,74.728,95.382,74.767,85.053,2.010,2.777045e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
172,29/4/2020,06:45:11,21.6,99.6,40.8,6.80374e-008,1.82576e-005,,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,3.000,1.000,4.000,6.000,9.000,5.000,13.000,13.000,10.000,9.000,13.000,17.881,15.119,23.000,17.000,24.000,15.000,13.000,22.000,14.000,21.059,27.140,27.786,31.015,20.000,31.090,37.910,35.141,37.376,25.483,49.891,43.967,50.142,33.269,51.410,39.322,42.819,39.181,42.000,43.070,40.931,41.050,37.950,49.311,37.689,31.000,31.000,32.000,25.000,18.340,27.660,27.000,28.022,28.978,24.000,15.000,20.000,24.000,29.000,13.000,15.000,21.000,19.737,23.263,10.052,19.948,10.000,13.000,8.000,16.000,5.190,12.810,9.000,6.000,9.000,6.000,12.000,2.000,2.000,3.000,1.000,5.000,3.000,1.000,1.000,0.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.300,0.00,10.02,9582.71, 13.3,749.9,1.000,1.83,7.52,809.9,ON,72.203,94.966,75.495,61.527,1.945,2.596516e+003,lockdown measurements b,MASIN,,,optics room,,Detector liquid level low,
